airport,month_year,freight_mail_value
"Guam, TT: Guam International (GUM)",March 2022,56m
"Guam, TT: Guam International (GUM)",April 2022,56m
"Guam, TT: Guam International (GUM)",May 2022,53m
"Guam, TT: Guam International (GUM)",June 2022,52m
"Guam, TT: Guam International (GUM)",July 2022,51m
"Guam, TT: Guam International (GUM)",August 2022,51m
"Guam, TT: Guam International (GUM)",September 2022,50m
"Guam, TT: Guam International (GUM)",October 2022,49m
"Guam, TT: Guam International (GUM)",November 2022,47m
"Guam, TT: Guam International (GUM)",December 2022,47m
"Guam, TT: Guam International (GUM)",January 2023,46m
"Guam, TT: Guam International (GUM)",February 2023,46m
"Guam, TT: Guam International (GUM)",March 2023,46m
"Guam, TT: Guam International (GUM)",April 2023,45m
"Guam, TT: Guam International (GUM)",May 2023,44m
"Guam, TT: Guam International (GUM)",June 2023,43m
"Guam, TT: Guam International (GUM)",July 2023,42m
"Guam, TT: Guam International (GUM)",August 2023,42m
"Guam, TT: Guam International (GUM)",September 2023,41m
"Guam, TT: Guam International (GUM)",October 2023,40m
"Guam, TT: Guam International (GUM)",November 2023,39m
"Guam, TT: Guam International (GUM)",December 2023,38m
"Guam, TT: Guam International (GUM)",January 2024,38m
"Guam, TT: Guam International (GUM)",February 2024,37m
"Guam, TT: Guam International (GUM)",March 2024,36m
"Guam, TT: Guam International (GUM)",April 2024,36m
"Guam, TT: Guam International (GUM)",May 2024,36m
"Guam, TT: Guam International (GUM)",June 2024,36m
"Guam, TT: Guam International (GUM)",July 2024,36m
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",December 2006,"2,079k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",January 2007,"2,087k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",February 2007,"2,132k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",March 2007,"2,111k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",April 2007,"2,180k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",May 2007,"2,148k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",June 2007,"2,254k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",July 2007,"2,317k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",August 2007,"2,409k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",September 2007,"2,442k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",October 2007,"2,458k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",November 2007,"2,463k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",December 2007,"2,502k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",January 2008,"2,507k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",February 2008,"2,521k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",March 2008,"2,567k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",April 2008,"2,593k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",May 2008,"2,721k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",June 2008,"2,614k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",July 2008,"2,572k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",August 2008,"2,548k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",September 2008,"2,482k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",October 2008,"2,506k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",November 2008,"2,484k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",December 2008,"2,470k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",January 2009,"2,466k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",February 2009,"2,436k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",March 2009,"2,407k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",April 2009,"2,354k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",May 2009,"2,327k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",June 2009,"2,345k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",July 2009,"2,372k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",August 2009,"2,339k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",September 2009,"2,369k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",October 2009,"2,394k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",November 2009,"2,436k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",December 2009,"2,439k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",January 2010,"2,425k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",February 2010,"2,453k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",March 2010,"2,465k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",April 2010,"2,494k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",May 2010,"2,490k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",June 2010,"2,503k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",July 2010,"2,519k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",August 2010,"2,537k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",September 2010,"2,562k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",October 2010,"2,553k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",November 2010,"2,528k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",December 2010,"2,529k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",January 2011,"2,577k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",February 2011,"2,521k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",March 2011,"2,518k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",April 2011,"2,510k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",May 2011,"2,376k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",June 2011,"2,409k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",July 2011,"2,386k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",August 2011,"2,401k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",September 2011,"2,399k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",October 2011,"2,298k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",November 2011,"2,273k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",December 2011,"2,335k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",January 2012,"2,274k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",February 2012,"2,320k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",March 2012,"2,343k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",April 2012,"2,340k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",May 2012,"2,440k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",June 2012,"2,400k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",July 2012,"2,465k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",August 2012,"2,233k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",September 2012,"2,078k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",October 2012,"2,256k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",November 2012,"2,342k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",December 2012,"2,386k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",January 2013,"2,462k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",February 2013,"2,475k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",March 2013,"2,397k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",April 2013,"2,376k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",May 2013,"2,403k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",June 2013,"2,303k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",July 2013,"2,185k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",August 2013,"2,369k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",September 2013,"2,323k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",October 2013,"2,098k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",November 2013,"1,842k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",December 2013,"1,572k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",January 2014,"1,444k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",February 2014,"1,303k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",March 2014,"1,143k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",April 2014,972k
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",May 2014,762k
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",June 2014,832k
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",July 2014,803k
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",August 2014,766k
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",September 2014,909k
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",October 2014,"1,039k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",November 2014,"1,170k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",December 2014,"1,271k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",January 2015,"1,290k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",February 2015,"1,349k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",March 2015,"1,479k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",April 2015,"1,621k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",May 2015,"1,768k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",June 2015,"1,734k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",July 2015,"1,743k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",August 2015,"1,754k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",September 2015,"1,749k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",October 2015,"1,706k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",November 2015,"1,723k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",December 2015,"1,760k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",January 2016,"1,746k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",February 2016,"1,765k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",March 2016,"1,787k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",April 2016,"1,789k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",May 2016,"1,777k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",June 2016,"1,799k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",July 2016,"1,790k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",August 2016,"1,748k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",September 2016,"1,725k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",October 2016,"1,684k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",November 2016,"1,668k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",December 2016,"1,635k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",January 2017,"1,655k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",February 2017,"1,651k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",March 2017,"1,679k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",April 2017,"1,693k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",May 2017,"1,717k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",June 2017,"1,728k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",July 2017,"1,755k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",August 2017,"1,806k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",September 2017,"1,840k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",October 2017,"1,862k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",November 2017,"1,878k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",December 2017,"1,876k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",January 2018,"1,875k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",February 2018,"1,873k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",March 2018,"1,858k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",April 2018,"1,833k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",May 2018,"1,845k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",June 2018,"1,836k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",July 2018,"1,827k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",August 2018,"1,834k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",September 2018,"1,841k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",October 2018,"1,865k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",November 2018,"1,882k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",December 2018,"1,868k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",January 2019,"1,899k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",February 2019,"1,959k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",March 2019,"2,005k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",April 2019,"2,023k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",May 2019,"2,024k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",June 2019,"1,924k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",July 2019,"1,936k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",August 2019,"1,916k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",September 2019,"1,893k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",October 2019,"1,879k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",November 2019,"1,859k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",December 2019,"1,872k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",January 2020,"1,844k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",February 2020,"1,788k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",March 2020,"1,704k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",April 2020,"1,669k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",May 2020,"1,667k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",June 2020,"1,790k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",July 2020,"1,805k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",August 2020,"1,793k"
"Rota, TT: Benjamin Taisacan Manglona International (ROP)",September 2020,"1,837k"
