Year,Month,Passengers,Airport Name
2002,10,3244238,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2002,11,3053981,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2002,12,3305042,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,1,2948460,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,2,2761404,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,3,3289503,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,4,3063537,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,5,3203580,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,6,3454176,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,7,3627939,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,8,3510017,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,9,2955997,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,10,3395590,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,11,3180366,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,12,3305935,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,1,3018442,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,2,3006318,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,3,3572014,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,4,3479871,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,5,3504755,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,6,3716024,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,7,3862219,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,8,3587488,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,9,2906252,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,10,3503785,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,11,3358841,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,12,3469408,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,1,3192432,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,2,3122086,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,3,3885625,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,4,3656775,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,5,3778024,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,6,3867903,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,7,3990666,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,8,3711247,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,9,3158759,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,10,3339430,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,11,3261696,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,12,3364993,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,1,3150201,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,2,2963066,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,3,3713310,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,4,3448297,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,5,3479079,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,6,3772797,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,7,3897916,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,8,3593936,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,9,3059958,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,10,3479671,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,11,3401464,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,12,3365022,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,1,3108475,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,2,2960671,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,3,3757565,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,4,3577794,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,5,3662593,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,6,3997443,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,7,4147790,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,8,3991008,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,9,3318199,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,10,3728992,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,11,3509095,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,12,3416610,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,1,3215968,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,2,3247427,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,3,3849539,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,4,3573074,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,5,3674976,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,6,3943039,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,7,4168392,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,8,3934770,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,9,3387975,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,10,3762170,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,11,3447743,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,12,3525579,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,1,3233888,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,2,2958964,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,3,3512313,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,4,3505365,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,5,3582707,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,6,3846131,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,7,4124626,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,8,3856429,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,9,3337685,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,10,3633395,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,11,3317272,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,12,3294396,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,1,3092893,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,2,2862324,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,3,3686734,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,4,3611579,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,5,3728795,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,6,3922692,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,7,4081546,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,8,3863038,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,9,3480755,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,10,3795693,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,11,3493167,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,12,3415133,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,1,3050202,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,2,2985112,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,3,3802783,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,4,3663071,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,5,3972192,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,6,4051534,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,7,4268251,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,8,4017798,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,9,3580851,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,10,3864229,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,11,3584588,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,12,3440024,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,1,3257791,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,2,3214568,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,3,3957595,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,4,3840208,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,5,4020046,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,6,4197995,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,7,4295291,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,8,4108200,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,9,3627970,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,10,3961906,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,11,3716034,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,12,3555658,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,1,3383100,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,2,3176490,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,3,3958115,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,4,3797872,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,5,3980079,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,6,4060060,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,7,4165914,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,8,4034064,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,9,3580992,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,10,3899292,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,11,3547460,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,12,3773521,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,1,3337959,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,2,3104929,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,3,4092947,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,4,3981283,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,5,4152595,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,6,4175493,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,7,4354020,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,8,4186151,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,9,3790422,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,10,4105526,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,11,3716458,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,12,3772364,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,1,3539694,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,2,3319390,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,3,4202060,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,4,4106257,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,5,4307619,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,6,4390008,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,7,4587101,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,8,4412329,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,9,4051121,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,10,4395263,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,11,4103076,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,12,3994921,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,1,3785056,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,2,3625212,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,3,4250312,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,4,4223088,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,5,4542664,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,6,4511963,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,7,4576050,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,8,4277463,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,9,4126953,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,10,4401532,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,11,4177288,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,12,4062269,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,1,3787668,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,2,3580665,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,3,4391324,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,4,4052008,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,5,4490223,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,6,4543706,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,7,4666392,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,8,4519206,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,9,3795415,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,10,4443641,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,11,4169041,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,12,3879151,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,1,3751120,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,2,3631735,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,3,4505778,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,4,4364232,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,5,4564214,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,6,4607451,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,7,4820555,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,8,4684113,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,9,4027577,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,10,4477277,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,11,4311932,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,12,4145308,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,1,3929401,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,2,3676988,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,3,4648327,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,4,4509172,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,5,4744646,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,6,4816830,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,7,4996442,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,8,4801974,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,9,4218197,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,10,4616047,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,11,4204798,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,12,4382808,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,1,4047492,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,2,3845642,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,3,2198520,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,4,188021,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,5,441773,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,6,740750,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,7,1202552,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,8,1424869,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,9,1493456,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,10,1719984,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,11,1666699,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,12,1727076,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,1,1622240,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,2,1532344,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,3,2237633,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,4,2377323,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,5,3305260,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,6,3608427,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,7,3974384,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,8,3712488,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,9,3416242,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,10,3733536,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,11,3660641,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,12,3516635,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,1,2927639,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,2,3003416,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,3,3833162,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,4,3814791,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,5,4038432,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,6,3990099,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,7,4133862,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,8,4005574,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,9,3857824,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,10,4071882,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,11,3919341,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,12,3851952,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,1,3667079,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,2,3450482,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,3,4210050,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,4,4179716,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,5,4483683,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,6,4601014,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,7,4803910,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,8,4402384,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,9,4306184,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,10,4541996,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,11,4213015,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,12,4214506,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2024,1,3780490,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2024,2,3678625,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2024,3,4416972,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2024,4,4436727,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2024,5,4758602,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2024,6,4825654,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2024,7,4615649,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2002,10,268627,"- Austin, TX: Austin - Bergstrom International"
2002,11,251981,"- Austin, TX: Austin - Bergstrom International"
2002,12,270385,"- Austin, TX: Austin - Bergstrom International"
2003,1,236789,"- Austin, TX: Austin - Bergstrom International"
2003,2,216160,"- Austin, TX: Austin - Bergstrom International"
2003,3,275763,"- Austin, TX: Austin - Bergstrom International"
2003,4,242835,"- Austin, TX: Austin - Bergstrom International"
2003,5,268584,"- Austin, TX: Austin - Bergstrom International"
2003,6,283439,"- Austin, TX: Austin - Bergstrom International"
2003,7,300092,"- Austin, TX: Austin - Bergstrom International"
2003,8,281893,"- Austin, TX: Austin - Bergstrom International"
2003,9,248280,"- Austin, TX: Austin - Bergstrom International"
2003,10,275422,"- Austin, TX: Austin - Bergstrom International"
2003,11,257059,"- Austin, TX: Austin - Bergstrom International"
2003,12,265684,"- Austin, TX: Austin - Bergstrom International"
2004,1,235903,"- Austin, TX: Austin - Bergstrom International"
2004,2,232175,"- Austin, TX: Austin - Bergstrom International"
2004,3,295368,"- Austin, TX: Austin - Bergstrom International"
2004,4,283963,"- Austin, TX: Austin - Bergstrom International"
2004,5,289360,"- Austin, TX: Austin - Bergstrom International"
2004,6,315896,"- Austin, TX: Austin - Bergstrom International"
2004,7,315667,"- Austin, TX: Austin - Bergstrom International"
2004,8,302037,"- Austin, TX: Austin - Bergstrom International"
2004,9,274220,"- Austin, TX: Austin - Bergstrom International"
2004,10,301245,"- Austin, TX: Austin - Bergstrom International"
2004,11,292222,"- Austin, TX: Austin - Bergstrom International"
2004,12,280140,"- Austin, TX: Austin - Bergstrom International"
2005,1,253904,"- Austin, TX: Austin - Bergstrom International"
2005,2,245482,"- Austin, TX: Austin - Bergstrom International"
2005,3,317386,"- Austin, TX: Austin - Bergstrom International"
2005,4,290669,"- Austin, TX: Austin - Bergstrom International"
2005,5,311776,"- Austin, TX: Austin - Bergstrom International"
2005,6,327562,"- Austin, TX: Austin - Bergstrom International"
2005,7,337480,"- Austin, TX: Austin - Bergstrom International"
2005,8,320106,"- Austin, TX: Austin - Bergstrom International"
2005,9,292480,"- Austin, TX: Austin - Bergstrom International"
2005,10,318379,"- Austin, TX: Austin - Bergstrom International"
2005,11,313358,"- Austin, TX: Austin - Bergstrom International"
2005,12,292869,"- Austin, TX: Austin - Bergstrom International"
2006,1,281490,"- Austin, TX: Austin - Bergstrom International"
2006,2,273703,"- Austin, TX: Austin - Bergstrom International"
2006,3,351016,"- Austin, TX: Austin - Bergstrom International"
2006,4,317894,"- Austin, TX: Austin - Bergstrom International"
2006,5,344468,"- Austin, TX: Austin - Bergstrom International"
2006,6,348274,"- Austin, TX: Austin - Bergstrom International"
2006,7,352563,"- Austin, TX: Austin - Bergstrom International"
2006,8,337179,"- Austin, TX: Austin - Bergstrom International"
2006,9,318732,"- Austin, TX: Austin - Bergstrom International"
2006,10,338915,"- Austin, TX: Austin - Bergstrom International"
2006,11,334151,"- Austin, TX: Austin - Bergstrom International"
2006,12,319669,"- Austin, TX: Austin - Bergstrom International"
2007,1,286236,"- Austin, TX: Austin - Bergstrom International"
2007,2,281396,"- Austin, TX: Austin - Bergstrom International"
2007,3,362201,"- Austin, TX: Austin - Bergstrom International"
2007,4,333536,"- Austin, TX: Austin - Bergstrom International"
2007,5,361207,"- Austin, TX: Austin - Bergstrom International"
2007,6,368868,"- Austin, TX: Austin - Bergstrom International"
2007,7,382358,"- Austin, TX: Austin - Bergstrom International"
2007,8,387380,"- Austin, TX: Austin - Bergstrom International"
2007,9,333775,"- Austin, TX: Austin - Bergstrom International"
2007,10,365982,"- Austin, TX: Austin - Bergstrom International"
2007,11,359435,"- Austin, TX: Austin - Bergstrom International"
2007,12,334817,"- Austin, TX: Austin - Bergstrom International"
2008,1,315390,"- Austin, TX: Austin - Bergstrom International"
2008,2,309957,"- Austin, TX: Austin - Bergstrom International"
2008,3,378173,"- Austin, TX: Austin - Bergstrom International"
2008,4,353197,"- Austin, TX: Austin - Bergstrom International"
2008,5,386540,"- Austin, TX: Austin - Bergstrom International"
2008,6,401594,"- Austin, TX: Austin - Bergstrom International"
2008,7,409871,"- Austin, TX: Austin - Bergstrom International"
2008,8,395203,"- Austin, TX: Austin - Bergstrom International"
2008,9,318295,"- Austin, TX: Austin - Bergstrom International"
2008,10,361197,"- Austin, TX: Austin - Bergstrom International"
2008,11,322264,"- Austin, TX: Austin - Bergstrom International"
2008,12,331779,"- Austin, TX: Austin - Bergstrom International"
2009,1,279158,"- Austin, TX: Austin - Bergstrom International"
2009,2,270210,"- Austin, TX: Austin - Bergstrom International"
2009,3,356289,"- Austin, TX: Austin - Bergstrom International"
2009,4,326634,"- Austin, TX: Austin - Bergstrom International"
2009,5,328642,"- Austin, TX: Austin - Bergstrom International"
2009,6,362009,"- Austin, TX: Austin - Bergstrom International"
2009,7,381025,"- Austin, TX: Austin - Bergstrom International"
2009,8,368464,"- Austin, TX: Austin - Bergstrom International"
2009,9,313743,"- Austin, TX: Austin - Bergstrom International"
2009,10,358449,"- Austin, TX: Austin - Bergstrom International"
2009,11,329614,"- Austin, TX: Austin - Bergstrom International"
2009,12,329526,"- Austin, TX: Austin - Bergstrom International"
2010,1,297364,"- Austin, TX: Austin - Bergstrom International"
2010,2,270406,"- Austin, TX: Austin - Bergstrom International"
2010,3,365552,"- Austin, TX: Austin - Bergstrom International"
2010,4,333744,"- Austin, TX: Austin - Bergstrom International"
2010,5,351313,"- Austin, TX: Austin - Bergstrom International"
2010,6,369157,"- Austin, TX: Austin - Bergstrom International"
2010,7,390821,"- Austin, TX: Austin - Bergstrom International"
2010,8,374953,"- Austin, TX: Austin - Bergstrom International"
2010,9,331499,"- Austin, TX: Austin - Bergstrom International"
2010,10,375792,"- Austin, TX: Austin - Bergstrom International"
2010,11,360770,"- Austin, TX: Austin - Bergstrom International"
2010,12,356151,"- Austin, TX: Austin - Bergstrom International"
2011,1,318802,"- Austin, TX: Austin - Bergstrom International"
2011,2,294334,"- Austin, TX: Austin - Bergstrom International"
2011,3,393342,"- Austin, TX: Austin - Bergstrom International"
2011,4,350795,"- Austin, TX: Austin - Bergstrom International"
2011,5,374898,"- Austin, TX: Austin - Bergstrom International"
2011,6,388433,"- Austin, TX: Austin - Bergstrom International"
2011,7,408428,"- Austin, TX: Austin - Bergstrom International"
2011,8,394645,"- Austin, TX: Austin - Bergstrom International"
2011,9,360760,"- Austin, TX: Austin - Bergstrom International"
2011,10,389598,"- Austin, TX: Austin - Bergstrom International"
2011,11,371210,"- Austin, TX: Austin - Bergstrom International"
2011,12,358321,"- Austin, TX: Austin - Bergstrom International"
2012,1,320335,"- Austin, TX: Austin - Bergstrom International"
2012,2,318696,"- Austin, TX: Austin - Bergstrom International"
2012,3,406225,"- Austin, TX: Austin - Bergstrom International"
2012,4,372341,"- Austin, TX: Austin - Bergstrom International"
2012,5,396847,"- Austin, TX: Austin - Bergstrom International"
2012,6,400758,"- Austin, TX: Austin - Bergstrom International"
2012,7,418898,"- Austin, TX: Austin - Bergstrom International"
2012,8,419026,"- Austin, TX: Austin - Bergstrom International"
2012,9,348408,"- Austin, TX: Austin - Bergstrom International"
2012,10,404413,"- Austin, TX: Austin - Bergstrom International"
2012,11,393256,"- Austin, TX: Austin - Bergstrom International"
2012,12,374906,"- Austin, TX: Austin - Bergstrom International"
2013,1,341156,"- Austin, TX: Austin - Bergstrom International"
2013,2,323804,"- Austin, TX: Austin - Bergstrom International"
