Year,Month,Passengers,Airport Name
2014,10,161863,"- Memphis, TN: Memphis International"
2014,11,144560,"- Memphis, TN: Memphis International"
2014,12,143775,"- Memphis, TN: Memphis International"
2015,1,122057,"- Memphis, TN: Memphis International"
2015,2,112435,"- Memphis, TN: Memphis International"
2015,3,148042,"- Memphis, TN: Memphis International"
2015,4,150589,"- Memphis, TN: Memphis International"
2015,5,167190,"- Memphis, TN: Memphis International"
2015,6,173259,"- Memphis, TN: Memphis International"
2015,7,176089,"- Memphis, TN: Memphis International"
2015,8,160631,"- Memphis, TN: Memphis International"
2015,9,158446,"- Memphis, TN: Memphis International"
2015,10,176251,"- Memphis, TN: Memphis International"
2015,11,166444,"- Memphis, TN: Memphis International"
2015,12,153440,"- Memphis, TN: Memphis International"
2016,1,141422,"- Memphis, TN: Memphis International"
2016,2,133982,"- Memphis, TN: Memphis International"
2016,3,165965,"- Memphis, TN: Memphis International"
2016,4,161807,"- Memphis, TN: Memphis International"
2016,5,180085,"- Memphis, TN: Memphis International"
2016,6,186380,"- Memphis, TN: Memphis International"
2016,7,182806,"- Memphis, TN: Memphis International"
2016,8,163832,"- Memphis, TN: Memphis International"
2016,9,171390,"- Memphis, TN: Memphis International"
2016,10,184475,"- Memphis, TN: Memphis International"
2016,11,170531,"- Memphis, TN: Memphis International"
2016,12,157753,"- Memphis, TN: Memphis International"
2017,1,140755,"- Memphis, TN: Memphis International"
2017,2,136449,"- Memphis, TN: Memphis International"
2017,3,176029,"- Memphis, TN: Memphis International"
2017,4,164976,"- Memphis, TN: Memphis International"
2017,5,186597,"- Memphis, TN: Memphis International"
2017,6,193417,"- Memphis, TN: Memphis International"
2017,7,191260,"- Memphis, TN: Memphis International"
2017,8,179327,"- Memphis, TN: Memphis International"
2017,9,166043,"- Memphis, TN: Memphis International"
2017,10,199518,"- Memphis, TN: Memphis International"
2017,11,181501,"- Memphis, TN: Memphis International"
2017,12,168474,"- Memphis, TN: Memphis International"
2018,1,150191,"- Memphis, TN: Memphis International"
2018,2,144948,"- Memphis, TN: Memphis International"
2018,3,182238,"- Memphis, TN: Memphis International"
2018,4,177800,"- Memphis, TN: Memphis International"
2018,5,193044,"- Memphis, TN: Memphis International"
2018,6,203665,"- Memphis, TN: Memphis International"
2018,7,204531,"- Memphis, TN: Memphis International"
2018,8,185612,"- Memphis, TN: Memphis International"
2018,9,178706,"- Memphis, TN: Memphis International"
2018,10,204660,"- Memphis, TN: Memphis International"
2018,11,193889,"- Memphis, TN: Memphis International"
2018,12,175726,"- Memphis, TN: Memphis International"
2019,1,155108,"- Memphis, TN: Memphis International"
2019,2,147915,"- Memphis, TN: Memphis International"
2019,3,195607,"- Memphis, TN: Memphis International"
2019,4,182831,"- Memphis, TN: Memphis International"
2019,5,209510,"- Memphis, TN: Memphis International"
2019,6,215474,"- Memphis, TN: Memphis International"
2019,7,218761,"- Memphis, TN: Memphis International"
2019,8,192516,"- Memphis, TN: Memphis International"
2019,9,183883,"- Memphis, TN: Memphis International"
2019,10,213272,"- Memphis, TN: Memphis International"
2019,11,192897,"- Memphis, TN: Memphis International"
2019,12,196983,"- Memphis, TN: Memphis International"
2020,1,167161,"- Memphis, TN: Memphis International"
2020,2,158417,"- Memphis, TN: Memphis International"
2020,3,99355,"- Memphis, TN: Memphis International"
2020,4,9806,"- Memphis, TN: Memphis International"
2020,5,32361,"- Memphis, TN: Memphis International"
2020,6,50293,"- Memphis, TN: Memphis International"
2020,7,71592,"- Memphis, TN: Memphis International"
2020,8,80511,"- Memphis, TN: Memphis International"
2020,9,78206,"- Memphis, TN: Memphis International"
2020,10,93592,"- Memphis, TN: Memphis International"
2020,11,88282,"- Memphis, TN: Memphis International"
2020,12,82474,"- Memphis, TN: Memphis International"
2021,1,73753,"- Memphis, TN: Memphis International"
2021,2,58792,"- Memphis, TN: Memphis International"
2021,3,124873,"- Memphis, TN: Memphis International"
2021,4,130683,"- Memphis, TN: Memphis International"
2021,5,165781,"- Memphis, TN: Memphis International"
2021,6,178193,"- Memphis, TN: Memphis International"
2021,7,190050,"- Memphis, TN: Memphis International"
2021,8,162621,"- Memphis, TN: Memphis International"
2021,9,156603,"- Memphis, TN: Memphis International"
2021,10,178684,"- Memphis, TN: Memphis International"
2021,11,180426,"- Memphis, TN: Memphis International"
2021,12,165485,"- Memphis, TN: Memphis International"
2022,1,124288,"- Memphis, TN: Memphis International"
2022,2,124418,"- Memphis, TN: Memphis International"
2022,3,182484,"- Memphis, TN: Memphis International"
2022,4,178059,"- Memphis, TN: Memphis International"
2022,5,202390,"- Memphis, TN: Memphis International"
2022,6,199708,"- Memphis, TN: Memphis International"
2022,7,205671,"- Memphis, TN: Memphis International"
2022,8,182683,"- Memphis, TN: Memphis International"
2022,9,185908,"- Memphis, TN: Memphis International"
2022,10,198392,"- Memphis, TN: Memphis International"
2022,11,185821,"- Memphis, TN: Memphis International"
2022,12,179121,"- Memphis, TN: Memphis International"
2023,1,157119,"- Memphis, TN: Memphis International"
2023,2,152284,"- Memphis, TN: Memphis International"
2023,3,200767,"- Memphis, TN: Memphis International"
2023,4,187176,"- Memphis, TN: Memphis International"
2023,5,213929,"- Memphis, TN: Memphis International"
2023,6,221247,"- Memphis, TN: Memphis International"
2023,7,231868,"- Memphis, TN: Memphis International"
2023,8,194734,"- Memphis, TN: Memphis International"
2023,9,203528,"- Memphis, TN: Memphis International"
2023,10,227827,"- Memphis, TN: Memphis International"
2023,11,210710,"- Memphis, TN: Memphis International"
2023,12,191847,"- Memphis, TN: Memphis International"
2024,1,156588,"- Memphis, TN: Memphis International"
2024,2,164003,"- Memphis, TN: Memphis International"
2024,3,210725,"- Memphis, TN: Memphis International"
2024,4,202098,"- Memphis, TN: Memphis International"
2024,5,223916,"- Memphis, TN: Memphis International"
2024,6,231385,"- Memphis, TN: Memphis International"
2024,7,229959,"- Memphis, TN: Memphis International"
2016,1,54,"- Miami, FL: Watson Island International"
2016,2,63,"- Miami, FL: Watson Island International"
2016,3,106,"- Miami, FL: Watson Island International"
2016,4,67,"- Miami, FL: Watson Island International"
2016,5,97,"- Miami, FL: Watson Island International"
2016,6,95,"- Miami, FL: Watson Island International"
2016,7,114,"- Miami, FL: Watson Island International"
2016,8,237,"- Miami, FL: Watson Island International"
2016,9,193,"- Miami, FL: Watson Island International"
2016,10,107,"- Miami, FL: Watson Island International"
2016,11,0,"- Miami, FL: Watson Island International"
2018,1,197,"- Miami, FL: Watson Island International"
2018,2,214,"- Miami, FL: Watson Island International"
2018,4,334,"- Miami, FL: Watson Island International"
2018,10,215,"- Miami, FL: Watson Island International"
2018,11,218,"- Miami, FL: Watson Island International"
2018,12,179,"- Miami, FL: Watson Island International"
2019,1,307,"- Miami, FL: Watson Island International"
2019,2,175,"- Miami, FL: Watson Island International"
2019,3,231,"- Miami, FL: Watson Island International"
2019,4,237,"- Miami, FL: Watson Island International"
2019,5,199,"- Miami, FL: Watson Island International"
2019,6,164,"- Miami, FL: Watson Island International"
2019,7,207,"- Miami, FL: Watson Island International"
2019,8,235,"- Miami, FL: Watson Island International"
2019,9,117,"- Miami, FL: Watson Island International"
2019,10,149,"- Miami, FL: Watson Island International"
2019,11,186,"- Miami, FL: Watson Island International"
2019,12,124,"- Miami, FL: Watson Island International"
2020,1,43,"- Miami, FL: Watson Island International"
2020,2,98,"- Miami, FL: Watson Island International"
2020,3,98,"- Miami, FL: Watson Island International"
2020,4,0,"- Miami, FL: Watson Island International"
2020,6,0,"- Miami, FL: Watson Island International"
2020,7,78,"- Miami, FL: Watson Island International"
2021,4,8,"- Miami, FL: Watson Island International"
2023,8,0,"- Miami, FL: Watson Island International"
2002,10,37192,"- Midland/Odessa, TX: Midland International Air and Space Port"
2002,11,32140,"- Midland/Odessa, TX: Midland International Air and Space Port"
2002,12,35337,"- Midland/Odessa, TX: Midland International Air and Space Port"
2003,1,29139,"- Midland/Odessa, TX: Midland International Air and Space Port"
2003,2,27494,"- Midland/Odessa, TX: Midland International Air and Space Port"
2003,3,32806,"- Midland/Odessa, TX: Midland International Air and Space Port"
2003,4,30608,"- Midland/Odessa, TX: Midland International Air and Space Port"
2003,5,33265,"- Midland/Odessa, TX: Midland International Air and Space Port"
2003,6,36092,"- Midland/Odessa, TX: Midland International Air and Space Port"
2003,7,37289,"- Midland/Odessa, TX: Midland International Air and Space Port"
2003,8,33535,"- Midland/Odessa, TX: Midland International Air and Space Port"
2003,9,31754,"- Midland/Odessa, TX: Midland International Air and Space Port"
2003,10,34043,"- Midland/Odessa, TX: Midland International Air and Space Port"
2003,11,32171,"- Midland/Odessa, TX: Midland International Air and Space Port"
2003,12,34303,"- Midland/Odessa, TX: Midland International Air and Space Port"
2004,1,27255,"- Midland/Odessa, TX: Midland International Air and Space Port"
2004,2,28960,"- Midland/Odessa, TX: Midland International Air and Space Port"
2004,3,36859,"- Midland/Odessa, TX: Midland International Air and Space Port"
2004,4,33367,"- Midland/Odessa, TX: Midland International Air and Space Port"
2004,5,35767,"- Midland/Odessa, TX: Midland International Air and Space Port"
2004,6,36544,"- Midland/Odessa, TX: Midland International Air and Space Port"
2004,7,37099,"- Midland/Odessa, TX: Midland International Air and Space Port"
2004,8,34586,"- Midland/Odessa, TX: Midland International Air and Space Port"
2004,9,32109,"- Midland/Odessa, TX: Midland International Air and Space Port"
2004,10,37706,"- Midland/Odessa, TX: Midland International Air and Space Port"
2004,11,35042,"- Midland/Odessa, TX: Midland International Air and Space Port"
2004,12,36365,"- Midland/Odessa, TX: Midland International Air and Space Port"
2005,1,30445,"- Midland/Odessa, TX: Midland International Air and Space Port"
2005,2,29543,"- Midland/Odessa, TX: Midland International Air and Space Port"
2005,3,38000,"- Midland/Odessa, TX: Midland International Air and Space Port"
2005,4,35300,"- Midland/Odessa, TX: Midland International Air and Space Port"
2005,5,39066,"- Midland/Odessa, TX: Midland International Air and Space Port"
2005,6,39818,"- Midland/Odessa, TX: Midland International Air and Space Port"
2005,7,40774,"- Midland/Odessa, TX: Midland International Air and Space Port"
2005,8,38021,"- Midland/Odessa, TX: Midland International Air and Space Port"
2005,9,34031,"- Midland/Odessa, TX: Midland International Air and Space Port"
2005,10,39409,"- Midland/Odessa, TX: Midland International Air and Space Port"
2005,11,38015,"- Midland/Odessa, TX: Midland International Air and Space Port"
2005,12,37670,"- Midland/Odessa, TX: Midland International Air and Space Port"
2006,1,32741,"- Midland/Odessa, TX: Midland International Air and Space Port"
2006,2,32678,"- Midland/Odessa, TX: Midland International Air and Space Port"
2006,3,39014,"- Midland/Odessa, TX: Midland International Air and Space Port"
2006,4,36664,"- Midland/Odessa, TX: Midland International Air and Space Port"
2006,5,41199,"- Midland/Odessa, TX: Midland International Air and Space Port"
2006,6,43332,"- Midland/Odessa, TX: Midland International Air and Space Port"
2006,7,43635,"- Midland/Odessa, TX: Midland International Air and Space Port"
2006,8,39490,"- Midland/Odessa, TX: Midland International Air and Space Port"
2006,9,35558,"- Midland/Odessa, TX: Midland International Air and Space Port"
2006,10,42222,"- Midland/Odessa, TX: Midland International Air and Space Port"
2006,11,40486,"- Midland/Odessa, TX: Midland International Air and Space Port"
2006,12,39929,"- Midland/Odessa, TX: Midland International Air and Space Port"
2007,1,32456,"- Midland/Odessa, TX: Midland International Air and Space Port"
2007,2,33647,"- Midland/Odessa, TX: Midland International Air and Space Port"
2007,3,40369,"- Midland/Odessa, TX: Midland International Air and Space Port"
2007,4,39158,"- Midland/Odessa, TX: Midland International Air and Space Port"
2007,5,42495,"- Midland/Odessa, TX: Midland International Air and Space Port"
2007,6,45392,"- Midland/Odessa, TX: Midland International Air and Space Port"
2007,7,45290,"- Midland/Odessa, TX: Midland International Air and Space Port"
2007,8,43445,"- Midland/Odessa, TX: Midland International Air and Space Port"
2007,9,38538,"- Midland/Odessa, TX: Midland International Air and Space Port"
2007,10,43223,"- Midland/Odessa, TX: Midland International Air and Space Port"
2007,11,40820,"- Midland/Odessa, TX: Midland International Air and Space Port"
2007,12,39729,"- Midland/Odessa, TX: Midland International Air and Space Port"
2008,1,35609,"- Midland/Odessa, TX: Midland International Air and Space Port"
2008,2,36353,"- Midland/Odessa, TX: Midland International Air and Space Port"
2008,3,42443,"- Midland/Odessa, TX: Midland International Air and Space Port"
2008,4,40409,"- Midland/Odessa, TX: Midland International Air and Space Port"
2008,5,43315,"- Midland/Odessa, TX: Midland International Air and Space Port"
2008,6,45503,"- Midland/Odessa, TX: Midland International Air and Space Port"
2008,7,45195,"- Midland/Odessa, TX: Midland International Air and Space Port"
2008,8,42413,"- Midland/Odessa, TX: Midland International Air and Space Port"
2008,9,35372,"- Midland/Odessa, TX: Midland International Air and Space Port"
2008,10,40384,"- Midland/Odessa, TX: Midland International Air and Space Port"
2008,11,36000,"- Midland/Odessa, TX: Midland International Air and Space Port"
2008,12,37598,"- Midland/Odessa, TX: Midland International Air and Space Port"
2009,1,30382,"- Midland/Odessa, TX: Midland International Air and Space Port"
2009,2,30389,"- Midland/Odessa, TX: Midland International Air and Space Port"
2009,3,36977,"- Midland/Odessa, TX: Midland International Air and Space Port"
2009,4,34203,"- Midland/Odessa, TX: Midland International Air and Space Port"
2009,5,36069,"- Midland/Odessa, TX: Midland International Air and Space Port"
2009,6,39086,"- Midland/Odessa, TX: Midland International Air and Space Port"
2009,7,39075,"- Midland/Odessa, TX: Midland International Air and Space Port"
2009,8,36758,"- Midland/Odessa, TX: Midland International Air and Space Port"
2009,9,32934,"- Midland/Odessa, TX: Midland International Air and Space Port"
2009,10,34694,"- Midland/Odessa, TX: Midland International Air and Space Port"
2009,11,34157,"- Midland/Odessa, TX: Midland International Air and Space Port"
2009,12,34030,"- Midland/Odessa, TX: Midland International Air and Space Port"
2010,1,30011,"- Midland/Odessa, TX: Midland International Air and Space Port"
2010,2,28445,"- Midland/Odessa, TX: Midland International Air and Space Port"
2010,3,35474,"- Midland/Odessa, TX: Midland International Air and Space Port"
2010,4,33173,"- Midland/Odessa, TX: Midland International Air and Space Port"
2010,5,36379,"- Midland/Odessa, TX: Midland International Air and Space Port"
2010,6,40483,"- Midland/Odessa, TX: Midland International Air and Space Port"
2010,7,40370,"- Midland/Odessa, TX: Midland International Air and Space Port"
2010,8,39762,"- Midland/Odessa, TX: Midland International Air and Space Port"
2010,9,36514,"- Midland/Odessa, TX: Midland International Air and Space Port"
2010,10,41022,"- Midland/Odessa, TX: Midland International Air and Space Port"
2010,11,38647,"- Midland/Odessa, TX: Midland International Air and Space Port"
2010,12,38594,"- Midland/Odessa, TX: Midland International Air and Space Port"
2011,1,33639,"- Midland/Odessa, TX: Midland International Air and Space Port"
2011,2,30434,"- Midland/Odessa, TX: Midland International Air and Space Port"
2011,3,38959,"- Midland/Odessa, TX: Midland International Air and Space Port"
2011,4,35715,"- Midland/Odessa, TX: Midland International Air and Space Port"
2011,5,40663,"- Midland/Odessa, TX: Midland International Air and Space Port"
2011,6,42676,"- Midland/Odessa, TX: Midland International Air and Space Port"
2011,7,43855,"- Midland/Odessa, TX: Midland International Air and Space Port"
2011,8,41469,"- Midland/Odessa, TX: Midland International Air and Space Port"
2011,9,38108,"- Midland/Odessa, TX: Midland International Air and Space Port"
2011,10,40548,"- Midland/Odessa, TX: Midland International Air and Space Port"
2011,11,39934,"- Midland/Odessa, TX: Midland International Air and Space Port"
2011,12,39329,"- Midland/Odessa, TX: Midland International Air and Space Port"
2012,1,34918,"- Midland/Odessa, TX: Midland International Air and Space Port"
2012,2,35434,"- Midland/Odessa, TX: Midland International Air and Space Port"
2012,3,38870,"- Midland/Odessa, TX: Midland International Air and Space Port"
2012,4,39098,"- Midland/Odessa, TX: Midland International Air and Space Port"
2012,5,41446,"- Midland/Odessa, TX: Midland International Air and Space Port"
2012,6,45176,"- Midland/Odessa, TX: Midland International Air and Space Port"
2012,7,46285,"- Midland/Odessa, TX: Midland International Air and Space Port"
2012,8,43774,"- Midland/Odessa, TX: Midland International Air and Space Port"
2012,9,38535,"- Midland/Odessa, TX: Midland International Air and Space Port"
2012,10,42278,"- Midland/Odessa, TX: Midland International Air and Space Port"
2012,11,40271,"- Midland/Odessa, TX: Midland International Air and Space Port"
2012,12,38954,"- Midland/Odessa, TX: Midland International Air and Space Port"
2013,1,35843,"- Midland/Odessa, TX: Midland International Air and Space Port"
2013,2,34952,"- Midland/Odessa, TX: Midland International Air and Space Port"
2013,3,42141,"- Midland/Odessa, TX: Midland International Air and Space Port"
2013,4,40777,"- Midland/Odessa, TX: Midland International Air and Space Port"
2013,5,42900,"- Midland/Odessa, TX: Midland International Air and Space Port"
2013,6,44718,"- Midland/Odessa, TX: Midland International Air and Space Port"
2013,7,45425,"- Midland/Odessa, TX: Midland International Air and Space Port"
2013,8,43204,"- Midland/Odessa, TX: Midland International Air and Space Port"
2013,9,40952,"- Midland/Odessa, TX: Midland International Air and Space Port"
2013,10,44363,"- Midland/Odessa, TX: Midland International Air and Space Port"
2013,11,39075,"- Midland/Odessa, TX: Midland International Air and Space Port"
2013,12,41315,"- Midland/Odessa, TX: Midland International Air and Space Port"
2014,1,37539,"- Midland/Odessa, TX: Midland International Air and Space Port"
2014,2,36924,"- Midland/Odessa, TX: Midland International Air and Space Port"
2014,3,43504,"- Midland/Odessa, TX: Midland International Air and Space Port"
2014,4,42761,"- Midland/Odessa, TX: Midland International Air and Space Port"
2014,5,43704,"- Midland/Odessa, TX: Midland International Air and Space Port"
2014,6,48431,"- Midland/Odessa, TX: Midland International Air and Space Port"
2014,7,50333,"- Midland/Odessa, TX: Midland International Air and Space Port"
2014,8,47612,"- Midland/Odessa, TX: Midland International Air and Space Port"
2014,9,46725,"- Midland/Odessa, TX: Midland International Air and Space Port"
2014,10,47691,"- Midland/Odessa, TX: Midland International Air and Space Port"
2014,11,44511,"- Midland/Odessa, TX: Midland International Air and Space Port"
2014,12,45748,"- Midland/Odessa, TX: Midland International Air and Space Port"
2015,1,37476,"- Midland/Odessa, TX: Midland International Air and Space Port"
2015,2,35208,"- Midland/Odessa, TX: Midland International Air and Space Port"
2015,3,44536,"- Midland/Odessa, TX: Midland International Air and Space Port"
2015,4,40435,"- Midland/Odessa, TX: Midland International Air and Space Port"
2015,5,43528,"- Midland/Odessa, TX: Midland International Air and Space Port"
2015,6,47137,"- Midland/Odessa, TX: Midland International Air and Space Port"
2015,7,47591,"- Midland/Odessa, TX: Midland International Air and Space Port"
2015,8,46587,"- Midland/Odessa, TX: Midland International Air and Space Port"
2015,9,41437,"- Midland/Odessa, TX: Midland International Air and Space Port"
2015,10,41912,"- Midland/Odessa, TX: Midland International Air and Space Port"
2015,11,42780,"- Midland/Odessa, TX: Midland International Air and Space Port"
2015,12,40187,"- Midland/Odessa, TX: Midland International Air and Space Port"
2016,1,35634,"- Midland/Odessa, TX: Midland International Air and Space Port"
2016,2,34273,"- Midland/Odessa, TX: Midland International Air and Space Port"
2016,3,39474,"- Midland/Odessa, TX: Midland International Air and Space Port"
2016,4,35881,"- Midland/Odessa, TX: Midland International Air and Space Port"
2016,5,40729,"- Midland/Odessa, TX: Midland International Air and Space Port"
2016,6,42624,"- Midland/Odessa, TX: Midland International Air and Space Port"
2016,7,40371,"- Midland/Odessa, TX: Midland International Air and Space Port"
2016,8,39627,"- Midland/Odessa, TX: Midland International Air and Space Port"
2016,9,36850,"- Midland/Odessa, TX: Midland International Air and Space Port"
2016,10,40648,"- Midland/Odessa, TX: Midland International Air and Space Port"
2016,11,40425,"- Midland/Odessa, TX: Midland International Air and Space Port"
2016,12,38408,"- Midland/Odessa, TX: Midland International Air and Space Port"
2017,1,36481,"- Midland/Odessa, TX: Midland International Air and Space Port"
2017,2,35196,"- Midland/Odessa, TX: Midland International Air and Space Port"
2017,3,41744,"- Midland/Odessa, TX: Midland International Air and Space Port"
2017,4,39581,"- Midland/Odessa, TX: Midland International Air and Space Port"
2017,5,44278,"- Midland/Odessa, TX: Midland International Air and Space Port"
2017,6,45527,"- Midland/Odessa, TX: Midland International Air and Space Port"
2017,7,45615,"- Midland/Odessa, TX: Midland International Air and Space Port"
2017,8,43066,"- Midland/Odessa, TX: Midland International Air and Space Port"
2017,9,39044,"- Midland/Odessa, TX: Midland International Air and Space Port"
2017,10,46373,"- Midland/Odessa, TX: Midland International Air and Space Port"
2017,11,46196,"- Midland/Odessa, TX: Midland International Air and Space Port"
2017,12,44040,"- Midland/Odessa, TX: Midland International Air and Space Port"
2018,1,43454,"- Midland/Odessa, TX: Midland International Air and Space Port"
2018,2,41127,"- Midland/Odessa, TX: Midland International Air and Space Port"
2018,3,47574,"- Midland/Odessa, TX: Midland International Air and Space Port"
2018,4,48171,"- Midland/Odessa, TX: Midland International Air and Space Port"
2018,5,51649,"- Midland/Odessa, TX: Midland International Air and Space Port"
2018,6,54304,"- Midland/Odessa, TX: Midland International Air and Space Port"
2018,7,55429,"- Midland/Odessa, TX: Midland International Air and Space Port"
2018,8,53839,"- Midland/Odessa, TX: Midland International Air and Space Port"
2018,9,50584,"- Midland/Odessa, TX: Midland International Air and Space Port"
2018,10,54329,"- Midland/Odessa, TX: Midland International Air and Space Port"
2018,11,52965,"- Midland/Odessa, TX: Midland International Air and Space Port"
2018,12,51086,"- Midland/Odessa, TX: Midland International Air and Space Port"
2019,1,50036,"- Midland/Odessa, TX: Midland International Air and Space Port"
2019,2,46482,"- Midland/Odessa, TX: Midland International Air and Space Port"
2019,3,53564,"- Midland/Odessa, TX: Midland International Air and Space Port"
2019,4,53261,"- Midland/Odessa, TX: Midland International Air and Space Port"
2019,5,55253,"- Midland/Odessa, TX: Midland International Air and Space Port"
2019,6,60090,"- Midland/Odessa, TX: Midland International Air and Space Port"
2019,7,61223,"- Midland/Odessa, TX: Midland International Air and Space Port"
2019,8,57310,"- Midland/Odessa, TX: Midland International Air and Space Port"
2019,9,56481,"- Midland/Odessa, TX: Midland International Air and Space Port"
2019,10,57144,"- Midland/Odessa, TX: Midland International Air and Space Port"
2019,11,53283,"- Midland/Odessa, TX: Midland International Air and Space Port"
2019,12,56691,"- Midland/Odessa, TX: Midland International Air and Space Port"
2020,1,50284,"- Midland/Odessa, TX: Midland International Air and Space Port"
2020,2,46697,"- Midland/Odessa, TX: Midland International Air and Space Port"
2020,3,32159,"- Midland/Odessa, TX: Midland International Air and Space Port"
2020,4,4686,"- Midland/Odessa, TX: Midland International Air and Space Port"
2020,5,13115,"- Midland/Odessa, TX: Midland International Air and Space Port"
2020,6,17364,"- Midland/Odessa, TX: Midland International Air and Space Port"
2020,7,21575,"- Midland/Odessa, TX: Midland International Air and Space Port"
2020,8,24432,"- Midland/Odessa, TX: Midland International Air and Space Port"
2020,9,26613,"- Midland/Odessa, TX: Midland International Air and Space Port"
2020,10,28310,"- Midland/Odessa, TX: Midland International Air and Space Port"
2020,11,28324,"- Midland/Odessa, TX: Midland International Air and Space Port"
2020,12,27518,"- Midland/Odessa, TX: Midland International Air and Space Port"
2021,1,26259,"- Midland/Odessa, TX: Midland International Air and Space Port"
2021,2,22568,"- Midland/Odessa, TX: Midland International Air and Space Port"
2021,3,39050,"- Midland/Odessa, TX: Midland International Air and Space Port"
2021,4,37119,"- Midland/Odessa, TX: Midland International Air and Space Port"
2021,5,42694,"- Midland/Odessa, TX: Midland International Air and Space Port"
2021,6,47029,"- Midland/Odessa, TX: Midland International Air and Space Port"
2021,7,48734,"- Midland/Odessa, TX: Midland International Air and Space Port"
2021,8,42761,"- Midland/Odessa, TX: Midland International Air and Space Port"
2021,9,41850,"- Midland/Odessa, TX: Midland International Air and Space Port"
2021,10,48515,"- Midland/Odessa, TX: Midland International Air and Space Port"
2021,11,49507,"- Midland/Odessa, TX: Midland International Air and Space Port"
2021,12,45803,"- Midland/Odessa, TX: Midland International Air and Space Port"
2022,1,37364,"- Midland/Odessa, TX: Midland International Air and Space Port"
2022,2,38636,"- Midland/Odessa, TX: Midland International Air and Space Port"
2022,3,47953,"- Midland/Odessa, TX: Midland International Air and Space Port"
2022,4,47524,"- Midland/Odessa, TX: Midland International Air and Space Port"
2022,5,55180,"- Midland/Odessa, TX: Midland International Air and Space Port"
2022,6,55477,"- Midland/Odessa, TX: Midland International Air and Space Port"
2022,7,60588,"- Midland/Odessa, TX: Midland International Air and Space Port"
2022,8,54222,"- Midland/Odessa, TX: Midland International Air and Space Port"
2022,9,54027,"- Midland/Odessa, TX: Midland International Air and Space Port"
2022,10,56967,"- Midland/Odessa, TX: Midland International Air and Space Port"
2022,11,56527,"- Midland/Odessa, TX: Midland International Air and Space Port"
2022,12,47301,"- Midland/Odessa, TX: Midland International Air and Space Port"
2023,1,46362,"- Midland/Odessa, TX: Midland International Air and Space Port"
2023,2,47214,"- Midland/Odessa, TX: Midland International Air and Space Port"
2023,3,53333,"- Midland/Odessa, TX: Midland International Air and Space Port"
2023,4,50866,"- Midland/Odessa, TX: Midland International Air and Space Port"
2023,5,56965,"- Midland/Odessa, TX: Midland International Air and Space Port"
2023,6,58935,"- Midland/Odessa, TX: Midland International Air and Space Port"
2023,7,61536,"- Midland/Odessa, TX: Midland International Air and Space Port"
2023,8,57679,"- Midland/Odessa, TX: Midland International Air and Space Port"
2023,9,57179,"- Midland/Odessa, TX: Midland International Air and Space Port"
2023,10,63316,"- Midland/Odessa, TX: Midland International Air and Space Port"
2023,11,59266,"- Midland/Odessa, TX: Midland International Air and Space Port"
2023,12,56668,"- Midland/Odessa, TX: Midland International Air and Space Port"
2024,1,51767,"- Midland/Odessa, TX: Midland International Air and Space Port"
2024,2,51807,"- Midland/Odessa, TX: Midland International Air and Space Port"
2024,3,60344,"- Midland/Odessa, TX: Midland International Air and Space Port"
2024,4,61409,"- Midland/Odessa, TX: Midland International Air and Space Port"
2024,5,65923,"- Midland/Odessa, TX: Midland International Air and Space Port"
2024,6,68655,"- Midland/Odessa, TX: Midland International Air and Space Port"
2024,7,71050,"- Midland/Odessa, TX: Midland International Air and Space Port"
2002,10,243215,"- Milwaukee, WI: General Mitchell International"
2002,11,216495,"- Milwaukee, WI: General Mitchell International"
2002,12,244286,"- Milwaukee, WI: General Mitchell International"
2003,1,204323,"- Milwaukee, WI: General Mitchell International"
2003,2,187874,"- Milwaukee, WI: General Mitchell International"
2003,3,251825,"- Milwaukee, WI: General Mitchell International"
2003,4,249543,"- Milwaukee, WI: General Mitchell International"
2003,5,233077,"- Milwaukee, WI: General Mitchell International"
2003,6,248465,"- Milwaukee, WI: General Mitchell International"
2003,7,278989,"- Milwaukee, WI: General Mitchell International"
2003,8,283601,"- Milwaukee, WI: General Mitchell International"
2003,9,240438,"- Milwaukee, WI: General Mitchell International"
2003,10,272249,"- Milwaukee, WI: General Mitchell International"
2003,11,259924,"- Milwaukee, WI: General Mitchell International"
2003,12,265086,"- Milwaukee, WI: General Mitchell International"
2004,1,231465,"- Milwaukee, WI: General Mitchell International"
2004,2,231053,"- Milwaukee, WI: General Mitchell International"
2004,3,296048,"- Milwaukee, WI: General Mitchell International"
2004,4,300423,"- Milwaukee, WI: General Mitchell International"
2004,5,263504,"- Milwaukee, WI: General Mitchell International"
2004,6,289919,"- Milwaukee, WI: General Mitchell International"
2004,7,293029,"- Milwaukee, WI: General Mitchell International"
2004,8,285718,"- Milwaukee, WI: General Mitchell International"
2004,9,245603,"- Milwaukee, WI: General Mitchell International"
2004,10,274854,"- Milwaukee, WI: General Mitchell International"
2004,11,261289,"- Milwaukee, WI: General Mitchell International"
2004,12,251767,"- Milwaukee, WI: General Mitchell International"
2005,1,243173,"- Milwaukee, WI: General Mitchell International"
2005,2,249916,"- Milwaukee, WI: General Mitchell International"
2005,3,313667,"- Milwaukee, WI: General Mitchell International"
2005,4,313914,"- Milwaukee, WI: General Mitchell International"
2005,5,294081,"- Milwaukee, WI: General Mitchell International"
2005,6,325488,"- Milwaukee, WI: General Mitchell International"
