Airport Code,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter: Q2-2024),Year,Quarter
FAR,Fargo,ND,419.06,600.99,2010,Q4
RDM,Bend/Redmond,OR,328.41,470.98,2010,Q4
ECP,Panama City,FL,352.37,505.35,2010,Q4
LBB,Lubbock,TX,313.75,449.96,2010,Q4
ABE,Allentown/Bethlehem/Easton,PA,331.19,474.97,2010,Q4
MFR,Medford,OR,341.82,490.22,2010,Q4
CHA,Chattanooga,TN,372.38,534.05,2010,Q4
FAI,Fairbanks,AK,635.14,910.88,2010,Q4
HRL,Harlingen/San Benito,TX,282.82,405.60,2010,Q4
PSC,Pasco/Kennewick/Richland,WA,392.20,562.47,2010,Q4
SBN,South Bend,IN,364.81,523.19,2010,Q4
ACY,Atlantic City,NJ,155.70,223.29,2010,Q4
BQN,Aguadilla,PR,239.00,342.76,2010,Q4
FWA,Fort Wayne,IN,393.02,563.64,2010,Q4
MSO,Missoula,MT,416.71,597.62,2010,Q4
CAK,Akron,OH,279.12,400.30,2010,Q4
BIL,Billings,MT,388.39,557.00,2010,Q4
TLH,Tallahassee,FL,447.07,641.16,2010,Q4
PIA,Peoria,IL,359.31,515.30,2010,Q4
STT,Charlotte Amalie,VI,418.09,599.60,2010,Q4
AMA,Amarillo,TX,311.06,446.10,2010,Q4
BLI,Bellingham,WA,225.47,323.36,2010,Q4
BTR,Baton Rouge,LA,384.67,551.67,2010,Q4
FNT,Flint,MI,289.72,415.50,2010,Q4
FCA,Kalispell,MT,445.49,638.90,2010,Q4
ROA,Roanoke,VA,415.25,595.53,2010,Q4
CRP,Corpus Christi,TX,383.54,550.05,2010,Q4
BGR,Bangor,ME,391.92,562.07,2010,Q4
STS,Santa Rosa,CA,241.32,346.09,2010,Q4
GRB,Green Bay,WI,414.20,594.03,2010,Q4
CHO,Charlottesville,VA,435.76,624.94,2010,Q4
SBP,San Luis Obispo,CA,402.36,577.05,2010,Q4
SHV,Shreveport,LA,514.33,737.62,2010,Q4
TVC,Traverse City,MI,507.96,728.49,2010,Q4
RAP,Rapid City,SD,436.38,625.83,2010,Q4
MLI,Moline,IL,352.65,505.75,2010,Q4
AGS,Augusta,GA,400.56,574.46,2010,Q4
DAB,Daytona Beach,FL,314.36,450.84,2010,Q4
JAC,Jackson,WY,523.10,750.20,2010,Q4
BIS,Bismarck/Mandan,ND,485.00,695.56,2010,Q4
GNV,Gainesville,FL,398.22,571.10,2010,Q4
IDA,Idaho Falls,ID,424.22,608.39,2010,Q4
EYW,Key West,FL,345.63,495.69,2010,Q4
GPT,Gulfport/Biloxi,MS,380.39,545.53,2010,Q4
JNU,Juneau,AK,500.67,718.03,2010,Q4
MOB,Mobile,AL,476.26,683.02,2010,Q4
GJT,Grand Junction,CO,401.78,576.21,2010,Q4
LFT,Lafayette,LA,439.10,629.73,2010,Q4
MRY,Monterey,CA,426.69,611.93,2010,Q4
MLB,Melbourne,FL,325.03,466.14,2010,Q4
TRI,Bristol/Johnson City/Kingsport,TN,409.22,586.89,2010,Q4
BRO,Brownsville,TX,419.86,602.13,2010,Q4
AVP,Scranton/Wilkes-Barre,PA,385.83,553.33,2010,Q4
BFL,Bakersfield,CA,499.54,716.41,2010,Q4
CRW,Charleston/Dunbar,WV,385.97,553.54,2010,Q4
FAY,Fayetteville,NC,429.35,615.75,2010,Q4
BMI,Bloomington/Normal,IL,304.40,436.55,2010,Q4
GTF,Great Falls,MT,418.93,600.80,2010,Q4
ASE,Aspen,CO,450.18,645.62,2010,Q4
DRO,Durango,CO,379.26,543.91,2010,Q4
PSE,Ponce,PR,252.31,361.85,2010,Q4
MGM,Montgomery,AL,431.55,618.91,2010,Q4
RFD,Rockford,IL,209.62,300.62,2010,Q4
EVV,Evansville,IN,461.15,661.35,2010,Q4
MTJ,Montrose/Delta,CO,454.46,651.76,2010,Q4
STX,Christiansted,VI,483.77,693.79,2010,Q4
MOT,Minot,ND,561.98,805.96,2010,Q4
LRD,Laredo,TX,355.50,509.84,2010,Q4
OAJ,Jacksonville/Camp Lejeune,NC,432.23,619.88,2010,Q4
SCE,State College,PA,462.07,662.68,2010,Q4
DLH,Duluth,MN,410.77,589.10,2010,Q4
SGU,St. George,UT,157.52,225.91,2010,Q4
ACV,Arcata/Eureka,CA,380.69,545.96,2010,Q4
HDN,Hayden,CO,450.38,645.91,2010,Q4
LAN,Lansing,MI,453.36,650.18,2010,Q4
LNK,Lincoln,NE,425.96,610.89,2010,Q4
GRK,Killeen,TX,454.07,651.21,2010,Q4
SAF,Santa Fe,NM,397.07,569.45,2010,Q4
HTS,Ashland,WV,254.65,365.21,2010,Q4
EGE,Eagle,CO,509.68,730.96,2010,Q4
GFK,Grand Forks,ND,427.28,612.79,2010,Q4
AZO,Kalamazoo,MI,546.26,783.41,2010,Q4
COU,Columbia,MO,394.03,565.09,2010,Q4
ELM,Elmira/Corning,NY,348.83,500.27,2010,Q4
SWF,Newburgh/Poughkeepsie,NY,328.52,471.15,2010,Q4
MLU,Monroe,LA,439.73,630.64,2010,Q4
BET,Bethel,AK,446.75,640.70,2010,Q4
KTN,Ketchikan,AK,499.83,716.83,2010,Q4
PBG,Plattsburgh,NY,244.26,350.31,2010,Q4
MBS,Saginaw/Bay City/Midland,MI,445.86,639.43,2010,Q4
ACK,Nantucket,MA,447.84,642.27,2010,Q4
AEX,Alexandria,LA,460.51,660.44,2010,Q4
RDD,Redding,CA,309.95,444.51,2010,Q4
LCH,Lake Charles,LA,432.59,620.40,2010,Q4
CPR,Casper,WY,407.58,584.52,2010,Q4
HLN,Helena,MT,503.67,722.33,2010,Q4
TOL,Toledo,OH,300.57,431.07,2010,Q4
ABI,Abilene,TX,440.34,631.52,2010,Q4
SCK,Stockton,CA,124.75,178.90,2010,Q4
CWA,Mosinee,WI,353.74,507.32,2010,Q4
LYH,Lynchburg,VA,390.49,560.02,2010,Q4
GUM,Guam,TT,1562.63,2241.04,2010,Q4
RST,Rochester,MN,409.60,587.43,2010,Q4
SUN,Sun Valley/Hailey/Ketchum,ID,213.89,306.75,2010,Q4
PHF,Newport News/Williamsburg,VA,291.91,418.63,2010,Q4
YUM,Yuma,AZ,500.37,717.60,2010,Q4
GRI,Grand Island,NE,187.05,268.25,2010,Q4
CMI,Champaign/Urbana,IL,463.61,664.88,2010,Q4
SIT,Sitka,AK,440.16,631.25,2010,Q4
PUW,Pullman,WA,314.83,451.51,2010,Q4
ADQ,Kodiak,AK,622.68,893.01,2010,Q4
HHH,Hilton Head,SC,452.06,648.32,2010,Q4
FSM,Fort Smith,AR,444.42,637.36,2010,Q4
FLG,Flagstaff,AZ,478.61,686.40,2010,Q4
CLL,College Station/Bryan,TX,463.11,664.17,2010,Q4
TYR,Tyler,TX,440.85,632.24,2010,Q4
SPI,Springfield,IL,305.56,438.22,2010,Q4
ITH,Ithaca/Cortland,NY,400.51,574.39,2010,Q4
MVY,Martha's Vineyard,MA,476.14,682.86,2010,Q4
EWN,New Bern/Morehead/Beaufort,NC,401.02,575.12,2010,Q4
ERI,Erie,PA,359.82,516.03,2010,Q4
SBY,Salisbury,MD,343.75,492.99,2010,Q4
ACT,Waco,TX,430.07,616.78,2010,Q4
SJT,San Angelo,TX,435.10,624.00,2010,Q4
MHK,Manhattan/Ft. Riley,KS,455.08,652.66,2010,Q4
CSG,Columbus,GA,493.67,708.00,2010,Q4
TXK,Texarkana,AR,521.25,747.55,2010,Q4
CKB,Clarksburg/Fairmont,WV,417.80,599.18,2010,Q4
LAW,Lawton/Fort Sill,OK,462.38,663.11,2010,Q4
BGM,Binghamton,NY,393.04,563.67,2010,Q4
ROW,Roswell,NM,450.46,646.02,2010,Q4
VLD,Valdosta,GA,459.06,658.35,2010,Q4
HGR,Hagerstown,MD,357.55,512.78,2010,Q4
OME,Nome,AK,580.24,832.15,2010,Q4
LSE,La Crosse,WI,509.96,731.35,2010,Q4
MQT,Marquette,MI,439.43,630.20,2010,Q4
BPT,Beaumont/Port Arthur,TX,587.07,841.94,2010,Q4
GGG,Longview,TX,384.96,552.09,2010,Q4
OTZ,Kotzebue,AK,531.41,762.12,2010,Q4
GTR,Columbus,MS,502.24,720.28,2010,Q4
PPG,Pago Pago,TT,1043.60,1496.67,2010,Q4
LWS,Lewiston,ID,401.42,575.69,2010,Q4
BRW,Barrow,AK,603.03,864.83,2010,Q4
PGV,Greenville,NC,365.64,524.38,2010,Q4
ABY,Albany,GA,533.04,764.45,2010,Q4
COD,Cody,WY,328.32,470.86,2010,Q4
DHN,Dothan,AL,663.02,950.87,2010,Q4
STC,St. Cloud,MN,158.00,226.59,2010,Q4
SPS,Wichita Falls,TX,421.94,605.12,2010,Q4
GUC,Gunnison,CO,465.59,667.73,2010,Q4
GCC,Gillette,WY,346.86,497.44,2010,Q4
BJI,Bemidji,MN,580.63,832.70,2010,Q4
EAT,Wenatchee,WA,337.93,484.64,2010,Q4
SCC,Deadhorse,AK,505.32,724.70,2010,Q4
DIK,Dickinson,ND,587.06,841.92,2010,Q4
CIU,Sault Ste. Marie,MI,581.21,833.53,2010,Q4
SHR,Sheridan,WY,636.67,913.07,2010,Q4
GCK,Garden City,KS,535.81,768.43,2010,Q4
BQK,Brunswick,GA,358.16,513.66,2010,Q4
ART,Watertown,NY,513.78,736.83,2010,Q4
ABR,Aberdeen,SD,587.02,841.87,2010,Q4
ALW,Walla Walla,WA,350.13,502.14,2010,Q4
DLG,Dillingham,AK,978.71,1403.61,2010,Q4
FLO,Florence,SC,316.44,453.82,2010,Q4
HOB,Hobbs,NM,275.00,394.39,2010,Q4
DBQ,Dubuque,IA,432.10,619.69,2010,Q4
YKM,Yakima,WA,394.00,565.05,2010,Q4
RHI,Rhinelander,WI,469.33,673.09,2010,Q4
TWF,Twin Falls,ID,157.21,225.46,2010,Q4
PLN,Pellston,MI,534.42,766.43,2010,Q4
IMT,Iron Mountain/Kingsfd,MI,462.20,662.86,2010,Q4
EAU,Eau Claire,WI,255.91,367.01,2010,Q4
SPN,Saipan,TT,1318.60,1891.07,2010,Q4
PQI,Presque Isle/Houlton,ME,548.80,787.06,2010,Q4
PIH,Pocatello,ID,157.00,225.16,2010,Q4
SUX,Sioux City,IA,477.81,685.25,2010,Q4
PSG,Petersburg,AK,423.42,607.24,2010,Q4
CMX,Hancock/Houghton,MI,308.25,442.08,2010,Q4
RKS,Rock Springs,WY,302.25,433.46,2010,Q4
AKN,King Salmon,AK,885.47,1269.89,2010,Q4
LAR,Laramie,WY,604.12,866.40,2010,Q4
BRD,Brainerd,MN,526.10,754.50,2010,Q4
RIW,Riverton/Lander,WY,572.91,821.64,2010,Q4
BTM,Butte,MT,546.54,783.82,2010,Q4
HYA,Hyannis,MA,452.00,648.23,2010,Q4
CYS,Cheyenne,WY,426.98,612.35,2010,Q4
ESC,Escanaba,MI,422.72,606.25,2010,Q4
SMX,Santa Maria,CA,356.11,510.71,2010,Q4
LBF,North Platte,NE,566.07,811.83,2010,Q4
HIB,Hibbing,MN,480.83,689.57,2010,Q4
VEL,Vernal,UT,522.13,748.81,2010,Q4
CDV,Cordova,AK,369.09,529.33,2010,Q4
EAR,Kearney,NE,560.25,803.49,2010,Q4
EKO,Elko,NV,169.67,243.33,2010,Q4
ALO,Waterloo,IA,482.42,691.85,2010,Q4
MEI,Meridian,MS,564.10,809.00,2010,Q4
OTH,North Bend/Coos Bay,OR,280.09,401.70,2010,Q4
WRG,Wrangell,AK,477.49,684.79,2010,Q4
CDC,Cedar City,UT,149.20,213.98,2010,Q4
JST,Johnstown,PA,413.92,593.63,2010,Q4
PIR,Pierre,SD,539.95,774.37,2010,Q4
VCT,Victoria,TX,636.82,913.29,2010,Q4
PRC,Prescott,AZ,395.00,566.49,2010,Q4
BFF,Scottsbluff,NE,552.22,791.96,2010,Q4
CNY,Moab,UT,486.10,697.14,2010,Q4
INL,International Falls,MN,537.66,771.07,2010,Q4
APN,Alpena,MI,567.48,813.85,2010,Q4
OWB,Owensboro,KY,130.71,187.46,2010,Q4
ATY,Watertown,SD,482.93,692.59,2010,Q4
PAH,Paducah,KY,288.97,414.43,2010,Q4
JLN,Joplin,MO,504.91,724.11,2010,Q4
PIB,Hattiesburg/Laurel,MS,487.31,698.87,2010,Q4
JMS,Jamestown,ND,489.53,702.05,2010,Q4
LBL,Liberal,KS,557.92,800.14,2010,Q4
SHD,Staunton,VA,423.53,607.40,2010,Q4
ALS,Alamosa,CO,559.30,802.12,2010,Q4
YAK,Yakutat,AK,336.00,481.87,2010,Q4
HYS,Hays,KS,553.77,794.18,2010,Q4
CVN,Clovis,NM,480.67,689.34,2010,Q4
DRT,Del Rio,TX,502.19,720.22,2010,Q4
DVL,Devils Lake,ND,500.66,718.02,2010,Q4
DDC,Dodge City,KS,527.00,755.79,2010,Q4
BKW,Beckley,WV,351.55,504.17,2010,Q4
OGS,Ogdensburg,NY,424.00,608.08,2010,Q4
MWA,Marion/Herrin,IL,412.16,591.10,2010,Q4
IPL,El Centro,CA,235.49,337.73,2010,Q4
LWB,Lewisburg,WV,300.92,431.56,2010,Q4
LEB,Lebanon-Hanover,NH,414.09,593.86,2010,Q4
FOD,Fort Dodge,IA,399.11,572.38,2010,Q4
DUT,Unalaska,AK,907.33,1301.24,2010,Q4
PUB,Pueblo,CO,177.14,254.05,2010,Q4
CGI,Cape Girardeau,MO,451.26,647.17,2010,Q4
MKG,Muskegon,MI,284.05,407.36,2010,Q4
TBN,Fort Leonard Wood,MO,539.09,773.13,2010,Q4
MBL,Manistee/Ludington,MI,328.00,470.40,2010,Q4
MCW,Mason City,IA,395.68,567.46,2010,Q4
AUG,Augusta/Waterville,ME,352.48,505.51,2010,Q4
TEX,Telluride,CO,714.68,1024.96,2010,Q4
BHB,Bar Harbor,ME,438.51,628.89,2010,Q4
PKB,Parkersburg,WV,522.76,749.72,2010,Q4
CEZ,Cortez,CO,468.14,671.38,2010,Q4
UIN,Quincy,IL,372.14,533.70,2010,Q4
RKD,Rockland,ME,419.61,601.78,2010,Q4
DUJ,DuBois,PA,534.69,766.82,2010,Q4
MGW,Morgantown,WV,412.66,591.81,2010,Q4
RUT,Rutland,VT,536.89,769.98,2010,Q4
ENA,Kenai,AK,791.09,1134.54,2010,Q4
TUP,Tupelo,MS,452.57,649.05,2010,Q4
LNS,Lancaster,PA,344.75,494.42,2010,Q4
PVC,Provincetown,MA,559.14,801.89,2010,Q4
PGA,Page,AZ,584.57,838.36,2010,Q4
AIA,Alliance,NE,522.73,749.67,2010,Q4
AOO,Altoona,PA,360.49,516.99,2010,Q4
IRK,Kirksville,MO,431.22,618.43,2010,Q4
TVF,Thief River Falls,MN,519.22,744.64,2010,Q4
SDY,Sidney,MT,499.55,716.42,2010,Q4
HOM,Homer,AK,689.06,988.21,2010,Q4
MSL,Muscle Shoals,AL,399.54,573.00,2010,Q4
GLH,Greenville,MS,465.61,667.76,2010,Q4
BFD,Bradford,PA,437.92,628.04,2010,Q4
BKG,Branson,MO,252.16,361.64,2010,Q4
SLK,Saranac Lake/Lake Placid,NY,443.28,635.72,2010,Q4
MCK,McCook,NE,479.00,686.95,2010,Q4
VQS,Vieques,PR,715.38,1025.95,2010,Q4
CDR,Chadron,NE,457.36,655.93,2010,Q4
ADK,Adak Island,AK,946.94,1358.05,2010,Q4
SOW,Show Low,AZ,519.00,744.32,2010,Q4
MSS,Massena,NY,496.12,711.50,2010,Q4
MAZ,Mayaguez,PR,400.38,574.20,2010,Q4
CNM,Carlsbad,NM,984.00,1411.20,2010,Q4
MKK,Hoolehua,HI,502.50,720.66,2010,Q4
MKL,Jackson,TN,680.00,975.22,2010,Q4
VDZ,Valdez,AK,914.80,1311.95,2010,Q4
HVR,Havre,MT,997.00,1429.84,2010,Q4
GDV,Glendive,MT,523.00,750.06,2010,Q4
GGW,Glasgow,MT,439.00,629.59,2010,Q4
CDB,Cold Bay,AK,791.00,1134.41,2010,Q4
MCN,Macon,GA,845.43,1212.47,2010,Q4
LNY,Lanai,HI,683.33,980.00,2010,Q4
JHM,Kapalua,HI,551.00,790.21,2010,Q4
SDP,Sandpoint,AK,972.38,1394.53,2010,Q4
UNK,Unalakleet,AK,958.00,1373.91,2010,Q4
FNL,Fort Collins/Loveland,CO,139.86,200.58,2010,Q4
ANI,Aniak,AK,419.00,600.91,2010,Q4
CEC,Crescent City,CA,256.10,367.29,2010,Q4
KSM,St. Mary's,AK,530.50,760.81,2010,Q4
AHN,Athens,GA,498.75,715.28,2010,Q4
CIC,Chico,CA,298.52,428.12,2010,Q4
CLD,Carlsbad,CA,268.20,384.64,2010,Q4
CYF,Chefornak,AK,348.00,499.08,2010,Q4
ELY,Ely,NV,836.50,1199.66,2010,Q4
FKL,Franklin/Oil City,PA,373.33,535.41,2010,Q4
FMN,Farmington,NM,594.70,852.88,2010,Q4
GBD,Great Bend,KS,666.60,956.00,2010,Q4
HON,Huron,SD,929.00,1332.32,2010,Q4
IFP,Bullhead City,AZ,178.54,256.05,2010,Q4
IGM,Kingman,AZ,212.50,304.76,2010,Q4
IPT,Williamsport,PA,469.11,672.77,2010,Q4
ISN,Williston,ND,585.99,840.40,2010,Q4
IYK,Inyokern,CA,924.04,1325.20,2010,Q4
JHW,Jamestown,NY,470.60,674.91,2010,Q4
LMT,Klamath Falls,OR,278.13,398.88,2010,Q4
LWT,Lewistown,MT,499.00,715.64,2010,Q4
MCE,Merced,CA,266.00,381.48,2010,Q4
MCG,McGrath,AK,1025.00,1470.00,2010,Q4
MLS,Miles City,MT,779.44,1117.84,2010,Q4
MMH,Mammoth Lakes,CA,178.87,256.53,2010,Q4
MOD,Modesto,CA,300.00,430.25,2010,Q4
SNP,St. Paul,AK,949.67,1361.96,2010,Q4
SVC,Silver City/Hurley,NM,424.00,608.08,2010,Q4
UTM,Tunica,MS,203.30,291.56,2010,Q4
VIS,Visalia,CA,370.50,531.35,2010,Q4
WRL,Worland,WY,545.71,782.63,2010,Q4
YNG,Youngstown/Warren,OH,126.06,180.79,2010,Q4
LAX,Los Angeles,CA,378.55,536.11,2011,Q1
ORD,Chicago-O'Hare,IL,388.95,550.85,2011,Q1
DEN,Denver,CO,315.92,447.42,2011,Q1
ATL,Atlanta,GA,360.27,510.23,2011,Q1
EWR,Newark,NJ,469.82,665.38,2011,Q1
BOS,Boston,MA,347.38,491.98,2011,Q1
SEA,Seattle,WA,345.20,488.88,2011,Q1
DFW,Dallas-DFW,TX,431.15,610.61,2011,Q1
MCO,Orlando,FL,267.39,378.69,2011,Q1
SFO,San Francisco,CA,386.31,547.11,2011,Q1
PHX,Phoenix,AZ,321.10,454.76,2011,Q1
LGA,New York-La Guardia,NY,348.99,494.25,2011,Q1
JFK,New York-JFK,NY,383.18,542.67,2011,Q1
LAS,Las Vegas,NV,274.12,388.22,2011,Q1
MSP,Minneapolis,MN,413.21,585.20,2011,Q1
IAH,Houston-Intercontinental,TX,476.60,674.97,2011,Q1
PHL,Philadelphia,PA,366.03,518.38,2011,Q1
FLL,Fort Lauderdale,FL,269.49,381.66,2011,Q1
SAN,San Diego,CA,333.59,472.44,2011,Q1
DTW,Detroit,MI,363.51,514.82,2011,Q1
DCA,Washington-Reagan National,DC,378.22,535.65,2011,Q1
TPA,Tampa,FL,306.13,433.55,2011,Q1
BWI,Baltimore,MD,304.15,430.74,2011,Q1
AUS,Austin,TX,359.22,508.73,2011,Q1
MIA,Miami,FL,372.79,527.96,2011,Q1
PDX,Portland,OR,353.33,500.40,2011,Q1
BNA,Nashville,TN,350.70,496.67,2011,Q1
CLT,Charlotte,NC,392.01,555.17,2011,Q1
SLC,Salt Lake City,UT,374.69,530.64,2011,Q1
RDU,Raleigh/Durham,NC,325.29,460.68,2011,Q1
SMF,Sacramento,CA,317.09,449.08,2011,Q1
HNL,Honolulu,HI,326.56,462.48,2011,Q1
MDW,Chicago-Midway,IL,298.07,422.14,2011,Q1
STL,St. Louis,MO,331.76,469.85,2011,Q1
SJC,San Jose,CA,299.64,424.36,2011,Q1
IAD,Washington-Dulles,DC,464.57,657.94,2011,Q1
MCI,Kansas City,MO,330.80,468.49,2011,Q1
DAL,Dallas-Love Field,TX,273.19,386.91,2011,Q1
IND,Indianapolis,IN,332.50,470.89,2011,Q1
CLE,Cleveland,OH,407.59,577.23,2011,Q1
SNA,Santa Ana,CA,336.92,477.16,2011,Q1
OAK,Oakland,CA,275.57,390.27,2011,Q1
SAT,San Antonio,TX,346.25,490.38,2011,Q1
MSY,New Orleans,LA,325.31,460.72,2011,Q1
PIT,Pittsburgh,PA,323.13,457.62,2011,Q1
SJU,San Juan,PR,325.22,460.59,2011,Q1
CVG,Cincinnati,OH,465.75,659.60,2011,Q1
CMH,Columbus,OH,333.72,472.63,2011,Q1
HOU,Houston-Hobby,TX,299.12,423.63,2011,Q1
RSW,Fort Myers,FL,276.85,392.09,2011,Q1
BDL,Hartford,CT,364.70,516.50,2011,Q1
PBI,West Palm Beach/Palm Beach,FL,305.23,432.28,2011,Q1
JAX,Jacksonville,FL,328.05,464.59,2011,Q1
ONT,Ontario,CA,308.67,437.15,2011,Q1
MKE,Milwaukee,WI,280.78,397.64,2011,Q1
BUR,Burbank,CA,266.38,377.25,2011,Q1
RIC,Richmond,VA,377.97,535.29,2011,Q1
CHS,Charleston,SC,459.56,650.85,2011,Q1
OMA,Omaha,NE,349.08,494.38,2011,Q1
BUF,Buffalo,NY,309.97,438.99,2011,Q1
MEM,Memphis,TN,453.73,642.59,2011,Q1
BOI,Boise,ID,339.13,480.28,2011,Q1
ABQ,Albuquerque,NM,336.38,476.40,2011,Q1
ORF,Norfolk,VA,384.73,544.86,2011,Q1
SDF,Louisville,KY,371.58,526.24,2011,Q1
ELP,El Paso,TX,355.97,504.13,2011,Q1
OKC,Oklahoma City,OK,389.54,551.68,2011,Q1
GRR,Grand Rapids,MI,380.26,538.54,2011,Q1
OGG,Kahului,HI,254.03,359.76,2011,Q1
ANC,Anchorage,AK,586.36,830.43,2011,Q1
GEG,Spokane,WA,327.24,463.44,2011,Q1
PVD,Providence,RI,330.74,468.41,2011,Q1
RNO,Reno,NV,306.68,434.33,2011,Q1
TUS,Tucson,AZ,345.98,489.99,2011,Q1
LGB,Long Beach,CA,216.22,306.22,2011,Q1
DSM,Des Moines,IA,412.62,584.37,2011,Q1
SYR,Syracuse,NY,394.07,558.09,2011,Q1
SRQ,Sarasota/Bradenton,FL,303.84,430.31,2011,Q1
TUL,Tulsa,OK,393.07,556.67,2011,Q1
ALB,Albany,NY,401.09,568.03,2011,Q1
BHM,Birmingham,AL,382.60,541.86,2011,Q1
SAV,Savannah,GA,459.28,650.45,2011,Q1
ROC,Rochester,NY,335.11,474.60,2011,Q1
HPN,White Plains,NY,323.25,457.80,2011,Q1
KOA,Kona,HI,254.03,359.77,2011,Q1
TYS,Knoxville,TN,448.54,635.24,2011,Q1
GSP,Greenville-Spartanburg,SC,406.79,576.11,2011,Q1
PNS,Pensacola,FL,388.51,550.23,2011,Q1
LIH,Lihue,HI,229.83,325.50,2011,Q1
COS,Colorado Springs,CO,409.32,579.69,2011,Q1
MYR,Myrtle Beach,SC,300.65,425.78,2011,Q1
FAT,Fresno,CA,377.72,534.94,2011,Q1
LIT,Little Rock,AR,390.94,553.66,2011,Q1
PWM,Portland,ME,361.92,512.56,2011,Q1
MSN,Madison,WI,429.08,607.68,2011,Q1
AVL,Asheville,NC,392.99,556.56,2011,Q1
BZN,Bozeman,MT,433.15,613.44,2011,Q1
PSP,Palm Springs,CA,403.61,571.60,2011,Q1
XNA,Fayetteville,AR,484.85,686.66,2011,Q1
SFB,Sanford,FL,128.82,182.44,2011,Q1
PIE,St. Petersburg,FL,134.75,190.84,2011,Q1
EUG,Eugene,OR,348.12,493.01,2011,Q1
ICT,Wichita,KS,378.21,535.63,2011,Q1
GSO,Greensboro/High Point,NC,371.62,526.30,2011,Q1
CID,Cedar Rapids/Iowa City,IA,460.21,651.76,2011,Q1
MDT,Harrisburg,PA,398.83,564.84,2011,Q1
AZA,Phoenix,AZ,165.58,234.51,2011,Q1
HVN,New Haven,CT,368.93,522.49,2011,Q1
HSV,Huntsville,AL,472.89,669.71,2011,Q1
FSD,Sioux Falls,SD,424.40,601.05,2011,Q1
ISP,Islip,NY,295.18,418.04,2011,Q1
MHT,Manchester,NH,329.87,467.18,2011,Q1
BTV,Burlington,VT,409.80,580.37,2011,Q1
PGD,Punta Gorda,FL,111.46,157.86,2011,Q1
MAF,Midland/Odessa,TX,327.60,463.96,2011,Q1
VPS,Valparaiso,FL,493.67,699.15,2011,Q1
LEX,Lexington,KY,389.96,552.27,2011,Q1
JAN,Jackson/Vicksburg,MS,404.37,572.68,2011,Q1
ITO,Hilo,HI,188.86,267.47,2011,Q1
MFE,Mission/McAllen/Edinburg,TX,424.06,600.57,2011,Q1
ILM,Wilmington,NC,383.76,543.49,2011,Q1
SGF,Springfield,MO,433.33,613.69,2011,Q1
SBA,Santa Barbara,CA,404.51,572.88,2011,Q1
DAY,Dayton,OH,342.20,484.63,2011,Q1
CAE,Columbia,SC,525.56,744.31,2011,Q1
ATW,Appleton,WI,438.71,621.31,2011,Q1
FAR,Fargo,ND,447.20,633.34,2011,Q1
RDM,Bend/Redmond,OR,321.94,455.94,2011,Q1
ECP,Panama City,FL,369.92,523.89,2011,Q1
LBB,Lubbock,TX,331.75,469.84,2011,Q1
ABE,Allentown/Bethlehem/Easton,PA,331.46,469.42,2011,Q1
MFR,Medford,OR,351.52,497.84,2011,Q1
