Year,Month,Load Factor,Airport Name
2002,10,71.98,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2002,11,69.39,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2002,12,74.49,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,1,68.01,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,2,70.27,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,3,73.9,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,4,72.83,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,5,74.5,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,6,81.53,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,7,84.69,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,8,81.04,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,9,69.67,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,10,75.32,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,11,73.01,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2003,12,75.03,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,1,69.91,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,2,70.3,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,3,77.75,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,4,77.44,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,5,74.1,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,6,83.35,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,7,85.34,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,8,79.85,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,9,70.24,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,10,76.44,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,11,74.91,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2004,12,75.34,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,1,74.59,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,2,71.63,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,3,80.81,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,4,77.81,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,5,76.05,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,6,83.32,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,7,85.82,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,8,80.72,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,9,74.45,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,10,75.14,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,11,75.71,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2005,12,76.71,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,1,75.34,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,2,75.07,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,3,82.23,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,4,80.59,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,5,77.29,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,6,85.31,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,7,87.79,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,8,80.69,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,9,73.18,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,10,77.08,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,11,76.75,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2006,12,76.92,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,1,75.11,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,2,74.99,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,3,84.22,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,4,82.23,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,5,79.83,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,6,86.15,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,7,89.04,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,8,85.19,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,9,76.3,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,10,80.57,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,11,77.72,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2007,12,77.3,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,1,76.67,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,2,76.25,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,3,84.38,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,4,81.08,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,5,80.66,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,6,85.27,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,7,89.34,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,8,85.73,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,9,78.66,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,10,81.87,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,11,77.45,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2008,12,79.49,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,1,76.84,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,2,73.45,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,3,79.68,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,4,81.19,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,5,79.95,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,6,85.21,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,7,89.94,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,8,87.23,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,9,81.27,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,10,83.76,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,11,78.92,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2009,12,80.21,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,1,77.85,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,2,77.8,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,3,85.03,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,4,84.24,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,5,83.62,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,6,88.06,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,7,90.88,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,8,87.27,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,9,81.99,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,10,85.1,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,11,80.67,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2010,12,81.34,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,1,77.52,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,2,75.87,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,3,82.17,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,4,83.67,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,5,84.42,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,6,87.01,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,7,90.56,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,8,88.16,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,9,83.37,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,10,84.45,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,11,82.35,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2011,12,80.46,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,1,78.4,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,2,77.51,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,3,85.23,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,4,85.39,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,5,84.91,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,6,88.67,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,7,90.6,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,8,88.01,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,9,83.5,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,10,85.77,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,11,84.19,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2012,12,83.51,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,1,80.8,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,2,79.85,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,3,85.93,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,4,84.22,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,5,84.49,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,6,87.79,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,7,89.06,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,8,87.72,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,9,83.86,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,10,84.91,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,11,81.9,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2013,12,85.88,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,1,83.45,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,2,82.52,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,3,87.11,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,4,87.69,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,5,87.1,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,6,88.57,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,7,90.51,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,8,88.08,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,9,83.97,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,10,85.8,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,11,82.81,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2014,12,83.73,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,1,82.22,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,2,82.36,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,3,86.62,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,4,85.62,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,5,85.88,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,6,88.54,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,7,90.57,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,8,87.78,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,9,84.83,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,10,88.36,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,11,85.61,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2015,12,84.51,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,1,84.03,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,2,81.07,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,3,85.73,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,4,85.78,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,5,86.12,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,6,88.09,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,7,89.82,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,8,85.03,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,9,84.18,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,10,85.94,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,11,85.84,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2016,12,85.61,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,1,83.56,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,2,82.1,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,3,86.73,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,4,86.32,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,5,86.21,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,6,88.3,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,7,90.01,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,8,87.58,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,9,82.57,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,10,87.32,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,11,85.72,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2017,12,84.91,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,1,82.3,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,2,82.61,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,3,87.78,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,4,86.81,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,5,85.3,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,6,87.98,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,7,90.31,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,8,87.36,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,9,82.47,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,10,86.1,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,11,86.01,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2018,12,83.87,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,1,82.46,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,2,82.08,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,3,87.35,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,4,87.77,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,5,85.87,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,6,89.4,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,7,91.13,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,8,87.65,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,9,83.97,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,10,86.33,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,11,84.38,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2019,12,86.75,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,1,83.33,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,2,82.5,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,3,57.5,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,4,17.78,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,5,37.01,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,6,50.11,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,7,45.55,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,8,43.86,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,9,47.31,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,10,49.35,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,11,46.67,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2020,12,47.62,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,1,47.45,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,2,46.87,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,3,53.58,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,4,56.83,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,5,72.11,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,6,77.06,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,7,82.99,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,8,81.61,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,9,73.08,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,10,77.2,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,11,79.08,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2021,12,79.59,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,1,68.92,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,2,72.9,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,3,82.55,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,4,85.91,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,5,85.5,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,6,89.16,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,7,89.91,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,8,87.72,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,9,85.76,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,10,87.78,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,11,84.07,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2022,12,85.01,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,1,81.24,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,2,80.48,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,3,85.35,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,4,86.88,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,5,84.99,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,6,89.52,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,7,91.34,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,8,86.45,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,9,85.05,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,10,87.02,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,11,84.04,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2023,12,83.67,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2024,1,83.33,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2024,2,82.21,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2024,3,86.44,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2024,4,86.39,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2024,5,85.55,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2024,6,89.64,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2024,7,90.22,"- Atlanta, GA: Hartsfield-Jackson Atlanta International"
2002,10,62.09,"- Austin, TX: Austin - Bergstrom International"
2002,11,61.58,"- Austin, TX: Austin - Bergstrom International"
2002,12,68.13,"- Austin, TX: Austin - Bergstrom International"
2003,1,57.74,"- Austin, TX: Austin - Bergstrom International"
2003,2,58.75,"- Austin, TX: Austin - Bergstrom International"
2003,3,67.02,"- Austin, TX: Austin - Bergstrom International"
2003,4,61.95,"- Austin, TX: Austin - Bergstrom International"
2003,5,66.39,"- Austin, TX: Austin - Bergstrom International"
2003,6,71.42,"- Austin, TX: Austin - Bergstrom International"
2003,7,75.06,"- Austin, TX: Austin - Bergstrom International"
2003,8,69.47,"- Austin, TX: Austin - Bergstrom International"
2003,9,60.26,"- Austin, TX: Austin - Bergstrom International"
2003,10,65.11,"- Austin, TX: Austin - Bergstrom International"
2003,11,66.19,"- Austin, TX: Austin - Bergstrom International"
2003,12,67.19,"- Austin, TX: Austin - Bergstrom International"
2004,1,59.45,"- Austin, TX: Austin - Bergstrom International"
2004,2,60.56,"- Austin, TX: Austin - Bergstrom International"
2004,3,72.33,"- Austin, TX: Austin - Bergstrom International"
2004,4,71.59,"- Austin, TX: Austin - Bergstrom International"
2004,5,71.55,"- Austin, TX: Austin - Bergstrom International"
2004,6,80.88,"- Austin, TX: Austin - Bergstrom International"
2004,7,80.75,"- Austin, TX: Austin - Bergstrom International"
2004,8,74.64,"- Austin, TX: Austin - Bergstrom International"
2004,9,66.85,"- Austin, TX: Austin - Bergstrom International"
2004,10,70.26,"- Austin, TX: Austin - Bergstrom International"
2004,11,72.73,"- Austin, TX: Austin - Bergstrom International"
2004,12,69.51,"- Austin, TX: Austin - Bergstrom International"
2005,1,62.53,"- Austin, TX: Austin - Bergstrom International"
2005,2,63.1,"- Austin, TX: Austin - Bergstrom International"
2005,3,75.14,"- Austin, TX: Austin - Bergstrom International"
2005,4,68.39,"- Austin, TX: Austin - Bergstrom International"
2005,5,70.75,"- Austin, TX: Austin - Bergstrom International"
2005,6,77.52,"- Austin, TX: Austin - Bergstrom International"
2005,7,80.11,"- Austin, TX: Austin - Bergstrom International"
2005,8,75.04,"- Austin, TX: Austin - Bergstrom International"
2005,9,70.04,"- Austin, TX: Austin - Bergstrom International"
2005,10,73.43,"- Austin, TX: Austin - Bergstrom International"
2005,11,74.77,"- Austin, TX: Austin - Bergstrom International"
2005,12,72.72,"- Austin, TX: Austin - Bergstrom International"
2006,1,69.69,"- Austin, TX: Austin - Bergstrom International"
2006,2,71.88,"- Austin, TX: Austin - Bergstrom International"
2006,3,80.59,"- Austin, TX: Austin - Bergstrom International"
2006,4,77.21,"- Austin, TX: Austin - Bergstrom International"
2006,5,77.69,"- Austin, TX: Austin - Bergstrom International"
2006,6,83.42,"- Austin, TX: Austin - Bergstrom International"
2006,7,84.51,"- Austin, TX: Austin - Bergstrom International"
2006,8,79.23,"- Austin, TX: Austin - Bergstrom International"
2006,9,73.51,"- Austin, TX: Austin - Bergstrom International"
2006,10,75.65,"- Austin, TX: Austin - Bergstrom International"
2006,11,76.94,"- Austin, TX: Austin - Bergstrom International"
2006,12,74.11,"- Austin, TX: Austin - Bergstrom International"
2007,1,67.49,"- Austin, TX: Austin - Bergstrom International"
2007,2,70.2,"- Austin, TX: Austin - Bergstrom International"
2007,3,80.45,"- Austin, TX: Austin - Bergstrom International"
2007,4,74.55,"- Austin, TX: Austin - Bergstrom International"
2007,5,74.98,"- Austin, TX: Austin - Bergstrom International"
2007,6,80.0,"- Austin, TX: Austin - Bergstrom International"
2007,7,80.99,"- Austin, TX: Austin - Bergstrom International"
2007,8,79.92,"- Austin, TX: Austin - Bergstrom International"
2007,9,71.0,"- Austin, TX: Austin - Bergstrom International"
2007,10,73.96,"- Austin, TX: Austin - Bergstrom International"
2007,11,74.34,"- Austin, TX: Austin - Bergstrom International"
2007,12,71.04,"- Austin, TX: Austin - Bergstrom International"
2008,1,68.15,"- Austin, TX: Austin - Bergstrom International"
2008,2,70.41,"- Austin, TX: Austin - Bergstrom International"
2008,3,81.98,"- Austin, TX: Austin - Bergstrom International"
2008,4,76.47,"- Austin, TX: Austin - Bergstrom International"
2008,5,75.86,"- Austin, TX: Austin - Bergstrom International"
2008,6,81.23,"- Austin, TX: Austin - Bergstrom International"
2008,7,81.88,"- Austin, TX: Austin - Bergstrom International"
2008,8,80.55,"- Austin, TX: Austin - Bergstrom International"
2008,9,70.88,"- Austin, TX: Austin - Bergstrom International"
2008,10,76.39,"- Austin, TX: Austin - Bergstrom International"
2008,11,72.34,"- Austin, TX: Austin - Bergstrom International"
2008,12,74.94,"- Austin, TX: Austin - Bergstrom International"
2009,1,63.69,"- Austin, TX: Austin - Bergstrom International"
2009,2,67.11,"- Austin, TX: Austin - Bergstrom International"
2009,3,79.07,"- Austin, TX: Austin - Bergstrom International"
2009,4,76.49,"- Austin, TX: Austin - Bergstrom International"
2009,5,75.6,"- Austin, TX: Austin - Bergstrom International"
2009,6,84.43,"- Austin, TX: Austin - Bergstrom International"
2009,7,86.96,"- Austin, TX: Austin - Bergstrom International"
2009,8,84.85,"- Austin, TX: Austin - Bergstrom International"
2009,9,74.1,"- Austin, TX: Austin - Bergstrom International"
2009,10,80.93,"- Austin, TX: Austin - Bergstrom International"
2009,11,78.49,"- Austin, TX: Austin - Bergstrom International"
2009,12,78.11,"- Austin, TX: Austin - Bergstrom International"
2010,1,72.04,"- Austin, TX: Austin - Bergstrom International"
2010,2,73.27,"- Austin, TX: Austin - Bergstrom International"
2010,3,84.55,"- Austin, TX: Austin - Bergstrom International"
2010,4,78.92,"- Austin, TX: Austin - Bergstrom International"
2010,5,79.18,"- Austin, TX: Austin - Bergstrom International"
2010,6,83.42,"- Austin, TX: Austin - Bergstrom International"
2010,7,86.09,"- Austin, TX: Austin - Bergstrom International"
2010,8,83.02,"- Austin, TX: Austin - Bergstrom International"
2010,9,74.39,"- Austin, TX: Austin - Bergstrom International"
2010,10,82.06,"- Austin, TX: Austin - Bergstrom International"
2010,11,80.12,"- Austin, TX: Austin - Bergstrom International"
2010,12,78.74,"- Austin, TX: Austin - Bergstrom International"
2011,1,72.12,"- Austin, TX: Austin - Bergstrom International"
2011,2,74.14,"- Austin, TX: Austin - Bergstrom International"
2011,3,83.69,"- Austin, TX: Austin - Bergstrom International"
2011,4,78.79,"- Austin, TX: Austin - Bergstrom International"
2011,5,82.52,"- Austin, TX: Austin - Bergstrom International"
2011,6,84.77,"- Austin, TX: Austin - Bergstrom International"
2011,7,86.5,"- Austin, TX: Austin - Bergstrom International"
2011,8,84.09,"- Austin, TX: Austin - Bergstrom International"
2011,9,80.94,"- Austin, TX: Austin - Bergstrom International"
2011,10,84.14,"- Austin, TX: Austin - Bergstrom International"
2011,11,85.93,"- Austin, TX: Austin - Bergstrom International"
2011,12,83.28,"- Austin, TX: Austin - Bergstrom International"
2012,1,78.49,"- Austin, TX: Austin - Bergstrom International"
2012,2,78.78,"- Austin, TX: Austin - Bergstrom International"
2012,3,88.04,"- Austin, TX: Austin - Bergstrom International"
2012,4,82.24,"- Austin, TX: Austin - Bergstrom International"
2012,5,82.73,"- Austin, TX: Austin - Bergstrom International"
2012,6,86.4,"- Austin, TX: Austin - Bergstrom International"
2012,7,87.85,"- Austin, TX: Austin - Bergstrom International"
2012,8,87.8,"- Austin, TX: Austin - Bergstrom International"
2012,9,75.64,"- Austin, TX: Austin - Bergstrom International"
2012,10,82.86,"- Austin, TX: Austin - Bergstrom International"
