Year,Month,Load Factor,Airport Name
2015,12,61.96,"- Panama City, FL: Northwest Florida Beaches International"
2016,1,52.78,"- Panama City, FL: Northwest Florida Beaches International"
2016,2,63.91,"- Panama City, FL: Northwest Florida Beaches International"
2016,3,77.4,"- Panama City, FL: Northwest Florida Beaches International"
2016,4,76.46,"- Panama City, FL: Northwest Florida Beaches International"
2016,5,87.03,"- Panama City, FL: Northwest Florida Beaches International"
2016,6,85.72,"- Panama City, FL: Northwest Florida Beaches International"
2016,7,81.95,"- Panama City, FL: Northwest Florida Beaches International"
2016,8,75.87,"- Panama City, FL: Northwest Florida Beaches International"
2016,9,79.3,"- Panama City, FL: Northwest Florida Beaches International"
2016,10,79.0,"- Panama City, FL: Northwest Florida Beaches International"
2016,11,71.79,"- Panama City, FL: Northwest Florida Beaches International"
2016,12,69.56,"- Panama City, FL: Northwest Florida Beaches International"
2017,1,61.03,"- Panama City, FL: Northwest Florida Beaches International"
2017,2,75.37,"- Panama City, FL: Northwest Florida Beaches International"
2017,3,79.54,"- Panama City, FL: Northwest Florida Beaches International"
2017,4,80.04,"- Panama City, FL: Northwest Florida Beaches International"
2017,5,85.83,"- Panama City, FL: Northwest Florida Beaches International"
2017,6,88.4,"- Panama City, FL: Northwest Florida Beaches International"
2017,7,85.63,"- Panama City, FL: Northwest Florida Beaches International"
2017,8,81.85,"- Panama City, FL: Northwest Florida Beaches International"
2017,9,76.83,"- Panama City, FL: Northwest Florida Beaches International"
2017,10,85.61,"- Panama City, FL: Northwest Florida Beaches International"
2017,11,79.85,"- Panama City, FL: Northwest Florida Beaches International"
2017,12,76.24,"- Panama City, FL: Northwest Florida Beaches International"
2018,1,64.73,"- Panama City, FL: Northwest Florida Beaches International"
2018,2,79.67,"- Panama City, FL: Northwest Florida Beaches International"
2018,3,85.77,"- Panama City, FL: Northwest Florida Beaches International"
2018,4,76.61,"- Panama City, FL: Northwest Florida Beaches International"
2018,5,84.13,"- Panama City, FL: Northwest Florida Beaches International"
2018,6,85.31,"- Panama City, FL: Northwest Florida Beaches International"
2018,7,84.66,"- Panama City, FL: Northwest Florida Beaches International"
2018,8,81.07,"- Panama City, FL: Northwest Florida Beaches International"
2018,9,75.91,"- Panama City, FL: Northwest Florida Beaches International"
2018,10,66.37,"- Panama City, FL: Northwest Florida Beaches International"
2018,11,71.86,"- Panama City, FL: Northwest Florida Beaches International"
2018,12,72.97,"- Panama City, FL: Northwest Florida Beaches International"
2019,1,62.37,"- Panama City, FL: Northwest Florida Beaches International"
2019,2,75.41,"- Panama City, FL: Northwest Florida Beaches International"
2019,3,82.14,"- Panama City, FL: Northwest Florida Beaches International"
2019,4,78.59,"- Panama City, FL: Northwest Florida Beaches International"
2019,5,82.17,"- Panama City, FL: Northwest Florida Beaches International"
2019,6,85.45,"- Panama City, FL: Northwest Florida Beaches International"
2019,7,85.98,"- Panama City, FL: Northwest Florida Beaches International"
2019,8,81.96,"- Panama City, FL: Northwest Florida Beaches International"
2019,9,76.65,"- Panama City, FL: Northwest Florida Beaches International"
2019,10,85.48,"- Panama City, FL: Northwest Florida Beaches International"
2019,11,74.19,"- Panama City, FL: Northwest Florida Beaches International"
2019,12,78.44,"- Panama City, FL: Northwest Florida Beaches International"
2020,1,67.66,"- Panama City, FL: Northwest Florida Beaches International"
2020,2,82.32,"- Panama City, FL: Northwest Florida Beaches International"
2020,3,51.12,"- Panama City, FL: Northwest Florida Beaches International"
2020,4,6.98,"- Panama City, FL: Northwest Florida Beaches International"
2020,5,46.16,"- Panama City, FL: Northwest Florida Beaches International"
2020,6,57.29,"- Panama City, FL: Northwest Florida Beaches International"
2020,7,51.12,"- Panama City, FL: Northwest Florida Beaches International"
2020,8,50.41,"- Panama City, FL: Northwest Florida Beaches International"
2020,9,57.23,"- Panama City, FL: Northwest Florida Beaches International"
2020,10,60.52,"- Panama City, FL: Northwest Florida Beaches International"
2020,11,51.3,"- Panama City, FL: Northwest Florida Beaches International"
2020,12,58.39,"- Panama City, FL: Northwest Florida Beaches International"
2021,1,49.28,"- Panama City, FL: Northwest Florida Beaches International"
2021,2,62.95,"- Panama City, FL: Northwest Florida Beaches International"
2021,3,79.92,"- Panama City, FL: Northwest Florida Beaches International"
2021,4,75.87,"- Panama City, FL: Northwest Florida Beaches International"
2021,5,73.76,"- Panama City, FL: Northwest Florida Beaches International"
2021,6,70.19,"- Panama City, FL: Northwest Florida Beaches International"
2021,7,72.88,"- Panama City, FL: Northwest Florida Beaches International"
2021,8,65.02,"- Panama City, FL: Northwest Florida Beaches International"
2021,9,73.91,"- Panama City, FL: Northwest Florida Beaches International"
2021,10,82.32,"- Panama City, FL: Northwest Florida Beaches International"
2021,11,79.92,"- Panama City, FL: Northwest Florida Beaches International"
2021,12,76.13,"- Panama City, FL: Northwest Florida Beaches International"
2022,1,61.84,"- Panama City, FL: Northwest Florida Beaches International"
2022,2,83.91,"- Panama City, FL: Northwest Florida Beaches International"
2022,3,90.62,"- Panama City, FL: Northwest Florida Beaches International"
2022,4,88.17,"- Panama City, FL: Northwest Florida Beaches International"
2022,5,90.12,"- Panama City, FL: Northwest Florida Beaches International"
2022,6,90.96,"- Panama City, FL: Northwest Florida Beaches International"
2022,7,89.22,"- Panama City, FL: Northwest Florida Beaches International"
2022,8,79.02,"- Panama City, FL: Northwest Florida Beaches International"
2022,9,81.9,"- Panama City, FL: Northwest Florida Beaches International"
2022,10,87.34,"- Panama City, FL: Northwest Florida Beaches International"
2022,11,81.54,"- Panama City, FL: Northwest Florida Beaches International"
2022,12,74.42,"- Panama City, FL: Northwest Florida Beaches International"
2023,1,73.86,"- Panama City, FL: Northwest Florida Beaches International"
2023,2,86.9,"- Panama City, FL: Northwest Florida Beaches International"
2023,3,84.52,"- Panama City, FL: Northwest Florida Beaches International"
2023,4,82.81,"- Panama City, FL: Northwest Florida Beaches International"
2023,5,89.36,"- Panama City, FL: Northwest Florida Beaches International"
2023,6,85.84,"- Panama City, FL: Northwest Florida Beaches International"
2023,7,85.43,"- Panama City, FL: Northwest Florida Beaches International"
2023,8,78.65,"- Panama City, FL: Northwest Florida Beaches International"
2023,9,84.08,"- Panama City, FL: Northwest Florida Beaches International"
2023,10,83.39,"- Panama City, FL: Northwest Florida Beaches International"
2023,11,76.99,"- Panama City, FL: Northwest Florida Beaches International"
2023,12,69.92,"- Panama City, FL: Northwest Florida Beaches International"
2024,1,68.83,"- Panama City, FL: Northwest Florida Beaches International"
2024,2,80.78,"- Panama City, FL: Northwest Florida Beaches International"
2024,3,84.42,"- Panama City, FL: Northwest Florida Beaches International"
2024,4,76.96,"- Panama City, FL: Northwest Florida Beaches International"
2024,5,88.93,"- Panama City, FL: Northwest Florida Beaches International"
2024,6,81.13,"- Panama City, FL: Northwest Florida Beaches International"
2024,7,80.11,"- Panama City, FL: Northwest Florida Beaches International"
2002,10,68.18,"- Pensacola, FL: Pensacola International"
2002,11,65.4,"- Pensacola, FL: Pensacola International"
2002,12,68.86,"- Pensacola, FL: Pensacola International"
2003,1,60.01,"- Pensacola, FL: Pensacola International"
2003,2,64.72,"- Pensacola, FL: Pensacola International"
2003,3,70.58,"- Pensacola, FL: Pensacola International"
2003,4,73.21,"- Pensacola, FL: Pensacola International"
2003,5,76.88,"- Pensacola, FL: Pensacola International"
2003,6,78.12,"- Pensacola, FL: Pensacola International"
2003,7,79.5,"- Pensacola, FL: Pensacola International"
2003,8,73.73,"- Pensacola, FL: Pensacola International"
2003,9,64.18,"- Pensacola, FL: Pensacola International"
2003,10,75.73,"- Pensacola, FL: Pensacola International"
2003,11,72.39,"- Pensacola, FL: Pensacola International"
2003,12,70.39,"- Pensacola, FL: Pensacola International"
2004,1,64.29,"- Pensacola, FL: Pensacola International"
2004,2,70.7,"- Pensacola, FL: Pensacola International"
2004,3,77.86,"- Pensacola, FL: Pensacola International"
2004,4,78.81,"- Pensacola, FL: Pensacola International"
2004,5,76.86,"- Pensacola, FL: Pensacola International"
2004,6,82.01,"- Pensacola, FL: Pensacola International"
2004,7,81.08,"- Pensacola, FL: Pensacola International"
2004,8,68.53,"- Pensacola, FL: Pensacola International"
2004,9,58.07,"- Pensacola, FL: Pensacola International"
2004,10,63.83,"- Pensacola, FL: Pensacola International"
2004,11,70.58,"- Pensacola, FL: Pensacola International"
2004,12,70.7,"- Pensacola, FL: Pensacola International"
2005,1,67.33,"- Pensacola, FL: Pensacola International"
2005,2,64.83,"- Pensacola, FL: Pensacola International"
2005,3,73.86,"- Pensacola, FL: Pensacola International"
2005,4,70.27,"- Pensacola, FL: Pensacola International"
2005,5,70.21,"- Pensacola, FL: Pensacola International"
2005,6,78.0,"- Pensacola, FL: Pensacola International"
2005,7,74.52,"- Pensacola, FL: Pensacola International"
2005,8,68.06,"- Pensacola, FL: Pensacola International"
2005,9,77.25,"- Pensacola, FL: Pensacola International"
2005,10,80.43,"- Pensacola, FL: Pensacola International"
2005,11,82.27,"- Pensacola, FL: Pensacola International"
2005,12,75.79,"- Pensacola, FL: Pensacola International"
2006,1,70.27,"- Pensacola, FL: Pensacola International"
2006,2,75.59,"- Pensacola, FL: Pensacola International"
2006,3,81.12,"- Pensacola, FL: Pensacola International"
2006,4,81.01,"- Pensacola, FL: Pensacola International"
2006,5,82.8,"- Pensacola, FL: Pensacola International"
2006,6,83.54,"- Pensacola, FL: Pensacola International"
2006,7,79.87,"- Pensacola, FL: Pensacola International"
2006,8,66.7,"- Pensacola, FL: Pensacola International"
2006,9,61.91,"- Pensacola, FL: Pensacola International"
2006,10,68.19,"- Pensacola, FL: Pensacola International"
2006,11,69.97,"- Pensacola, FL: Pensacola International"
2006,12,66.47,"- Pensacola, FL: Pensacola International"
2007,1,71.28,"- Pensacola, FL: Pensacola International"
2007,2,75.02,"- Pensacola, FL: Pensacola International"
2007,3,81.44,"- Pensacola, FL: Pensacola International"
2007,4,80.15,"- Pensacola, FL: Pensacola International"
2007,5,82.76,"- Pensacola, FL: Pensacola International"
2007,6,86.01,"- Pensacola, FL: Pensacola International"
2007,7,84.02,"- Pensacola, FL: Pensacola International"
2007,8,79.09,"- Pensacola, FL: Pensacola International"
2007,9,70.69,"- Pensacola, FL: Pensacola International"
2007,10,73.67,"- Pensacola, FL: Pensacola International"
2007,11,74.13,"- Pensacola, FL: Pensacola International"
2007,12,65.17,"- Pensacola, FL: Pensacola International"
2008,1,70.61,"- Pensacola, FL: Pensacola International"
2008,2,74.56,"- Pensacola, FL: Pensacola International"
2008,3,77.95,"- Pensacola, FL: Pensacola International"
2008,4,77.86,"- Pensacola, FL: Pensacola International"
2008,5,79.89,"- Pensacola, FL: Pensacola International"
2008,6,81.2,"- Pensacola, FL: Pensacola International"
2008,7,80.31,"- Pensacola, FL: Pensacola International"
2008,8,75.61,"- Pensacola, FL: Pensacola International"
2008,9,69.73,"- Pensacola, FL: Pensacola International"
2008,10,77.68,"- Pensacola, FL: Pensacola International"
2008,11,71.16,"- Pensacola, FL: Pensacola International"
2008,12,72.44,"- Pensacola, FL: Pensacola International"
2009,1,69.14,"- Pensacola, FL: Pensacola International"
2009,2,76.81,"- Pensacola, FL: Pensacola International"
2009,3,80.35,"- Pensacola, FL: Pensacola International"
2009,4,80.72,"- Pensacola, FL: Pensacola International"
2009,5,83.72,"- Pensacola, FL: Pensacola International"
2009,6,85.22,"- Pensacola, FL: Pensacola International"
2009,7,85.67,"- Pensacola, FL: Pensacola International"
2009,8,76.26,"- Pensacola, FL: Pensacola International"
2009,9,72.57,"- Pensacola, FL: Pensacola International"
2009,10,70.75,"- Pensacola, FL: Pensacola International"
2009,11,66.16,"- Pensacola, FL: Pensacola International"
2009,12,66.87,"- Pensacola, FL: Pensacola International"
2010,1,68.89,"- Pensacola, FL: Pensacola International"
2010,2,72.71,"- Pensacola, FL: Pensacola International"
2010,3,79.15,"- Pensacola, FL: Pensacola International"
2010,4,77.6,"- Pensacola, FL: Pensacola International"
2010,5,79.09,"- Pensacola, FL: Pensacola International"
2010,6,82.1,"- Pensacola, FL: Pensacola International"
2010,7,82.86,"- Pensacola, FL: Pensacola International"
2010,8,77.12,"- Pensacola, FL: Pensacola International"
2010,9,75.36,"- Pensacola, FL: Pensacola International"
2010,10,78.68,"- Pensacola, FL: Pensacola International"
2010,11,75.68,"- Pensacola, FL: Pensacola International"
2010,12,75.44,"- Pensacola, FL: Pensacola International"
2011,1,68.83,"- Pensacola, FL: Pensacola International"
2011,2,71.41,"- Pensacola, FL: Pensacola International"
2011,3,80.75,"- Pensacola, FL: Pensacola International"
2011,4,77.9,"- Pensacola, FL: Pensacola International"
2011,5,83.44,"- Pensacola, FL: Pensacola International"
2011,6,87.1,"- Pensacola, FL: Pensacola International"
2011,7,86.8,"- Pensacola, FL: Pensacola International"
2011,8,83.75,"- Pensacola, FL: Pensacola International"
2011,9,85.98,"- Pensacola, FL: Pensacola International"
2011,10,84.08,"- Pensacola, FL: Pensacola International"
2011,11,79.81,"- Pensacola, FL: Pensacola International"
2011,12,72.83,"- Pensacola, FL: Pensacola International"
2012,1,68.01,"- Pensacola, FL: Pensacola International"
2012,2,75.24,"- Pensacola, FL: Pensacola International"
2012,3,82.05,"- Pensacola, FL: Pensacola International"
2012,4,78.11,"- Pensacola, FL: Pensacola International"
2012,5,82.56,"- Pensacola, FL: Pensacola International"
2012,6,85.94,"- Pensacola, FL: Pensacola International"
2012,7,85.49,"- Pensacola, FL: Pensacola International"
2012,8,81.68,"- Pensacola, FL: Pensacola International"
2012,9,75.69,"- Pensacola, FL: Pensacola International"
2012,10,78.5,"- Pensacola, FL: Pensacola International"
2012,11,76.19,"- Pensacola, FL: Pensacola International"
2012,12,73.06,"- Pensacola, FL: Pensacola International"
2013,1,69.75,"- Pensacola, FL: Pensacola International"
2013,2,74.55,"- Pensacola, FL: Pensacola International"
2013,3,82.35,"- Pensacola, FL: Pensacola International"
2013,4,75.97,"- Pensacola, FL: Pensacola International"
2013,5,83.81,"- Pensacola, FL: Pensacola International"
2013,6,84.47,"- Pensacola, FL: Pensacola International"
2013,7,81.61,"- Pensacola, FL: Pensacola International"
2013,8,78.09,"- Pensacola, FL: Pensacola International"
2013,9,79.78,"- Pensacola, FL: Pensacola International"
2013,10,79.42,"- Pensacola, FL: Pensacola International"
2013,11,74.94,"- Pensacola, FL: Pensacola International"
2013,12,78.25,"- Pensacola, FL: Pensacola International"
2014,1,73.21,"- Pensacola, FL: Pensacola International"
2014,2,77.61,"- Pensacola, FL: Pensacola International"
2014,3,85.66,"- Pensacola, FL: Pensacola International"
2014,4,85.29,"- Pensacola, FL: Pensacola International"
2014,5,88.42,"- Pensacola, FL: Pensacola International"
2014,6,87.74,"- Pensacola, FL: Pensacola International"
2014,7,87.11,"- Pensacola, FL: Pensacola International"
2014,8,82.49,"- Pensacola, FL: Pensacola International"
2014,9,76.45,"- Pensacola, FL: Pensacola International"
2014,10,84.73,"- Pensacola, FL: Pensacola International"
2014,11,76.73,"- Pensacola, FL: Pensacola International"
2014,12,76.2,"- Pensacola, FL: Pensacola International"
2015,1,76.27,"- Pensacola, FL: Pensacola International"
2015,2,82.83,"- Pensacola, FL: Pensacola International"
2015,3,80.26,"- Pensacola, FL: Pensacola International"
2015,4,80.13,"- Pensacola, FL: Pensacola International"
2015,5,85.56,"- Pensacola, FL: Pensacola International"
2015,6,87.71,"- Pensacola, FL: Pensacola International"
2015,7,88.19,"- Pensacola, FL: Pensacola International"
2015,8,81.44,"- Pensacola, FL: Pensacola International"
2015,9,85.41,"- Pensacola, FL: Pensacola International"
2015,10,85.32,"- Pensacola, FL: Pensacola International"
2015,11,78.29,"- Pensacola, FL: Pensacola International"
2015,12,76.3,"- Pensacola, FL: Pensacola International"
2016,1,73.4,"- Pensacola, FL: Pensacola International"
2016,2,75.01,"- Pensacola, FL: Pensacola International"
2016,3,82.17,"- Pensacola, FL: Pensacola International"
2016,4,81.42,"- Pensacola, FL: Pensacola International"
2016,5,85.71,"- Pensacola, FL: Pensacola International"
2016,6,86.38,"- Pensacola, FL: Pensacola International"
2016,7,84.1,"- Pensacola, FL: Pensacola International"
2016,8,79.53,"- Pensacola, FL: Pensacola International"
2016,9,84.35,"- Pensacola, FL: Pensacola International"
2016,10,85.38,"- Pensacola, FL: Pensacola International"
2016,11,82.74,"- Pensacola, FL: Pensacola International"
2016,12,78.24,"- Pensacola, FL: Pensacola International"
2017,1,75.16,"- Pensacola, FL: Pensacola International"
2017,2,80.24,"- Pensacola, FL: Pensacola International"
2017,3,83.29,"- Pensacola, FL: Pensacola International"
2017,4,81.34,"- Pensacola, FL: Pensacola International"
2017,5,84.25,"- Pensacola, FL: Pensacola International"
2017,6,81.81,"- Pensacola, FL: Pensacola International"
2017,7,81.91,"- Pensacola, FL: Pensacola International"
2017,8,77.6,"- Pensacola, FL: Pensacola International"
2017,9,74.81,"- Pensacola, FL: Pensacola International"
2017,10,80.85,"- Pensacola, FL: Pensacola International"
2017,11,80.8,"- Pensacola, FL: Pensacola International"
2017,12,77.23,"- Pensacola, FL: Pensacola International"
2018,1,70.79,"- Pensacola, FL: Pensacola International"
2018,2,79.73,"- Pensacola, FL: Pensacola International"
2018,3,84.77,"- Pensacola, FL: Pensacola International"
2018,4,77.65,"- Pensacola, FL: Pensacola International"
2018,5,84.31,"- Pensacola, FL: Pensacola International"
2018,6,86.79,"- Pensacola, FL: Pensacola International"
2018,7,85.82,"- Pensacola, FL: Pensacola International"
2018,8,81.76,"- Pensacola, FL: Pensacola International"
2018,9,74.87,"- Pensacola, FL: Pensacola International"
2018,10,83.41,"- Pensacola, FL: Pensacola International"
2018,11,83.7,"- Pensacola, FL: Pensacola International"
2018,12,78.81,"- Pensacola, FL: Pensacola International"
2019,1,73.11,"- Pensacola, FL: Pensacola International"
2019,2,81.12,"- Pensacola, FL: Pensacola International"
2019,3,86.03,"- Pensacola, FL: Pensacola International"
2019,4,83.29,"- Pensacola, FL: Pensacola International"
2019,5,85.01,"- Pensacola, FL: Pensacola International"
2019,6,82.6,"- Pensacola, FL: Pensacola International"
2019,7,82.04,"- Pensacola, FL: Pensacola International"
2019,8,78.99,"- Pensacola, FL: Pensacola International"
2019,9,76.51,"- Pensacola, FL: Pensacola International"
2019,10,81.88,"- Pensacola, FL: Pensacola International"
2019,11,74.49,"- Pensacola, FL: Pensacola International"
2019,12,79.8,"- Pensacola, FL: Pensacola International"
2020,1,75.65,"- Pensacola, FL: Pensacola International"
2020,2,85.38,"- Pensacola, FL: Pensacola International"
2020,3,53.11,"- Pensacola, FL: Pensacola International"
2020,4,11.34,"- Pensacola, FL: Pensacola International"
2020,5,51.06,"- Pensacola, FL: Pensacola International"
2020,6,64.17,"- Pensacola, FL: Pensacola International"
2020,7,56.54,"- Pensacola, FL: Pensacola International"
2020,8,53.08,"- Pensacola, FL: Pensacola International"
2020,9,52.72,"- Pensacola, FL: Pensacola International"
2020,10,59.84,"- Pensacola, FL: Pensacola International"
2020,11,61.7,"- Pensacola, FL: Pensacola International"
2020,12,66.8,"- Pensacola, FL: Pensacola International"
2021,1,59.39,"- Pensacola, FL: Pensacola International"
2021,2,69.45,"- Pensacola, FL: Pensacola International"
2021,3,79.3,"- Pensacola, FL: Pensacola International"
2021,4,78.91,"- Pensacola, FL: Pensacola International"
2021,5,75.42,"- Pensacola, FL: Pensacola International"
2021,6,74.2,"- Pensacola, FL: Pensacola International"
2021,7,74.84,"- Pensacola, FL: Pensacola International"
2021,8,66.13,"- Pensacola, FL: Pensacola International"
2021,9,74.97,"- Pensacola, FL: Pensacola International"
2021,10,84.6,"- Pensacola, FL: Pensacola International"
2021,11,84.73,"- Pensacola, FL: Pensacola International"
2021,12,81.62,"- Pensacola, FL: Pensacola International"
2022,1,66.67,"- Pensacola, FL: Pensacola International"
2022,2,79.11,"- Pensacola, FL: Pensacola International"
2022,3,91.54,"- Pensacola, FL: Pensacola International"
2022,4,89.69,"- Pensacola, FL: Pensacola International"
2022,5,91.01,"- Pensacola, FL: Pensacola International"
2022,6,90.99,"- Pensacola, FL: Pensacola International"
2022,7,86.93,"- Pensacola, FL: Pensacola International"
2022,8,81.94,"- Pensacola, FL: Pensacola International"
2022,9,85.61,"- Pensacola, FL: Pensacola International"
2022,10,90.15,"- Pensacola, FL: Pensacola International"
2022,11,83.61,"- Pensacola, FL: Pensacola International"
2022,12,79.74,"- Pensacola, FL: Pensacola International"
2023,1,75.06,"- Pensacola, FL: Pensacola International"
2023,2,81.97,"- Pensacola, FL: Pensacola International"
2023,3,84.38,"- Pensacola, FL: Pensacola International"
2023,4,82.98,"- Pensacola, FL: Pensacola International"
2023,5,85.23,"- Pensacola, FL: Pensacola International"
2023,6,86.22,"- Pensacola, FL: Pensacola International"
2023,7,86.27,"- Pensacola, FL: Pensacola International"
2023,8,80.0,"- Pensacola, FL: Pensacola International"
2023,9,83.51,"- Pensacola, FL: Pensacola International"
2023,10,84.18,"- Pensacola, FL: Pensacola International"
2023,11,82.58,"- Pensacola, FL: Pensacola International"
2023,12,78.65,"- Pensacola, FL: Pensacola International"
2024,1,76.43,"- Pensacola, FL: Pensacola International"
2024,2,83.11,"- Pensacola, FL: Pensacola International"
2024,3,82.88,"- Pensacola, FL: Pensacola International"
2024,4,79.58,"- Pensacola, FL: Pensacola International"
2024,5,85.27,"- Pensacola, FL: Pensacola International"
2024,6,81.06,"- Pensacola, FL: Pensacola International"
2024,7,80.21,"- Pensacola, FL: Pensacola International"
2002,10,52.21,"- Peoria, IL: General Downing - Peoria International"
2002,11,53.09,"- Peoria, IL: General Downing - Peoria International"
2002,12,65.19,"- Peoria, IL: General Downing - Peoria International"
2003,1,51.49,"- Peoria, IL: General Downing - Peoria International"
2003,2,57.43,"- Peoria, IL: General Downing - Peoria International"
2003,3,62.05,"- Peoria, IL: General Downing - Peoria International"
2003,4,56.1,"- Peoria, IL: General Downing - Peoria International"
2003,5,62.1,"- Peoria, IL: General Downing - Peoria International"
2003,6,63.55,"- Peoria, IL: General Downing - Peoria International"
2003,7,64.76,"- Peoria, IL: General Downing - Peoria International"
2003,8,60.43,"- Peoria, IL: General Downing - Peoria International"
2003,9,55.0,"- Peoria, IL: General Downing - Peoria International"
2003,10,63.06,"- Peoria, IL: General Downing - Peoria International"
2003,11,64.63,"- Peoria, IL: General Downing - Peoria International"
2003,12,65.35,"- Peoria, IL: General Downing - Peoria International"
2004,1,65.71,"- Peoria, IL: General Downing - Peoria International"
2004,2,71.55,"- Peoria, IL: General Downing - Peoria International"
2004,3,75.55,"- Peoria, IL: General Downing - Peoria International"
2004,4,73.69,"- Peoria, IL: General Downing - Peoria International"
2004,5,70.42,"- Peoria, IL: General Downing - Peoria International"
2004,6,80.5,"- Peoria, IL: General Downing - Peoria International"
2004,7,77.32,"- Peoria, IL: General Downing - Peoria International"
2004,8,74.34,"- Peoria, IL: General Downing - Peoria International"
2004,9,70.82,"- Peoria, IL: General Downing - Peoria International"
2004,10,77.42,"- Peoria, IL: General Downing - Peoria International"
2004,11,72.94,"- Peoria, IL: General Downing - Peoria International"
2004,12,68.63,"- Peoria, IL: General Downing - Peoria International"
2005,1,70.55,"- Peoria, IL: General Downing - Peoria International"
2005,2,71.99,"- Peoria, IL: General Downing - Peoria International"
2005,3,75.26,"- Peoria, IL: General Downing - Peoria International"
2005,4,73.29,"- Peoria, IL: General Downing - Peoria International"
2005,5,72.36,"- Peoria, IL: General Downing - Peoria International"
2005,6,78.94,"- Peoria, IL: General Downing - Peoria International"
2005,7,73.75,"- Peoria, IL: General Downing - Peoria International"
2005,8,70.98,"- Peoria, IL: General Downing - Peoria International"
2005,9,70.46,"- Peoria, IL: General Downing - Peoria International"
2005,10,74.91,"- Peoria, IL: General Downing - Peoria International"
2005,11,72.56,"- Peoria, IL: General Downing - Peoria International"
2005,12,72.07,"- Peoria, IL: General Downing - Peoria International"
2006,1,71.71,"- Peoria, IL: General Downing - Peoria International"
2006,2,75.61,"- Peoria, IL: General Downing - Peoria International"
2006,3,82.69,"- Peoria, IL: General Downing - Peoria International"
2006,4,80.3,"- Peoria, IL: General Downing - Peoria International"
2006,5,81.89,"- Peoria, IL: General Downing - Peoria International"
2006,6,84.85,"- Peoria, IL: General Downing - Peoria International"
2006,7,83.35,"- Peoria, IL: General Downing - Peoria International"
2006,8,79.47,"- Peoria, IL: General Downing - Peoria International"
2006,9,77.15,"- Peoria, IL: General Downing - Peoria International"
2006,10,80.63,"- Peoria, IL: General Downing - Peoria International"
2006,11,77.55,"- Peoria, IL: General Downing - Peoria International"
2006,12,73.99,"- Peoria, IL: General Downing - Peoria International"
2007,1,72.26,"- Peoria, IL: General Downing - Peoria International"
2007,2,78.67,"- Peoria, IL: General Downing - Peoria International"
2007,3,85.12,"- Peoria, IL: General Downing - Peoria International"
2007,4,84.59,"- Peoria, IL: General Downing - Peoria International"
2007,5,83.19,"- Peoria, IL: General Downing - Peoria International"
2007,6,87.27,"- Peoria, IL: General Downing - Peoria International"
2007,7,84.6,"- Peoria, IL: General Downing - Peoria International"
2007,8,84.45,"- Peoria, IL: General Downing - Peoria International"
2007,9,75.14,"- Peoria, IL: General Downing - Peoria International"
2007,10,73.24,"- Peoria, IL: General Downing - Peoria International"
2007,11,73.87,"- Peoria, IL: General Downing - Peoria International"
2007,12,71.08,"- Peoria, IL: General Downing - Peoria International"
2008,1,73.16,"- Peoria, IL: General Downing - Peoria International"
2008,2,78.23,"- Peoria, IL: General Downing - Peoria International"
2008,3,84.94,"- Peoria, IL: General Downing - Peoria International"
2008,4,80.07,"- Peoria, IL: General Downing - Peoria International"
2008,5,81.51,"- Peoria, IL: General Downing - Peoria International"
2008,6,88.56,"- Peoria, IL: General Downing - Peoria International"
2008,7,85.39,"- Peoria, IL: General Downing - Peoria International"
2008,8,82.89,"- Peoria, IL: General Downing - Peoria International"
2008,9,77.33,"- Peoria, IL: General Downing - Peoria International"
2008,10,80.16,"- Peoria, IL: General Downing - Peoria International"
2008,11,79.06,"- Peoria, IL: General Downing - Peoria International"
2008,12,78.48,"- Peoria, IL: General Downing - Peoria International"
2009,1,73.83,"- Peoria, IL: General Downing - Peoria International"
2009,2,76.66,"- Peoria, IL: General Downing - Peoria International"
2009,3,81.18,"- Peoria, IL: General Downing - Peoria International"
2009,4,80.51,"- Peoria, IL: General Downing - Peoria International"
2009,5,79.24,"- Peoria, IL: General Downing - Peoria International"
2009,6,85.17,"- Peoria, IL: General Downing - Peoria International"
2009,7,81.23,"- Peoria, IL: General Downing - Peoria International"
2009,8,79.95,"- Peoria, IL: General Downing - Peoria International"
2009,9,79.66,"- Peoria, IL: General Downing - Peoria International"
2009,10,80.8,"- Peoria, IL: General Downing - Peoria International"
2009,11,79.34,"- Peoria, IL: General Downing - Peoria International"
2009,12,79.68,"- Peoria, IL: General Downing - Peoria International"
2010,1,76.87,"- Peoria, IL: General Downing - Peoria International"
2010,2,78.53,"- Peoria, IL: General Downing - Peoria International"
2010,3,86.9,"- Peoria, IL: General Downing - Peoria International"
2010,4,86.4,"- Peoria, IL: General Downing - Peoria International"
2010,5,83.9,"- Peoria, IL: General Downing - Peoria International"
2010,6,88.0,"- Peoria, IL: General Downing - Peoria International"
2010,7,84.51,"- Peoria, IL: General Downing - Peoria International"
2010,8,85.29,"- Peoria, IL: General Downing - Peoria International"
2010,9,85.42,"- Peoria, IL: General Downing - Peoria International"
2010,10,85.08,"- Peoria, IL: General Downing - Peoria International"
2010,11,84.34,"- Peoria, IL: General Downing - Peoria International"
2010,12,82.28,"- Peoria, IL: General Downing - Peoria International"
2011,1,82.67,"- Peoria, IL: General Downing - Peoria International"
2011,2,79.16,"- Peoria, IL: General Downing - Peoria International"
2011,3,84.48,"- Peoria, IL: General Downing - Peoria International"
2011,4,84.66,"- Peoria, IL: General Downing - Peoria International"
