Year,Month,Revenue Passenger Miles,Airport Name
2014,4,1831057,"- Washington, DC: Washington Dulles International"
2014,5,1988068,"- Washington, DC: Washington Dulles International"
2014,6,2097722,"- Washington, DC: Washington Dulles International"
2014,7,2308561,"- Washington, DC: Washington Dulles International"
2014,8,2346490,"- Washington, DC: Washington Dulles International"
2014,9,1904472,"- Washington, DC: Washington Dulles International"
2014,10,1850313,"- Washington, DC: Washington Dulles International"
2014,11,1562878,"- Washington, DC: Washington Dulles International"
2014,12,1675300,"- Washington, DC: Washington Dulles International"
2015,1,1665603,"- Washington, DC: Washington Dulles International"
2015,2,1261452,"- Washington, DC: Washington Dulles International"
2015,3,1726965,"- Washington, DC: Washington Dulles International"
2015,4,1853571,"- Washington, DC: Washington Dulles International"
2015,5,2039371,"- Washington, DC: Washington Dulles International"
2015,6,2107176,"- Washington, DC: Washington Dulles International"
2015,7,2351549,"- Washington, DC: Washington Dulles International"
2015,8,2402153,"- Washington, DC: Washington Dulles International"
2015,9,1961174,"- Washington, DC: Washington Dulles International"
2015,10,1862052,"- Washington, DC: Washington Dulles International"
2015,11,1583997,"- Washington, DC: Washington Dulles International"
2015,12,1668744,"- Washington, DC: Washington Dulles International"
2016,1,1526791,"- Washington, DC: Washington Dulles International"
2016,2,1232990,"- Washington, DC: Washington Dulles International"
2016,3,1727312,"- Washington, DC: Washington Dulles International"
2016,4,1740936,"- Washington, DC: Washington Dulles International"
2016,5,1951910,"- Washington, DC: Washington Dulles International"
2016,6,2105996,"- Washington, DC: Washington Dulles International"
2016,7,2419752,"- Washington, DC: Washington Dulles International"
2016,8,2434182,"- Washington, DC: Washington Dulles International"
2016,9,1996358,"- Washington, DC: Washington Dulles International"
2016,10,1897942,"- Washington, DC: Washington Dulles International"
2016,11,1622435,"- Washington, DC: Washington Dulles International"
2016,12,1728831,"- Washington, DC: Washington Dulles International"
2017,1,1740213,"- Washington, DC: Washington Dulles International"
2017,2,1280595,"- Washington, DC: Washington Dulles International"
2017,3,1737472,"- Washington, DC: Washington Dulles International"
2017,4,1904474,"- Washington, DC: Washington Dulles International"
2017,5,1994906,"- Washington, DC: Washington Dulles International"
2017,6,2171506,"- Washington, DC: Washington Dulles International"
2017,7,2548064,"- Washington, DC: Washington Dulles International"
2017,8,2522194,"- Washington, DC: Washington Dulles International"
2017,9,2042263,"- Washington, DC: Washington Dulles International"
2017,10,1984605,"- Washington, DC: Washington Dulles International"
2017,11,1671999,"- Washington, DC: Washington Dulles International"
2017,12,1763132,"- Washington, DC: Washington Dulles International"
2018,1,1740270,"- Washington, DC: Washington Dulles International"
2018,2,1340349,"- Washington, DC: Washington Dulles International"
2018,3,1903683,"- Washington, DC: Washington Dulles International"
2018,4,2010681,"- Washington, DC: Washington Dulles International"
2018,5,2081895,"- Washington, DC: Washington Dulles International"
2018,6,2314575,"- Washington, DC: Washington Dulles International"
2018,7,2612942,"- Washington, DC: Washington Dulles International"
2018,8,2588829,"- Washington, DC: Washington Dulles International"
2018,9,2107784,"- Washington, DC: Washington Dulles International"
2018,10,2082729,"- Washington, DC: Washington Dulles International"
2018,11,1783862,"- Washington, DC: Washington Dulles International"
2018,12,1841644,"- Washington, DC: Washington Dulles International"
2019,1,1798399,"- Washington, DC: Washington Dulles International"
2019,2,1438173,"- Washington, DC: Washington Dulles International"
2019,3,1947642,"- Washington, DC: Washington Dulles International"
2019,4,2098436,"- Washington, DC: Washington Dulles International"
2019,5,2201209,"- Washington, DC: Washington Dulles International"
2019,6,2474718,"- Washington, DC: Washington Dulles International"
2019,7,2752121,"- Washington, DC: Washington Dulles International"
2019,8,2685643,"- Washington, DC: Washington Dulles International"
2019,9,2170653,"- Washington, DC: Washington Dulles International"
2019,10,2121507,"- Washington, DC: Washington Dulles International"
2019,11,1867461,"- Washington, DC: Washington Dulles International"
2019,12,1998525,"- Washington, DC: Washington Dulles International"
2020,1,1947051,"- Washington, DC: Washington Dulles International"
2020,2,1499770,"- Washington, DC: Washington Dulles International"
2020,3,984327,"- Washington, DC: Washington Dulles International"
2020,4,73095,"- Washington, DC: Washington Dulles International"
2020,5,116012,"- Washington, DC: Washington Dulles International"
2020,6,186961,"- Washington, DC: Washington Dulles International"
2020,7,309826,"- Washington, DC: Washington Dulles International"
2020,8,372439,"- Washington, DC: Washington Dulles International"
2020,9,372941,"- Washington, DC: Washington Dulles International"
2020,10,459666,"- Washington, DC: Washington Dulles International"
2020,11,433708,"- Washington, DC: Washington Dulles International"
2020,12,522793,"- Washington, DC: Washington Dulles International"
2021,1,572253,"- Washington, DC: Washington Dulles International"
2021,2,378873,"- Washington, DC: Washington Dulles International"
2021,3,538256,"- Washington, DC: Washington Dulles International"
2021,4,662760,"- Washington, DC: Washington Dulles International"
2021,5,778395,"- Washington, DC: Washington Dulles International"
2021,6,1002916,"- Washington, DC: Washington Dulles International"
2021,7,1316196,"- Washington, DC: Washington Dulles International"
2021,8,1592387,"- Washington, DC: Washington Dulles International"
2021,9,1169700,"- Washington, DC: Washington Dulles International"
2021,10,1141834,"- Washington, DC: Washington Dulles International"
2021,11,1189525,"- Washington, DC: Washington Dulles International"
2021,12,1302291,"- Washington, DC: Washington Dulles International"
2022,1,1105639,"- Washington, DC: Washington Dulles International"
2022,2,938383,"- Washington, DC: Washington Dulles International"
2022,3,1406966,"- Washington, DC: Washington Dulles International"
2022,4,1704776,"- Washington, DC: Washington Dulles International"
2022,5,1823494,"- Washington, DC: Washington Dulles International"
2022,6,1975916,"- Washington, DC: Washington Dulles International"
2022,7,2418550,"- Washington, DC: Washington Dulles International"
2022,8,2382503,"- Washington, DC: Washington Dulles International"
2022,9,1976438,"- Washington, DC: Washington Dulles International"
2022,10,1924806,"- Washington, DC: Washington Dulles International"
2022,11,1619646,"- Washington, DC: Washington Dulles International"
2022,12,1791656,"- Washington, DC: Washington Dulles International"
2023,1,1801947,"- Washington, DC: Washington Dulles International"
2023,2,1451460,"- Washington, DC: Washington Dulles International"
2023,3,1924126,"- Washington, DC: Washington Dulles International"
2023,4,2124193,"- Washington, DC: Washington Dulles International"
2023,5,2284456,"- Washington, DC: Washington Dulles International"
2023,6,2499250,"- Washington, DC: Washington Dulles International"
2023,7,2875115,"- Washington, DC: Washington Dulles International"
2023,8,2835881,"- Washington, DC: Washington Dulles International"
2023,9,2445007,"- Washington, DC: Washington Dulles International"
2023,10,2435452,"- Washington, DC: Washington Dulles International"
2023,11,1884266,"- Washington, DC: Washington Dulles International"
2023,12,2033361,"- Washington, DC: Washington Dulles International"
2024,1,1973159,"- Washington, DC: Washington Dulles International"
2024,2,1643520,"- Washington, DC: Washington Dulles International"
2024,3,2213470,"- Washington, DC: Washington Dulles International"
2024,4,2401909,"- Washington, DC: Washington Dulles International"
2024,5,2626151,"- Washington, DC: Washington Dulles International"
2024,6,2671527,"- Washington, DC: Washington Dulles International"
2024,7,2734072,"- Washington, DC: Washington Dulles International"
2002,10,28587226,All Other Airports
2002,11,26520965,All Other Airports
2002,12,30008547,All Other Airports
2003,1,26976973,All Other Airports
2003,2,24114339,All Other Airports
2003,3,27965803,All Other Airports
2003,4,24274283,All Other Airports
2003,5,26845875,All Other Airports
2003,6,31110717,All Other Airports
2003,7,32883200,All Other Airports
2003,8,32898772,All Other Airports
2003,9,27710813,All Other Airports
2003,10,29029050,All Other Airports
2003,11,27593256,All Other Airports
2003,12,30429761,All Other Airports
2004,1,27660471,All Other Airports
2004,2,26055650,All Other Airports
2004,3,31195833,All Other Airports
2004,4,30158346,All Other Airports
2004,5,32360423,All Other Airports
2004,6,35749704,All Other Airports
2004,7,36561265,All Other Airports
2004,8,35342629,All Other Airports
2004,9,29965595,All Other Airports
2004,10,31400008,All Other Airports
2004,11,29454126,All Other Airports
2004,12,32021347,All Other Airports
2005,1,30327006,All Other Airports
2005,2,27676647,All Other Airports
2005,3,34630087,All Other Airports
2005,4,31904590,All Other Airports
2005,5,35358520,All Other Airports
2005,6,38029731,All Other Airports
2005,7,39120217,All Other Airports
2005,8,37145788,All Other Airports
2005,9,32046926,All Other Airports
2005,10,32378138,All Other Airports
2005,11,30634868,All Other Airports
2005,12,33345939,All Other Airports
2006,1,30956486,All Other Airports
2006,2,27902019,All Other Airports
2006,3,34634301,All Other Airports
2006,4,33464699,All Other Airports
2006,5,35955376,All Other Airports
2006,6,39084511,All Other Airports
2006,7,39358947,All Other Airports
2006,8,37348597,All Other Airports
2006,9,33452212,All Other Airports
2006,10,33182678,All Other Airports
2006,11,31648737,All Other Airports
2006,12,34483921,All Other Airports
2007,1,31774978,All Other Airports
2007,2,28840894,All Other Airports
2007,3,36194351,All Other Airports
2007,4,34141989,All Other Airports
2007,5,37093128,All Other Airports
2007,6,40596028,All Other Airports
2007,7,41351523,All Other Airports
2007,8,40411001,All Other Airports
2007,9,34573633,All Other Airports
2007,10,35360269,All Other Airports
2007,11,33607028,All Other Airports
2007,12,35871289,All Other Airports
2008,1,33500172,All Other Airports
2008,2,31205939,All Other Airports
2008,3,37224299,All Other Airports
2008,4,33891329,All Other Airports
2008,5,37622714,All Other Airports
2008,6,40268787,All Other Airports
2008,7,40361913,All Other Airports
2008,8,39429189,All Other Airports
2008,9,31907335,All Other Airports
2008,10,32967809,All Other Airports
2008,11,30094619,All Other Airports
2008,12,32989083,All Other Airports
2009,1,29985671,All Other Airports
2009,2,26686733,All Other Airports
2009,3,32325208,All Other Airports
2009,4,32300046,All Other Airports
2009,5,33421819,All Other Airports
2009,6,36781440,All Other Airports
2009,7,38740431,All Other Airports
2009,8,37399369,All Other Airports
2009,9,31496625,All Other Airports
2009,10,32627375,All Other Airports
2009,11,30084909,All Other Airports
2009,12,33313931,All Other Airports
2010,1,31019394,All Other Airports
2010,2,27343668,All Other Airports
2010,3,34142398,All Other Airports
2010,4,31856782,All Other Airports
2010,5,35907796,All Other Airports
2010,6,39184048,All Other Airports
2010,7,40467407,All Other Airports
2010,8,38522284,All Other Airports
2010,9,33959088,All Other Airports
2010,10,35168388,All Other Airports
2010,11,31909017,All Other Airports
2010,12,34347856,All Other Airports
2011,1,32194980,All Other Airports
2011,2,28386398,All Other Airports
2011,3,34851925,All Other Airports
2011,4,34253774,All Other Airports
2011,5,37532551,All Other Airports
2011,6,40127567,All Other Airports
2011,7,41791785,All Other Airports
2011,8,39749382,All Other Airports
2011,9,35359657,All Other Airports
2011,10,35755095,All Other Airports
2011,11,32649296,All Other Airports
2011,12,35497429,All Other Airports
2012,1,32946472,All Other Airports
2012,2,29907709,All Other Airports
2012,3,36495875,All Other Airports
2012,4,35284284,All Other Airports
2012,5,38409723,All Other Airports
2012,6,41570097,All Other Airports
2012,7,42152983,All Other Airports
2012,8,41247518,All Other Airports
2012,9,35597156,All Other Airports
2012,10,35938706,All Other Airports
2012,11,33912408,All Other Airports
2012,12,36197109,All Other Airports
2013,1,34105743,All Other Airports
2013,2,30644466,All Other Airports
2013,3,37904396,All Other Airports
2013,4,35728884,All Other Airports
2013,5,40472434,All Other Airports
2013,6,43007179,All Other Airports
2013,7,43547423,All Other Airports
2013,8,43168340,All Other Airports
2013,9,37049829,All Other Airports
2013,10,37820191,All Other Airports
2013,11,34443740,All Other Airports
2013,12,38790613,All Other Airports
2014,1,35790634,All Other Airports
2014,2,31604094,All Other Airports
2014,3,39014126,All Other Airports
2014,4,37868264,All Other Airports
2014,5,42635498,All Other Airports
2014,6,45272981,All Other Airports
2014,7,45471664,All Other Airports
2014,8,45701077,All Other Airports
2014,9,38735583,All Other Airports
2014,10,39702807,All Other Airports
2014,11,35978620,All Other Airports
2014,12,40699465,All Other Airports
2015,1,37415048,All Other Airports
2015,2,33405462,All Other Airports
2015,3,40879622,All Other Airports
2015,4,39689964,All Other Airports
2015,5,44726772,All Other Airports
2015,6,47689046,All Other Airports
2015,7,49213497,All Other Airports
2015,8,48508268,All Other Airports
2015,9,41562836,All Other Airports
2015,10,43125808,All Other Airports
2015,11,39260765,All Other Airports
2015,12,43703062,All Other Airports
2016,1,40321134,All Other Airports
2016,2,36696893,All Other Airports
2016,3,43568707,All Other Airports
2016,4,41728937,All Other Airports
2016,5,47266856,All Other Airports
2016,6,51151752,All Other Airports
2016,7,52328496,All Other Airports
2016,8,50631353,All Other Airports
2016,9,44675763,All Other Airports
2016,10,45090698,All Other Airports
2016,11,42037847,All Other Airports
2016,12,47104570,All Other Airports
2017,1,42752483,All Other Airports
2017,2,37605907,All Other Airports
2017,3,45598431,All Other Airports
2017,4,46175730,All Other Airports
2017,5,50084384,All Other Airports
2017,6,54671065,All Other Airports
2017,7,55863310,All Other Airports
2017,8,54429122,All Other Airports
2017,9,45929710,All Other Airports
2017,10,47765991,All Other Airports
2017,11,44333060,All Other Airports
2017,12,48574791,All Other Airports
2018,1,44148559,All Other Airports
2018,2,40523853,All Other Airports
2018,3,50396901,All Other Airports
2018,4,48227094,All Other Airports
2018,5,54360386,All Other Airports
2018,6,59178988,All Other Airports
2018,7,59543193,All Other Airports
2018,8,57877433,All Other Airports
2018,9,49149094,All Other Airports
2018,10,51060071,All Other Airports
2018,11,47623851,All Other Airports
2018,12,51892074,All Other Airports
2019,1,46781069,All Other Airports
2019,2,42286153,All Other Airports
2019,3,52821451,All Other Airports
2019,4,50737154,All Other Airports
2019,5,57245317,All Other Airports
2019,6,61228418,All Other Airports
2019,7,60600693,All Other Airports
2019,8,58996566,All Other Airports
2019,9,50633189,All Other Airports
2019,10,51946799,All Other Airports
2019,11,48041012,All Other Airports
2019,12,54555437,All Other Airports
2020,1,47962106,All Other Airports
2020,2,40869581,All Other Airports
2020,3,23260522,All Other Airports
2020,4,1743825,All Other Airports
2020,5,3262821,All Other Airports
2020,6,5478232,All Other Airports
2020,7,8273734,All Other Airports
2020,8,8698875,All Other Airports
2020,9,8056527,All Other Airports
2020,10,9883710,All Other Airports
2020,11,10684790,All Other Airports
2020,12,13280681,All Other Airports
2021,1,10794017,All Other Airports
2021,2,9943757,All Other Airports
2021,3,15992706,All Other Airports
2021,4,17363719,All Other Airports
2021,5,21826771,All Other Airports
2021,6,28752568,All Other Airports
2021,7,32929790,All Other Airports
2021,8,29110741,All Other Airports
2021,9,24110777,All Other Airports
2021,10,26468603,All Other Airports
2021,11,28741195,All Other Airports
2021,12,34146705,All Other Airports
2022,1,26033670,All Other Airports
2022,2,25840136,All Other Airports
2022,3,36097318,All Other Airports
2022,4,38468077,All Other Airports
2022,5,43348991,All Other Airports
2022,6,48383364,All Other Airports
2022,7,49636612,All Other Airports
2022,8,46765277,All Other Airports
2022,9,43111442,All Other Airports
2022,10,43555115,All Other Airports
2022,11,41934917,All Other Airports
2022,12,46396836,All Other Airports
2023,1,41411631,All Other Airports
2023,2,38219781,All Other Airports
2023,3,48348978,All Other Airports
2023,4,47779933,All Other Airports
2023,5,53260544,All Other Airports
2023,6,58168624,All Other Airports
2023,7,58261157,All Other Airports
2023,8,54534292,All Other Airports
2023,9,50202220,All Other Airports
2023,10,50957952,All Other Airports
2023,11,48209169,All Other Airports
2023,12,52623267,All Other Airports
2024,1,46231373,All Other Airports
2024,2,43985242,All Other Airports
2024,3,53991665,All Other Airports
2024,4,50889773,All Other Airports
2024,5,58385478,All Other Airports
2024,6,61331448,All Other Airports
2024,7,59362808,All Other Airports
2002,10,3597,"- Aguadilla, PR: Rafael Hernandez"
2002,11,3754,"- Aguadilla, PR: Rafael Hernandez"
2002,12,7241,"- Aguadilla, PR: Rafael Hernandez"
2003,1,5744,"- Aguadilla, PR: Rafael Hernandez"
2003,2,5372,"- Aguadilla, PR: Rafael Hernandez"
2003,3,5772,"- Aguadilla, PR: Rafael Hernandez"
2003,4,5525,"- Aguadilla, PR: Rafael Hernandez"
2003,5,6221,"- Aguadilla, PR: Rafael Hernandez"
2003,6,11655,"- Aguadilla, PR: Rafael Hernandez"
2003,7,12528,"- Aguadilla, PR: Rafael Hernandez"
2003,8,10388,"- Aguadilla, PR: Rafael Hernandez"
2003,9,5354,"- Aguadilla, PR: Rafael Hernandez"
2003,10,5329,"- Aguadilla, PR: Rafael Hernandez"
2003,11,6243,"- Aguadilla, PR: Rafael Hernandez"
2003,12,9729,"- Aguadilla, PR: Rafael Hernandez"
2004,1,9169,"- Aguadilla, PR: Rafael Hernandez"
2004,2,8340,"- Aguadilla, PR: Rafael Hernandez"
2004,3,8532,"- Aguadilla, PR: Rafael Hernandez"
2004,4,9110,"- Aguadilla, PR: Rafael Hernandez"
2004,5,10241,"- Aguadilla, PR: Rafael Hernandez"
2004,6,18790,"- Aguadilla, PR: Rafael Hernandez"
2004,7,23950,"- Aguadilla, PR: Rafael Hernandez"
2004,8,17381,"- Aguadilla, PR: Rafael Hernandez"
2004,9,9593,"- Aguadilla, PR: Rafael Hernandez"
2004,10,11937,"- Aguadilla, PR: Rafael Hernandez"
2004,11,13822,"- Aguadilla, PR: Rafael Hernandez"
2004,12,16978,"- Aguadilla, PR: Rafael Hernandez"
2005,1,14931,"- Aguadilla, PR: Rafael Hernandez"
2005,2,12163,"- Aguadilla, PR: Rafael Hernandez"
2005,3,14004,"- Aguadilla, PR: Rafael Hernandez"
2005,4,12905,"- Aguadilla, PR: Rafael Hernandez"
2005,5,13916,"- Aguadilla, PR: Rafael Hernandez"
2005,6,15119,"- Aguadilla, PR: Rafael Hernandez"
2005,7,24384,"- Aguadilla, PR: Rafael Hernandez"
2005,8,19733,"- Aguadilla, PR: Rafael Hernandez"
2005,9,9791,"- Aguadilla, PR: Rafael Hernandez"
2005,10,10433,"- Aguadilla, PR: Rafael Hernandez"
2005,11,13053,"- Aguadilla, PR: Rafael Hernandez"
2005,12,17016,"- Aguadilla, PR: Rafael Hernandez"
2006,1,17656,"- Aguadilla, PR: Rafael Hernandez"
2006,2,16981,"- Aguadilla, PR: Rafael Hernandez"
2006,3,18518,"- Aguadilla, PR: Rafael Hernandez"
2006,4,18957,"- Aguadilla, PR: Rafael Hernandez"
2006,5,20015,"- Aguadilla, PR: Rafael Hernandez"
2006,6,25323,"- Aguadilla, PR: Rafael Hernandez"
2006,7,29482,"- Aguadilla, PR: Rafael Hernandez"
2006,8,23746,"- Aguadilla, PR: Rafael Hernandez"
2006,9,14924,"- Aguadilla, PR: Rafael Hernandez"
2006,10,16190,"- Aguadilla, PR: Rafael Hernandez"
2006,11,20921,"- Aguadilla, PR: Rafael Hernandez"
2006,12,24308,"- Aguadilla, PR: Rafael Hernandez"
2007,1,20494,"- Aguadilla, PR: Rafael Hernandez"
2007,2,17539,"- Aguadilla, PR: Rafael Hernandez"
2007,3,23236,"- Aguadilla, PR: Rafael Hernandez"
2007,4,22690,"- Aguadilla, PR: Rafael Hernandez"
2007,5,20679,"- Aguadilla, PR: Rafael Hernandez"
2007,6,27096,"- Aguadilla, PR: Rafael Hernandez"
2007,7,32816,"- Aguadilla, PR: Rafael Hernandez"
2007,8,24771,"- Aguadilla, PR: Rafael Hernandez"
2007,9,15326,"- Aguadilla, PR: Rafael Hernandez"
2007,10,17463,"- Aguadilla, PR: Rafael Hernandez"
2007,11,22797,"- Aguadilla, PR: Rafael Hernandez"
2007,12,25055,"- Aguadilla, PR: Rafael Hernandez"
2008,1,26239,"- Aguadilla, PR: Rafael Hernandez"
2008,2,26240,"- Aguadilla, PR: Rafael Hernandez"
2008,3,29171,"- Aguadilla, PR: Rafael Hernandez"
2008,4,27585,"- Aguadilla, PR: Rafael Hernandez"
2008,5,25609,"- Aguadilla, PR: Rafael Hernandez"
2008,6,33387,"- Aguadilla, PR: Rafael Hernandez"
2008,7,35260,"- Aguadilla, PR: Rafael Hernandez"
2008,8,29547,"- Aguadilla, PR: Rafael Hernandez"
2008,9,18258,"- Aguadilla, PR: Rafael Hernandez"
2008,10,20374,"- Aguadilla, PR: Rafael Hernandez"
2008,11,21278,"- Aguadilla, PR: Rafael Hernandez"
2008,12,24120,"- Aguadilla, PR: Rafael Hernandez"
2009,1,22189,"- Aguadilla, PR: Rafael Hernandez"
2009,2,20944,"- Aguadilla, PR: Rafael Hernandez"
2009,3,21867,"- Aguadilla, PR: Rafael Hernandez"
2009,4,23601,"- Aguadilla, PR: Rafael Hernandez"
2009,5,23769,"- Aguadilla, PR: Rafael Hernandez"
2009,6,29977,"- Aguadilla, PR: Rafael Hernandez"
2009,7,34995,"- Aguadilla, PR: Rafael Hernandez"
2009,8,28948,"- Aguadilla, PR: Rafael Hernandez"
2009,9,17878,"- Aguadilla, PR: Rafael Hernandez"
2009,10,19266,"- Aguadilla, PR: Rafael Hernandez"
2009,11,24557,"- Aguadilla, PR: Rafael Hernandez"
2009,12,32787,"- Aguadilla, PR: Rafael Hernandez"
2010,1,28764,"- Aguadilla, PR: Rafael Hernandez"
2010,2,22790,"- Aguadilla, PR: Rafael Hernandez"
2010,3,26344,"- Aguadilla, PR: Rafael Hernandez"
2010,4,24886,"- Aguadilla, PR: Rafael Hernandez"
2010,5,26012,"- Aguadilla, PR: Rafael Hernandez"
2010,6,33231,"- Aguadilla, PR: Rafael Hernandez"
2010,7,35581,"- Aguadilla, PR: Rafael Hernandez"
2010,8,29521,"- Aguadilla, PR: Rafael Hernandez"
2010,9,16969,"- Aguadilla, PR: Rafael Hernandez"
2010,10,19588,"- Aguadilla, PR: Rafael Hernandez"
2010,11,24332,"- Aguadilla, PR: Rafael Hernandez"
2010,12,30209,"- Aguadilla, PR: Rafael Hernandez"
2011,1,25814,"- Aguadilla, PR: Rafael Hernandez"
2011,2,20016,"- Aguadilla, PR: Rafael Hernandez"
2011,3,24627,"- Aguadilla, PR: Rafael Hernandez"
2011,4,22548,"- Aguadilla, PR: Rafael Hernandez"
2011,5,24793,"- Aguadilla, PR: Rafael Hernandez"
2011,6,32609,"- Aguadilla, PR: Rafael Hernandez"
2011,7,38250,"- Aguadilla, PR: Rafael Hernandez"
2011,8,30154,"- Aguadilla, PR: Rafael Hernandez"
2011,9,15676,"- Aguadilla, PR: Rafael Hernandez"
2011,10,16024,"- Aguadilla, PR: Rafael Hernandez"
2011,11,21913,"- Aguadilla, PR: Rafael Hernandez"
2011,12,28737,"- Aguadilla, PR: Rafael Hernandez"
2012,1,26285,"- Aguadilla, PR: Rafael Hernandez"
2012,2,22178,"- Aguadilla, PR: Rafael Hernandez"
2012,3,24530,"- Aguadilla, PR: Rafael Hernandez"
2012,4,21013,"- Aguadilla, PR: Rafael Hernandez"
2012,5,20880,"- Aguadilla, PR: Rafael Hernandez"
2012,6,28738,"- Aguadilla, PR: Rafael Hernandez"
2012,7,32952,"- Aguadilla, PR: Rafael Hernandez"
2012,8,26597,"- Aguadilla, PR: Rafael Hernandez"
2012,9,14985,"- Aguadilla, PR: Rafael Hernandez"
2012,10,13986,"- Aguadilla, PR: Rafael Hernandez"
2012,11,21880,"- Aguadilla, PR: Rafael Hernandez"
2012,12,25923,"- Aguadilla, PR: Rafael Hernandez"
2013,1,25104,"- Aguadilla, PR: Rafael Hernandez"
2013,2,20173,"- Aguadilla, PR: Rafael Hernandez"
2013,3,25254,"- Aguadilla, PR: Rafael Hernandez"
2013,4,17997,"- Aguadilla, PR: Rafael Hernandez"
2013,5,20408,"- Aguadilla, PR: Rafael Hernandez"
2013,6,30970,"- Aguadilla, PR: Rafael Hernandez"
2013,7,35915,"- Aguadilla, PR: Rafael Hernandez"
2013,8,24715,"- Aguadilla, PR: Rafael Hernandez"
2013,9,13534,"- Aguadilla, PR: Rafael Hernandez"
2013,10,13383,"- Aguadilla, PR: Rafael Hernandez"
2013,11,18121,"- Aguadilla, PR: Rafael Hernandez"
2013,12,25242,"- Aguadilla, PR: Rafael Hernandez"
2014,1,21279,"- Aguadilla, PR: Rafael Hernandez"
2014,2,20559,"- Aguadilla, PR: Rafael Hernandez"
2014,3,25076,"- Aguadilla, PR: Rafael Hernandez"
2014,4,21978,"- Aguadilla, PR: Rafael Hernandez"
2014,5,24779,"- Aguadilla, PR: Rafael Hernandez"
2014,6,29913,"- Aguadilla, PR: Rafael Hernandez"
2014,7,32965,"- Aguadilla, PR: Rafael Hernandez"
2014,8,25545,"- Aguadilla, PR: Rafael Hernandez"
2014,9,14193,"- Aguadilla, PR: Rafael Hernandez"
2014,10,17072,"- Aguadilla, PR: Rafael Hernandez"
2014,11,20263,"- Aguadilla, PR: Rafael Hernandez"
2014,12,26759,"- Aguadilla, PR: Rafael Hernandez"
2015,1,20708,"- Aguadilla, PR: Rafael Hernandez"
2015,2,15340,"- Aguadilla, PR: Rafael Hernandez"
2015,3,19497,"- Aguadilla, PR: Rafael Hernandez"
2015,4,18006,"- Aguadilla, PR: Rafael Hernandez"
2015,5,21292,"- Aguadilla, PR: Rafael Hernandez"
2015,6,27984,"- Aguadilla, PR: Rafael Hernandez"
2015,7,32617,"- Aguadilla, PR: Rafael Hernandez"
2015,8,27116,"- Aguadilla, PR: Rafael Hernandez"
2015,9,16675,"- Aguadilla, PR: Rafael Hernandez"
2015,10,18143,"- Aguadilla, PR: Rafael Hernandez"
2015,11,22501,"- Aguadilla, PR: Rafael Hernandez"
2015,12,27555,"- Aguadilla, PR: Rafael Hernandez"
2016,1,29019,"- Aguadilla, PR: Rafael Hernandez"
2016,2,21153,"- Aguadilla, PR: Rafael Hernandez"
2016,3,23021,"- Aguadilla, PR: Rafael Hernandez"
2016,4,19675,"- Aguadilla, PR: Rafael Hernandez"
2016,5,26749,"- Aguadilla, PR: Rafael Hernandez"
2016,6,33914,"- Aguadilla, PR: Rafael Hernandez"
2016,7,35804,"- Aguadilla, PR: Rafael Hernandez"
2016,8,30808,"- Aguadilla, PR: Rafael Hernandez"
2016,9,22284,"- Aguadilla, PR: Rafael Hernandez"
2016,10,23669,"- Aguadilla, PR: Rafael Hernandez"
2016,11,27238,"- Aguadilla, PR: Rafael Hernandez"
2016,12,30768,"- Aguadilla, PR: Rafael Hernandez"
2017,1,30287,"- Aguadilla, PR: Rafael Hernandez"
2017,2,24852,"- Aguadilla, PR: Rafael Hernandez"
2017,3,27973,"- Aguadilla, PR: Rafael Hernandez"
2017,4,27422,"- Aguadilla, PR: Rafael Hernandez"
2017,5,31458,"- Aguadilla, PR: Rafael Hernandez"
2017,6,36401,"- Aguadilla, PR: Rafael Hernandez"
2017,7,39740,"- Aguadilla, PR: Rafael Hernandez"
2017,8,33632,"- Aguadilla, PR: Rafael Hernandez"
2017,9,11768,"- Aguadilla, PR: Rafael Hernandez"
2017,10,5219,"- Aguadilla, PR: Rafael Hernandez"
2017,11,11598,"- Aguadilla, PR: Rafael Hernandez"
2017,12,23901,"- Aguadilla, PR: Rafael Hernandez"
2018,1,21718,"- Aguadilla, PR: Rafael Hernandez"
2018,2,19440,"- Aguadilla, PR: Rafael Hernandez"
2018,3,28263,"- Aguadilla, PR: Rafael Hernandez"
2018,4,27381,"- Aguadilla, PR: Rafael Hernandez"
2018,5,33225,"- Aguadilla, PR: Rafael Hernandez"
2018,6,38631,"- Aguadilla, PR: Rafael Hernandez"
2018,7,42598,"- Aguadilla, PR: Rafael Hernandez"
2018,8,37619,"- Aguadilla, PR: Rafael Hernandez"
2018,9,23728,"- Aguadilla, PR: Rafael Hernandez"
2018,10,28090,"- Aguadilla, PR: Rafael Hernandez"
2018,11,37008,"- Aguadilla, PR: Rafael Hernandez"
2018,12,44522,"- Aguadilla, PR: Rafael Hernandez"
2019,1,40812,"- Aguadilla, PR: Rafael Hernandez"
2019,2,32994,"- Aguadilla, PR: Rafael Hernandez"
2019,3,40124,"- Aguadilla, PR: Rafael Hernandez"
2019,4,36709,"- Aguadilla, PR: Rafael Hernandez"
2019,5,43447,"- Aguadilla, PR: Rafael Hernandez"
2019,6,44823,"- Aguadilla, PR: Rafael Hernandez"
2019,7,41635,"- Aguadilla, PR: Rafael Hernandez"
2019,8,34196,"- Aguadilla, PR: Rafael Hernandez"
2019,9,27048,"- Aguadilla, PR: Rafael Hernandez"
