Year,Month,Revenue Passenger Miles,Airport Name
2009,5,380,"- Del Rio, TX: Del Rio International"
2009,6,412,"- Del Rio, TX: Del Rio International"
2009,7,410,"- Del Rio, TX: Del Rio International"
2009,8,390,"- Del Rio, TX: Del Rio International"
2009,9,377,"- Del Rio, TX: Del Rio International"
2009,10,372,"- Del Rio, TX: Del Rio International"
2009,11,425,"- Del Rio, TX: Del Rio International"
2009,12,399,"- Del Rio, TX: Del Rio International"
2010,1,311,"- Del Rio, TX: Del Rio International"
2010,2,311,"- Del Rio, TX: Del Rio International"
2010,3,444,"- Del Rio, TX: Del Rio International"
2010,4,371,"- Del Rio, TX: Del Rio International"
2010,5,382,"- Del Rio, TX: Del Rio International"
2010,6,420,"- Del Rio, TX: Del Rio International"
2010,7,383,"- Del Rio, TX: Del Rio International"
2010,8,393,"- Del Rio, TX: Del Rio International"
2010,9,361,"- Del Rio, TX: Del Rio International"
2010,10,336,"- Del Rio, TX: Del Rio International"
2010,11,376,"- Del Rio, TX: Del Rio International"
2010,12,338,"- Del Rio, TX: Del Rio International"
2011,1,253,"- Del Rio, TX: Del Rio International"
2011,2,204,"- Del Rio, TX: Del Rio International"
2011,3,271,"- Del Rio, TX: Del Rio International"
2011,4,259,"- Del Rio, TX: Del Rio International"
2011,5,252,"- Del Rio, TX: Del Rio International"
2011,6,242,"- Del Rio, TX: Del Rio International"
2011,7,250,"- Del Rio, TX: Del Rio International"
2011,8,220,"- Del Rio, TX: Del Rio International"
2011,9,217,"- Del Rio, TX: Del Rio International"
2011,10,227,"- Del Rio, TX: Del Rio International"
2011,11,254,"- Del Rio, TX: Del Rio International"
2011,12,272,"- Del Rio, TX: Del Rio International"
2012,1,230,"- Del Rio, TX: Del Rio International"
2012,2,227,"- Del Rio, TX: Del Rio International"
2012,3,287,"- Del Rio, TX: Del Rio International"
2012,4,281,"- Del Rio, TX: Del Rio International"
2012,5,317,"- Del Rio, TX: Del Rio International"
2012,6,352,"- Del Rio, TX: Del Rio International"
2012,7,366,"- Del Rio, TX: Del Rio International"
2012,8,390,"- Del Rio, TX: Del Rio International"
2012,9,330,"- Del Rio, TX: Del Rio International"
2012,10,368,"- Del Rio, TX: Del Rio International"
2012,11,421,"- Del Rio, TX: Del Rio International"
2012,12,387,"- Del Rio, TX: Del Rio International"
2013,1,331,"- Del Rio, TX: Del Rio International"
2013,2,316,"- Del Rio, TX: Del Rio International"
2013,3,390,"- Del Rio, TX: Del Rio International"
2013,4,86,"- Del Rio, TX: Del Rio International"
2018,11,361,"- Del Rio, TX: Del Rio International"
2018,12,521,"- Del Rio, TX: Del Rio International"
2019,1,483,"- Del Rio, TX: Del Rio International"
2019,2,451,"- Del Rio, TX: Del Rio International"
2019,3,587,"- Del Rio, TX: Del Rio International"
2019,4,586,"- Del Rio, TX: Del Rio International"
2019,5,632,"- Del Rio, TX: Del Rio International"
2019,6,613,"- Del Rio, TX: Del Rio International"
2019,7,686,"- Del Rio, TX: Del Rio International"
2019,8,664,"- Del Rio, TX: Del Rio International"
2019,9,580,"- Del Rio, TX: Del Rio International"
2019,10,643,"- Del Rio, TX: Del Rio International"
2019,11,613,"- Del Rio, TX: Del Rio International"
2019,12,691,"- Del Rio, TX: Del Rio International"
2020,1,549,"- Del Rio, TX: Del Rio International"
2020,2,546,"- Del Rio, TX: Del Rio International"
2020,3,391,"- Del Rio, TX: Del Rio International"
2020,4,47,"- Del Rio, TX: Del Rio International"
2020,5,128,"- Del Rio, TX: Del Rio International"
2020,6,182,"- Del Rio, TX: Del Rio International"
2020,7,261,"- Del Rio, TX: Del Rio International"
2020,8,230,"- Del Rio, TX: Del Rio International"
2020,9,291,"- Del Rio, TX: Del Rio International"
2020,10,62,"- Del Rio, TX: Del Rio International"
2021,1,137,"- Del Rio, TX: Del Rio International"
2021,2,134,"- Del Rio, TX: Del Rio International"
2021,3,372,"- Del Rio, TX: Del Rio International"
2021,4,441,"- Del Rio, TX: Del Rio International"
2021,5,555,"- Del Rio, TX: Del Rio International"
2021,6,549,"- Del Rio, TX: Del Rio International"
2021,7,677,"- Del Rio, TX: Del Rio International"
2021,8,564,"- Del Rio, TX: Del Rio International"
2021,9,615,"- Del Rio, TX: Del Rio International"
2021,10,634,"- Del Rio, TX: Del Rio International"
2021,11,693,"- Del Rio, TX: Del Rio International"
2021,12,706,"- Del Rio, TX: Del Rio International"
2022,1,505,"- Del Rio, TX: Del Rio International"
2022,2,408,"- Del Rio, TX: Del Rio International"
2022,3,499,"- Del Rio, TX: Del Rio International"
2022,4,630,"- Del Rio, TX: Del Rio International"
2022,5,678,"- Del Rio, TX: Del Rio International"
2022,6,730,"- Del Rio, TX: Del Rio International"
2022,7,809,"- Del Rio, TX: Del Rio International"
2022,8,688,"- Del Rio, TX: Del Rio International"
2022,9,790,"- Del Rio, TX: Del Rio International"
2022,10,742,"- Del Rio, TX: Del Rio International"
2022,11,778,"- Del Rio, TX: Del Rio International"
2022,12,735,"- Del Rio, TX: Del Rio International"
2023,1,524,"- Del Rio, TX: Del Rio International"
2023,2,490,"- Del Rio, TX: Del Rio International"
2023,3,610,"- Del Rio, TX: Del Rio International"
2023,4,48,"- Del Rio, TX: Del Rio International"
2002,10,35477,"- Des Moines, IA: Des Moines International"
2002,11,33536,"- Des Moines, IA: Des Moines International"
2002,12,35971,"- Des Moines, IA: Des Moines International"
2003,1,31635,"- Des Moines, IA: Des Moines International"
2003,2,30343,"- Des Moines, IA: Des Moines International"
2003,3,38142,"- Des Moines, IA: Des Moines International"
2003,4,31049,"- Des Moines, IA: Des Moines International"
2003,5,35897,"- Des Moines, IA: Des Moines International"
2003,6,39169,"- Des Moines, IA: Des Moines International"
2003,7,40763,"- Des Moines, IA: Des Moines International"
2003,8,41488,"- Des Moines, IA: Des Moines International"
2003,9,33661,"- Des Moines, IA: Des Moines International"
2003,10,37888,"- Des Moines, IA: Des Moines International"
2003,11,36684,"- Des Moines, IA: Des Moines International"
2003,12,38382,"- Des Moines, IA: Des Moines International"
2004,1,36756,"- Des Moines, IA: Des Moines International"
2004,2,36843,"- Des Moines, IA: Des Moines International"
2004,3,46919,"- Des Moines, IA: Des Moines International"
2004,4,39895,"- Des Moines, IA: Des Moines International"
2004,5,42288,"- Des Moines, IA: Des Moines International"
2004,6,45016,"- Des Moines, IA: Des Moines International"
2004,7,42690,"- Des Moines, IA: Des Moines International"
2004,8,43611,"- Des Moines, IA: Des Moines International"
2004,9,37017,"- Des Moines, IA: Des Moines International"
2004,10,40208,"- Des Moines, IA: Des Moines International"
2004,11,37698,"- Des Moines, IA: Des Moines International"
2004,12,37099,"- Des Moines, IA: Des Moines International"
2005,1,35850,"- Des Moines, IA: Des Moines International"
2005,2,35030,"- Des Moines, IA: Des Moines International"
2005,3,43430,"- Des Moines, IA: Des Moines International"
2005,4,38176,"- Des Moines, IA: Des Moines International"
2005,5,39683,"- Des Moines, IA: Des Moines International"
2005,6,44917,"- Des Moines, IA: Des Moines International"
2005,7,42279,"- Des Moines, IA: Des Moines International"
2005,8,43041,"- Des Moines, IA: Des Moines International"
2005,9,36075,"- Des Moines, IA: Des Moines International"
2005,10,39266,"- Des Moines, IA: Des Moines International"
2005,11,38738,"- Des Moines, IA: Des Moines International"
2005,12,38385,"- Des Moines, IA: Des Moines International"
2006,1,37711,"- Des Moines, IA: Des Moines International"
2006,2,37689,"- Des Moines, IA: Des Moines International"
2006,3,48020,"- Des Moines, IA: Des Moines International"
2006,4,40355,"- Des Moines, IA: Des Moines International"
2006,5,42955,"- Des Moines, IA: Des Moines International"
2006,6,46152,"- Des Moines, IA: Des Moines International"
2006,7,45697,"- Des Moines, IA: Des Moines International"
2006,8,43732,"- Des Moines, IA: Des Moines International"
2006,9,38463,"- Des Moines, IA: Des Moines International"
2006,10,44210,"- Des Moines, IA: Des Moines International"
2006,11,43064,"- Des Moines, IA: Des Moines International"
2006,12,42809,"- Des Moines, IA: Des Moines International"
2007,1,39333,"- Des Moines, IA: Des Moines International"
2007,2,38030,"- Des Moines, IA: Des Moines International"
2007,3,48302,"- Des Moines, IA: Des Moines International"
2007,4,42185,"- Des Moines, IA: Des Moines International"
2007,5,44693,"- Des Moines, IA: Des Moines International"
2007,6,47784,"- Des Moines, IA: Des Moines International"
2007,7,48219,"- Des Moines, IA: Des Moines International"
2007,8,46649,"- Des Moines, IA: Des Moines International"
2007,9,38459,"- Des Moines, IA: Des Moines International"
2007,10,43229,"- Des Moines, IA: Des Moines International"
2007,11,43840,"- Des Moines, IA: Des Moines International"
2007,12,42515,"- Des Moines, IA: Des Moines International"
2008,1,40298,"- Des Moines, IA: Des Moines International"
2008,2,41038,"- Des Moines, IA: Des Moines International"
2008,3,49927,"- Des Moines, IA: Des Moines International"
2008,4,43485,"- Des Moines, IA: Des Moines International"
2008,5,45533,"- Des Moines, IA: Des Moines International"
2008,6,49430,"- Des Moines, IA: Des Moines International"
2008,7,46077,"- Des Moines, IA: Des Moines International"
2008,8,43958,"- Des Moines, IA: Des Moines International"
2008,9,35013,"- Des Moines, IA: Des Moines International"
2008,10,38384,"- Des Moines, IA: Des Moines International"
2008,11,36780,"- Des Moines, IA: Des Moines International"
2008,12,40753,"- Des Moines, IA: Des Moines International"
2009,1,35314,"- Des Moines, IA: Des Moines International"
2009,2,35979,"- Des Moines, IA: Des Moines International"
2009,3,46831,"- Des Moines, IA: Des Moines International"
2009,4,39317,"- Des Moines, IA: Des Moines International"
2009,5,43456,"- Des Moines, IA: Des Moines International"
2009,6,48611,"- Des Moines, IA: Des Moines International"
2009,7,46451,"- Des Moines, IA: Des Moines International"
2009,8,46246,"- Des Moines, IA: Des Moines International"
2009,9,35484,"- Des Moines, IA: Des Moines International"
2009,10,38391,"- Des Moines, IA: Des Moines International"
2009,11,37559,"- Des Moines, IA: Des Moines International"
2009,12,37439,"- Des Moines, IA: Des Moines International"
2010,1,37888,"- Des Moines, IA: Des Moines International"
2010,2,36976,"- Des Moines, IA: Des Moines International"
2010,3,48330,"- Des Moines, IA: Des Moines International"
2010,4,41659,"- Des Moines, IA: Des Moines International"
2010,5,44072,"- Des Moines, IA: Des Moines International"
2010,6,49220,"- Des Moines, IA: Des Moines International"
2010,7,47737,"- Des Moines, IA: Des Moines International"
2010,8,47468,"- Des Moines, IA: Des Moines International"
2010,9,39560,"- Des Moines, IA: Des Moines International"
2010,10,40881,"- Des Moines, IA: Des Moines International"
2010,11,41770,"- Des Moines, IA: Des Moines International"
2010,12,39972,"- Des Moines, IA: Des Moines International"
2011,1,38501,"- Des Moines, IA: Des Moines International"
2011,2,38146,"- Des Moines, IA: Des Moines International"
2011,3,48672,"- Des Moines, IA: Des Moines International"
2011,4,40392,"- Des Moines, IA: Des Moines International"
2011,5,45848,"- Des Moines, IA: Des Moines International"
2011,6,48865,"- Des Moines, IA: Des Moines International"
2011,7,49986,"- Des Moines, IA: Des Moines International"
2011,8,48278,"- Des Moines, IA: Des Moines International"
2011,9,42330,"- Des Moines, IA: Des Moines International"
2011,10,44183,"- Des Moines, IA: Des Moines International"
2011,11,43431,"- Des Moines, IA: Des Moines International"
2011,12,43628,"- Des Moines, IA: Des Moines International"
2012,1,43477,"- Des Moines, IA: Des Moines International"
2012,2,44507,"- Des Moines, IA: Des Moines International"
2012,3,55148,"- Des Moines, IA: Des Moines International"
2012,4,46534,"- Des Moines, IA: Des Moines International"
2012,5,51738,"- Des Moines, IA: Des Moines International"
2012,6,55802,"- Des Moines, IA: Des Moines International"
2012,7,54515,"- Des Moines, IA: Des Moines International"
2012,8,55307,"- Des Moines, IA: Des Moines International"
2012,9,46098,"- Des Moines, IA: Des Moines International"
2012,10,52490,"- Des Moines, IA: Des Moines International"
2012,11,50687,"- Des Moines, IA: Des Moines International"
2012,12,46824,"- Des Moines, IA: Des Moines International"
2013,1,48603,"- Des Moines, IA: Des Moines International"
2013,2,46978,"- Des Moines, IA: Des Moines International"
2013,3,58303,"- Des Moines, IA: Des Moines International"
2013,4,49509,"- Des Moines, IA: Des Moines International"
2013,5,55375,"- Des Moines, IA: Des Moines International"
2013,6,60440,"- Des Moines, IA: Des Moines International"
2013,7,56161,"- Des Moines, IA: Des Moines International"
2013,8,56735,"- Des Moines, IA: Des Moines International"
2013,9,56987,"- Des Moines, IA: Des Moines International"
2013,10,59697,"- Des Moines, IA: Des Moines International"
2013,11,53246,"- Des Moines, IA: Des Moines International"
2013,12,55448,"- Des Moines, IA: Des Moines International"
2014,1,56107,"- Des Moines, IA: Des Moines International"
2014,2,53728,"- Des Moines, IA: Des Moines International"
2014,3,67119,"- Des Moines, IA: Des Moines International"
2014,4,58755,"- Des Moines, IA: Des Moines International"
2014,5,66944,"- Des Moines, IA: Des Moines International"
2014,6,69495,"- Des Moines, IA: Des Moines International"
2014,7,66759,"- Des Moines, IA: Des Moines International"
2014,8,66173,"- Des Moines, IA: Des Moines International"
2014,9,57513,"- Des Moines, IA: Des Moines International"
2014,10,62052,"- Des Moines, IA: Des Moines International"
2014,11,57356,"- Des Moines, IA: Des Moines International"
2014,12,57826,"- Des Moines, IA: Des Moines International"
2015,1,55840,"- Des Moines, IA: Des Moines International"
2015,2,54456,"- Des Moines, IA: Des Moines International"
2015,3,67504,"- Des Moines, IA: Des Moines International"
2015,4,58535,"- Des Moines, IA: Des Moines International"
2015,5,63637,"- Des Moines, IA: Des Moines International"
2015,6,69683,"- Des Moines, IA: Des Moines International"
2015,7,66520,"- Des Moines, IA: Des Moines International"
2015,8,66351,"- Des Moines, IA: Des Moines International"
2015,9,58913,"- Des Moines, IA: Des Moines International"
2015,10,65350,"- Des Moines, IA: Des Moines International"
2015,11,62864,"- Des Moines, IA: Des Moines International"
2015,12,57352,"- Des Moines, IA: Des Moines International"
2016,1,62728,"- Des Moines, IA: Des Moines International"
2016,2,61376,"- Des Moines, IA: Des Moines International"
2016,3,71887,"- Des Moines, IA: Des Moines International"
2016,4,61034,"- Des Moines, IA: Des Moines International"
2016,5,68487,"- Des Moines, IA: Des Moines International"
2016,6,71585,"- Des Moines, IA: Des Moines International"
2016,7,71805,"- Des Moines, IA: Des Moines International"
2016,8,69117,"- Des Moines, IA: Des Moines International"
2016,9,63825,"- Des Moines, IA: Des Moines International"
2016,10,67098,"- Des Moines, IA: Des Moines International"
2016,11,65343,"- Des Moines, IA: Des Moines International"
2016,12,62449,"- Des Moines, IA: Des Moines International"
2017,1,65873,"- Des Moines, IA: Des Moines International"
2017,2,66385,"- Des Moines, IA: Des Moines International"
2017,3,78676,"- Des Moines, IA: Des Moines International"
2017,4,68016,"- Des Moines, IA: Des Moines International"
2017,5,72796,"- Des Moines, IA: Des Moines International"
2017,6,78477,"- Des Moines, IA: Des Moines International"
2017,7,73426,"- Des Moines, IA: Des Moines International"
2017,8,73968,"- Des Moines, IA: Des Moines International"
2017,9,62811,"- Des Moines, IA: Des Moines International"
2017,10,70440,"- Des Moines, IA: Des Moines International"
2017,11,69957,"- Des Moines, IA: Des Moines International"
2017,12,65166,"- Des Moines, IA: Des Moines International"
2018,1,66644,"- Des Moines, IA: Des Moines International"
2018,2,70192,"- Des Moines, IA: Des Moines International"
2018,3,84007,"- Des Moines, IA: Des Moines International"
2018,4,72064,"- Des Moines, IA: Des Moines International"
2018,5,76000,"- Des Moines, IA: Des Moines International"
2018,6,83047,"- Des Moines, IA: Des Moines International"
2018,7,85621,"- Des Moines, IA: Des Moines International"
2018,8,84113,"- Des Moines, IA: Des Moines International"
2018,9,70077,"- Des Moines, IA: Des Moines International"
2018,10,78950,"- Des Moines, IA: Des Moines International"
2018,11,80210,"- Des Moines, IA: Des Moines International"
2018,12,74384,"- Des Moines, IA: Des Moines International"
2019,1,72431,"- Des Moines, IA: Des Moines International"
2019,2,72714,"- Des Moines, IA: Des Moines International"
2019,3,97678,"- Des Moines, IA: Des Moines International"
2019,4,85632,"- Des Moines, IA: Des Moines International"
2019,5,83891,"- Des Moines, IA: Des Moines International"
2019,6,89257,"- Des Moines, IA: Des Moines International"
2019,7,90371,"- Des Moines, IA: Des Moines International"
2019,8,85232,"- Des Moines, IA: Des Moines International"
2019,9,70930,"- Des Moines, IA: Des Moines International"
2019,10,76964,"- Des Moines, IA: Des Moines International"
2019,11,74396,"- Des Moines, IA: Des Moines International"
2019,12,81376,"- Des Moines, IA: Des Moines International"
2020,1,79753,"- Des Moines, IA: Des Moines International"
2020,2,79656,"- Des Moines, IA: Des Moines International"
2020,3,58670,"- Des Moines, IA: Des Moines International"
2020,4,3540,"- Des Moines, IA: Des Moines International"
2020,5,10850,"- Des Moines, IA: Des Moines International"
2020,6,22724,"- Des Moines, IA: Des Moines International"
2020,7,32536,"- Des Moines, IA: Des Moines International"
2020,8,34962,"- Des Moines, IA: Des Moines International"
2020,9,27875,"- Des Moines, IA: Des Moines International"
2020,10,33554,"- Des Moines, IA: Des Moines International"
2020,11,30856,"- Des Moines, IA: Des Moines International"
2020,12,32657,"- Des Moines, IA: Des Moines International"
2021,1,34544,"- Des Moines, IA: Des Moines International"
2021,2,33877,"- Des Moines, IA: Des Moines International"
2021,3,55330,"- Des Moines, IA: Des Moines International"
2021,4,47147,"- Des Moines, IA: Des Moines International"
2021,5,60411,"- Des Moines, IA: Des Moines International"
2021,6,76355,"- Des Moines, IA: Des Moines International"
2021,7,86380,"- Des Moines, IA: Des Moines International"
2021,8,79462,"- Des Moines, IA: Des Moines International"
2021,9,64768,"- Des Moines, IA: Des Moines International"
2021,10,71357,"- Des Moines, IA: Des Moines International"
2021,11,77066,"- Des Moines, IA: Des Moines International"
2021,12,77776,"- Des Moines, IA: Des Moines International"
2022,1,65930,"- Des Moines, IA: Des Moines International"
2022,2,68598,"- Des Moines, IA: Des Moines International"
2022,3,96544,"- Des Moines, IA: Des Moines International"
2022,4,83209,"- Des Moines, IA: Des Moines International"
2022,5,88948,"- Des Moines, IA: Des Moines International"
2022,6,98361,"- Des Moines, IA: Des Moines International"
2022,7,98863,"- Des Moines, IA: Des Moines International"
2022,8,90562,"- Des Moines, IA: Des Moines International"
2022,9,79340,"- Des Moines, IA: Des Moines International"
2022,10,85004,"- Des Moines, IA: Des Moines International"
2022,11,79143,"- Des Moines, IA: Des Moines International"
2022,12,77472,"- Des Moines, IA: Des Moines International"
2023,1,82314,"- Des Moines, IA: Des Moines International"
2023,2,79136,"- Des Moines, IA: Des Moines International"
2023,3,99050,"- Des Moines, IA: Des Moines International"
2023,4,86436,"- Des Moines, IA: Des Moines International"
2023,5,92839,"- Des Moines, IA: Des Moines International"
2023,6,101691,"- Des Moines, IA: Des Moines International"
2023,7,107433,"- Des Moines, IA: Des Moines International"
2023,8,97045,"- Des Moines, IA: Des Moines International"
2023,9,80690,"- Des Moines, IA: Des Moines International"
2023,10,95808,"- Des Moines, IA: Des Moines International"
2023,11,91952,"- Des Moines, IA: Des Moines International"
2023,12,89409,"- Des Moines, IA: Des Moines International"
2024,1,82217,"- Des Moines, IA: Des Moines International"
2024,2,88711,"- Des Moines, IA: Des Moines International"
2024,3,106024,"- Des Moines, IA: Des Moines International"
2024,4,85779,"- Des Moines, IA: Des Moines International"
2024,5,97487,"- Des Moines, IA: Des Moines International"
2024,6,107455,"- Des Moines, IA: Des Moines International"
2024,7,106153,"- Des Moines, IA: Des Moines International"
2002,10,2387,"- Duluth, MN: Duluth International"
2002,11,2036,"- Duluth, MN: Duluth International"
2002,12,1485,"- Duluth, MN: Duluth International"
2003,1,1275,"- Duluth, MN: Duluth International"
2003,2,1411,"- Duluth, MN: Duluth International"
2003,3,2595,"- Duluth, MN: Duluth International"
2003,4,1727,"- Duluth, MN: Duluth International"
2003,5,1487,"- Duluth, MN: Duluth International"
2003,6,1687,"- Duluth, MN: Duluth International"
2003,7,1719,"- Duluth, MN: Duluth International"
2003,8,1669,"- Duluth, MN: Duluth International"
2003,9,1377,"- Duluth, MN: Duluth International"
2003,10,1569,"- Duluth, MN: Duluth International"
2003,11,1209,"- Duluth, MN: Duluth International"
2003,12,1746,"- Duluth, MN: Duluth International"
2004,1,1348,"- Duluth, MN: Duluth International"
2004,2,1580,"- Duluth, MN: Duluth International"
2004,3,2944,"- Duluth, MN: Duluth International"
2004,4,3301,"- Duluth, MN: Duluth International"
2004,5,3799,"- Duluth, MN: Duluth International"
2004,6,5693,"- Duluth, MN: Duluth International"
2004,7,4533,"- Duluth, MN: Duluth International"
2004,8,3672,"- Duluth, MN: Duluth International"
2004,9,2597,"- Duluth, MN: Duluth International"
2004,10,2200,"- Duluth, MN: Duluth International"
2004,11,2116,"- Duluth, MN: Duluth International"
2004,12,1902,"- Duluth, MN: Duluth International"
2005,1,2120,"- Duluth, MN: Duluth International"
2005,2,2192,"- Duluth, MN: Duluth International"
2005,3,3471,"- Duluth, MN: Duluth International"
2005,4,3111,"- Duluth, MN: Duluth International"
2005,5,2590,"- Duluth, MN: Duluth International"
2005,6,3557,"- Duluth, MN: Duluth International"
2005,7,4256,"- Duluth, MN: Duluth International"
2005,8,4093,"- Duluth, MN: Duluth International"
2005,9,2809,"- Duluth, MN: Duluth International"
2005,10,2516,"- Duluth, MN: Duluth International"
2005,11,1752,"- Duluth, MN: Duluth International"
2005,12,1731,"- Duluth, MN: Duluth International"
2006,1,2681,"- Duluth, MN: Duluth International"
2006,2,3339,"- Duluth, MN: Duluth International"
2006,3,4288,"- Duluth, MN: Duluth International"
2006,4,4914,"- Duluth, MN: Duluth International"
2006,5,3764,"- Duluth, MN: Duluth International"
2006,6,4714,"- Duluth, MN: Duluth International"
2006,7,5145,"- Duluth, MN: Duluth International"
2006,8,4680,"- Duluth, MN: Duluth International"
2006,9,3175,"- Duluth, MN: Duluth International"
2006,10,3037,"- Duluth, MN: Duluth International"
2006,11,3114,"- Duluth, MN: Duluth International"
2006,12,3110,"- Duluth, MN: Duluth International"
2007,1,3526,"- Duluth, MN: Duluth International"
2007,2,3615,"- Duluth, MN: Duluth International"
2007,3,4690,"- Duluth, MN: Duluth International"
2007,4,4749,"- Duluth, MN: Duluth International"
2007,5,5009,"- Duluth, MN: Duluth International"
2007,6,5566,"- Duluth, MN: Duluth International"
2007,7,8041,"- Duluth, MN: Duluth International"
2007,8,6204,"- Duluth, MN: Duluth International"
2007,9,4760,"- Duluth, MN: Duluth International"
2007,10,4994,"- Duluth, MN: Duluth International"
2007,11,4107,"- Duluth, MN: Duluth International"
2007,12,3898,"- Duluth, MN: Duluth International"
2008,1,4045,"- Duluth, MN: Duluth International"
2008,2,4456,"- Duluth, MN: Duluth International"
2008,3,4551,"- Duluth, MN: Duluth International"
2008,4,5185,"- Duluth, MN: Duluth International"
2008,5,4448,"- Duluth, MN: Duluth International"
2008,6,5372,"- Duluth, MN: Duluth International"
2008,7,4688,"- Duluth, MN: Duluth International"
2008,8,4637,"- Duluth, MN: Duluth International"
2008,9,5069,"- Duluth, MN: Duluth International"
2008,10,4094,"- Duluth, MN: Duluth International"
2008,11,3216,"- Duluth, MN: Duluth International"
2008,12,4259,"- Duluth, MN: Duluth International"
2009,1,3850,"- Duluth, MN: Duluth International"
2009,2,4801,"- Duluth, MN: Duluth International"
2009,3,4654,"- Duluth, MN: Duluth International"
2009,4,4695,"- Duluth, MN: Duluth International"
2009,5,4017,"- Duluth, MN: Duluth International"
2009,6,4149,"- Duluth, MN: Duluth International"
2009,7,4654,"- Duluth, MN: Duluth International"
2009,8,4443,"- Duluth, MN: Duluth International"
2009,9,3714,"- Duluth, MN: Duluth International"
2009,10,4869,"- Duluth, MN: Duluth International"
2009,11,4217,"- Duluth, MN: Duluth International"
2009,12,5096,"- Duluth, MN: Duluth International"
2010,1,5284,"- Duluth, MN: Duluth International"
2010,2,5331,"- Duluth, MN: Duluth International"
2010,3,6435,"- Duluth, MN: Duluth International"
2010,4,6120,"- Duluth, MN: Duluth International"
2010,5,6947,"- Duluth, MN: Duluth International"
2010,6,7049,"- Duluth, MN: Duluth International"
2010,7,7278,"- Duluth, MN: Duluth International"
2010,8,6821,"- Duluth, MN: Duluth International"
2010,9,4967,"- Duluth, MN: Duluth International"
2010,10,4820,"- Duluth, MN: Duluth International"
2010,11,4990,"- Duluth, MN: Duluth International"
2010,12,5782,"- Duluth, MN: Duluth International"
2011,1,5652,"- Duluth, MN: Duluth International"
2011,2,5661,"- Duluth, MN: Duluth International"
2011,3,6733,"- Duluth, MN: Duluth International"
2011,4,6909,"- Duluth, MN: Duluth International"
2011,5,5161,"- Duluth, MN: Duluth International"
2011,6,4861,"- Duluth, MN: Duluth International"
2011,7,5602,"- Duluth, MN: Duluth International"
2011,8,5896,"- Duluth, MN: Duluth International"
2011,9,4663,"- Duluth, MN: Duluth International"
2011,10,5236,"- Duluth, MN: Duluth International"
2011,11,5449,"- Duluth, MN: Duluth International"
2011,12,5686,"- Duluth, MN: Duluth International"
2012,1,5285,"- Duluth, MN: Duluth International"
2012,2,6051,"- Duluth, MN: Duluth International"
2012,3,9315,"- Duluth, MN: Duluth International"
2012,4,8784,"- Duluth, MN: Duluth International"
2012,5,6693,"- Duluth, MN: Duluth International"
2012,6,8931,"- Duluth, MN: Duluth International"
2012,7,8971,"- Duluth, MN: Duluth International"
2012,8,8108,"- Duluth, MN: Duluth International"
2012,9,6155,"- Duluth, MN: Duluth International"
2012,10,6516,"- Duluth, MN: Duluth International"
2012,11,5894,"- Duluth, MN: Duluth International"
2012,12,5243,"- Duluth, MN: Duluth International"
2013,1,4970,"- Duluth, MN: Duluth International"
2013,2,6013,"- Duluth, MN: Duluth International"
2013,3,9842,"- Duluth, MN: Duluth International"
2013,4,7361,"- Duluth, MN: Duluth International"
2013,5,5650,"- Duluth, MN: Duluth International"
2013,6,6685,"- Duluth, MN: Duluth International"
2013,7,7792,"- Duluth, MN: Duluth International"
2013,8,6188,"- Duluth, MN: Duluth International"
2013,9,4303,"- Duluth, MN: Duluth International"
2013,10,4502,"- Duluth, MN: Duluth International"
2013,11,4935,"- Duluth, MN: Duluth International"
2013,12,5306,"- Duluth, MN: Duluth International"
2014,1,5235,"- Duluth, MN: Duluth International"
2014,2,6172,"- Duluth, MN: Duluth International"
2014,3,9520,"- Duluth, MN: Duluth International"
2014,4,7511,"- Duluth, MN: Duluth International"
2014,5,5783,"- Duluth, MN: Duluth International"
2014,6,6018,"- Duluth, MN: Duluth International"
2014,7,5430,"- Duluth, MN: Duluth International"
2014,8,5583,"- Duluth, MN: Duluth International"
2014,9,4550,"- Duluth, MN: Duluth International"
2014,10,5611,"- Duluth, MN: Duluth International"
2014,11,3826,"- Duluth, MN: Duluth International"
2014,12,3932,"- Duluth, MN: Duluth International"
2015,1,3931,"- Duluth, MN: Duluth International"
2015,2,3581,"- Duluth, MN: Duluth International"
2015,3,4846,"- Duluth, MN: Duluth International"
2015,4,4315,"- Duluth, MN: Duluth International"
2015,5,3866,"- Duluth, MN: Duluth International"
2015,6,3116,"- Duluth, MN: Duluth International"
2015,7,3259,"- Duluth, MN: Duluth International"
2015,8,3297,"- Duluth, MN: Duluth International"
2015,9,2638,"- Duluth, MN: Duluth International"
2015,10,2809,"- Duluth, MN: Duluth International"
2015,11,2212,"- Duluth, MN: Duluth International"
2015,12,2011,"- Duluth, MN: Duluth International"
2016,1,2097,"- Duluth, MN: Duluth International"
2016,2,2437,"- Duluth, MN: Duluth International"
2016,3,2514,"- Duluth, MN: Duluth International"
2016,4,2301,"- Duluth, MN: Duluth International"
2016,5,2550,"- Duluth, MN: Duluth International"
2016,6,2767,"- Duluth, MN: Duluth International"
2016,7,5606,"- Duluth, MN: Duluth International"
2016,8,3785,"- Duluth, MN: Duluth International"
2016,9,2796,"- Duluth, MN: Duluth International"
2016,10,2687,"- Duluth, MN: Duluth International"
2016,11,2106,"- Duluth, MN: Duluth International"
2016,12,1969,"- Duluth, MN: Duluth International"
2017,1,1979,"- Duluth, MN: Duluth International"
