area_fips,countyname,stateabr,total_emp,private_emp,bev_emp,year,month
1073,Jefferson County AL,AL,333087,276476,930,2013,1
1073,Jefferson County AL,AL,334582,278063,943,2013,2
1073,Jefferson County AL,AL,336073,279509,941,2013,3
1073,Jefferson County AL,AL,337649,281200,942,2013,4
1073,Jefferson County AL,AL,338823,282404,941,2013,5
1073,Jefferson County AL,AL,340093,283783,955,2013,6
1073,Jefferson County AL,AL,338103,283100,956,2013,7
1073,Jefferson County AL,AL,338288,283491,960,2013,8
1073,Jefferson County AL,AL,337829,282130,952,2013,9
1073,Jefferson County AL,AL,337699,281470,952,2013,10
1073,Jefferson County AL,AL,340476,284075,952,2013,11
1073,Jefferson County AL,AL,341920,285429,935,2013,12
1073,Jefferson County AL,AL,334574,278351,942,2014,1
1073,Jefferson County AL,AL,334604,278385,957,2014,2
1073,Jefferson County AL,AL,337096,280666,974,2014,3
1073,Jefferson County AL,AL,339103,282465,969,2014,4
1073,Jefferson County AL,AL,340141,283239,992,2014,5
1073,Jefferson County AL,AL,341032,284228,1010,2014,6
1073,Jefferson County AL,AL,338846,282971,1027,2014,7
1073,Jefferson County AL,AL,339480,283618,998,2014,8
1073,Jefferson County AL,AL,339193,282634,1003,2014,9
1073,Jefferson County AL,AL,339760,283302,959,2014,10
1073,Jefferson County AL,AL,342016,285404,950,2014,11
1073,Jefferson County AL,AL,342461,285759,911,2014,12
1073,Jefferson County AL,AL,333520,277122,1053,2015,1
1073,Jefferson County AL,AL,334373,277899,1056,2015,2
1073,Jefferson County AL,AL,335008,278558,1056,2015,3
1073,Jefferson County AL,AL,336647,280050,1052,2015,4
1073,Jefferson County AL,AL,338718,282027,1057,2015,5
1073,Jefferson County AL,AL,339551,282748,1076,2015,6
1073,Jefferson County AL,AL,338770,282936,1098,2015,7
1073,Jefferson County AL,AL,339122,282935,1100,2015,8
1073,Jefferson County AL,AL,338793,281916,1102,2015,9
1073,Jefferson County AL,AL,339988,283117,1106,2015,10
1073,Jefferson County AL,AL,341296,284240,1114,2015,11
1073,Jefferson County AL,AL,342062,284725,1113,2015,12
1073,Jefferson County AL,AL,335800,278804,1147,2016,1
1073,Jefferson County AL,AL,336942,279781,1165,2016,2
1073,Jefferson County AL,AL,337800,280655,1214,2016,3
1073,Jefferson County AL,AL,339785,282371,1223,2016,4
1073,Jefferson County AL,AL,341099,283628,1259,2016,5
1073,Jefferson County AL,AL,341137,283563,1271,2016,6
1073,Jefferson County AL,AL,341473,284341,1259,2016,7
1073,Jefferson County AL,AL,341003,283790,1261,2016,8
1073,Jefferson County AL,AL,341097,283310,1284,2016,9
1073,Jefferson County AL,AL,341552,283883,1274,2016,10
1073,Jefferson County AL,AL,343798,285828,1286,2016,11
1073,Jefferson County AL,AL,344657,286392,1326,2016,12
1073,Jefferson County AL,AL,338052,280474,1320,2017,1
1073,Jefferson County AL,AL,339904,282134,1326,2017,2
1073,Jefferson County AL,AL,341302,283534,1345,2017,3
1073,Jefferson County AL,AL,342135,284359,1395,2017,4
1073,Jefferson County AL,AL,344330,286426,1406,2017,5
1073,Jefferson County AL,AL,345460,287234,1443,2017,6
1073,Jefferson County AL,AL,345095,287681,1435,2017,7
1073,Jefferson County AL,AL,345334,287977,1434,2017,8
1073,Jefferson County AL,AL,344936,286956,1424,2017,9
1073,Jefferson County AL,AL,346331,288221,1450,2017,10
1073,Jefferson County AL,AL,349725,291334,1454,2017,11
1073,Jefferson County AL,AL,350215,291423,1433,2017,12
1073,Jefferson County AL,AL,344547,286614,1386,2018,1
1073,Jefferson County AL,AL,345826,287999,1378,2018,2
1073,Jefferson County AL,AL,347310,289268,1390,2018,3
1073,Jefferson County AL,AL,348393,290293,1397,2018,4
1073,Jefferson County AL,AL,349356,291190,1402,2018,5
1073,Jefferson County AL,AL,351375,292700,1455,2018,6
1073,Jefferson County AL,AL,349863,292055,1453,2018,7
1073,Jefferson County AL,AL,350207,292295,1472,2018,8
1073,Jefferson County AL,AL,349697,291142,1465,2018,9
1073,Jefferson County AL,AL,351890,293138,1603,2018,10
1073,Jefferson County AL,AL,355108,296126,1621,2018,11
1073,Jefferson County AL,AL,355886,296627,1607,2018,12
1073,Jefferson County AL,AL,349352,290635,1547,2019,1
1073,Jefferson County AL,AL,350779,291958,1551,2019,2
1073,Jefferson County AL,AL,351699,292653,1538,2019,3
1073,Jefferson County AL,AL,353053,294022,1562,2019,4
1073,Jefferson County AL,AL,354138,295207,1566,2019,5
1073,Jefferson County AL,AL,355812,296381,1584,2019,6
1073,Jefferson County AL,AL,355187,296484,1557,2019,7
1073,Jefferson County AL,AL,355655,296929,1537,2019,8
1073,Jefferson County AL,AL,354030,294588,1577,2019,9
1073,Jefferson County AL,AL,355389,295822,1587,2019,10
1073,Jefferson County AL,AL,357909,297898,1605,2019,11
1073,Jefferson County AL,AL,358417,298372,1620,2019,12
1117,Shelby County AL,AL,74794,66291,22,2013,1
1117,Shelby County AL,AL,75284,66811,22,2013,2
1117,Shelby County AL,AL,75782,67247,21,2013,3
1117,Shelby County AL,AL,76404,67954,21,2013,4
1117,Shelby County AL,AL,76734,68637,21,2013,5
1117,Shelby County AL,AL,77294,69191,21,2013,6
1117,Shelby County AL,AL,76349,68760,23,2013,7
1117,Shelby County AL,AL,76502,68920,22,2013,8
1117,Shelby County AL,AL,77691,69744,21,2013,9
1117,Shelby County AL,AL,78213,70081,17,2013,10
1117,Shelby County AL,AL,78670,70437,17,2013,11
1117,Shelby County AL,AL,78197,69953,20,2013,12
1117,Shelby County AL,AL,76800,68645,20,2014,1
1117,Shelby County AL,AL,76872,68670,19,2014,2
1117,Shelby County AL,AL,77554,69315,19,2014,3
1117,Shelby County AL,AL,77942,69726,20,2014,4
1117,Shelby County AL,AL,78233,69931,22,2014,5
1117,Shelby County AL,AL,79050,70710,22,2014,6
1117,Shelby County AL,AL,78424,70807,26,2014,7
1117,Shelby County AL,AL,78946,71224,25,2014,8
1117,Shelby County AL,AL,80034,71773,26,2014,9
1117,Shelby County AL,AL,79490,71212,22,2014,10
1117,Shelby County AL,AL,80135,71787,19,2014,11
1117,Shelby County AL,AL,80666,72297,20,2014,12
1117,Shelby County AL,AL,81019,72619,18,2015,1
1117,Shelby County AL,AL,81754,73347,17,2015,2
1117,Shelby County AL,AL,82167,73740,17,2015,3
1117,Shelby County AL,AL,83209,74731,21,2015,4
1117,Shelby County AL,AL,83925,75486,21,2015,5
1117,Shelby County AL,AL,83927,75413,20,2015,6
1117,Shelby County AL,AL,83727,75647,19,2015,7
1117,Shelby County AL,AL,83600,75475,19,2015,8
1117,Shelby County AL,AL,83692,75625,20,2015,9
1117,Shelby County AL,AL,84283,75963,16,2015,10
1117,Shelby County AL,AL,84994,76586,15,2015,11
1117,Shelby County AL,AL,84744,76298,16,2015,12
1117,Shelby County AL,AL,82826,74452,15,2016,1
1117,Shelby County AL,AL,83577,75164,16,2016,2
1117,Shelby County AL,AL,83691,75247,15,2016,3
1117,Shelby County AL,AL,84284,75831,17,2016,4
1117,Shelby County AL,AL,84379,75926,19,2016,5
1117,Shelby County AL,AL,84460,75954,19,2016,6
1117,Shelby County AL,AL,83654,75668,17,2016,7
1117,Shelby County AL,AL,83796,75683,17,2016,8
1117,Shelby County AL,AL,84352,75887,17,2016,9
1117,Shelby County AL,AL,84264,75766,17,2016,10
1117,Shelby County AL,AL,84549,76018,18,2016,11
1117,Shelby County AL,AL,84341,75828,19,2016,12
1117,Shelby County AL,AL,82957,74498,14,2017,1
1117,Shelby County AL,AL,83477,74978,14,2017,2
1117,Shelby County AL,AL,83914,75346,14,2017,3
1117,Shelby County AL,AL,84000,75468,16,2017,4
1117,Shelby County AL,AL,84380,75845,17,2017,5
1117,Shelby County AL,AL,85321,76671,17,2017,6
1117,Shelby County AL,AL,85088,76914,16,2017,7
1117,Shelby County AL,AL,85394,77211,15,2017,8
1117,Shelby County AL,AL,85829,77335,17,2017,9
1117,Shelby County AL,AL,86168,77540,15,2017,10
1117,Shelby County AL,AL,85872,77206,16,2017,11
1117,Shelby County AL,AL,85327,76683,17,2017,12
1117,Shelby County AL,AL,83938,75425,16,2018,1
1117,Shelby County AL,AL,84522,75910,14,2018,2
1117,Shelby County AL,AL,84702,76090,14,2018,3
1117,Shelby County AL,AL,84554,75923,15,2018,4
1117,Shelby County AL,AL,85139,76457,13,2018,5
1117,Shelby County AL,AL,85594,76874,14,2018,6
1117,Shelby County AL,AL,84865,76680,13,2018,7
1117,Shelby County AL,AL,85625,77285,14,2018,8
1117,Shelby County AL,AL,85081,76504,18,2018,9
1117,Shelby County AL,AL,85478,76864,17,2018,10
1117,Shelby County AL,AL,85908,77251,18,2018,11
1117,Shelby County AL,AL,85075,76429,12,2018,12
1117,Shelby County AL,AL,83954,75336,27,2019,1
1117,Shelby County AL,AL,84286,75635,27,2019,2
1117,Shelby County AL,AL,84500,75811,18,2019,3
1117,Shelby County AL,AL,84843,76122,25,2019,4
1117,Shelby County AL,AL,85263,76535,26,2019,5
1117,Shelby County AL,AL,85469,76701,17,2019,6
1117,Shelby County AL,AL,85038,76545,24,2019,7
1117,Shelby County AL,AL,84831,76250,23,2019,8
1117,Shelby County AL,AL,84509,75737,16,2019,9
1117,Shelby County AL,AL,84884,76047,15,2019,10
1117,Shelby County AL,AL,85602,76756,11,2019,11
1117,Shelby County AL,AL,85681,76844,12,2019,12
4013,Maricopa County AZ,AZ,1684487,1478706,.s,2013,1
4013,Maricopa County AZ,AZ,1700870,1491276,.s,2013,2
4013,Maricopa County AZ,AZ,1710345,1501197,.s,2013,3
4013,Maricopa County AZ,AZ,1714839,1505567,.s,2013,4
4013,Maricopa County AZ,AZ,1714733,1507454,.s,2013,5
4013,Maricopa County AZ,AZ,1680045,1504082,.s,2013,6
4013,Maricopa County AZ,AZ,1647285,1498355,.s,2013,7
4013,Maricopa County AZ,AZ,1709351,1511092,.s,2013,8
4013,Maricopa County AZ,AZ,1721630,1513082,.s,2013,9
4013,Maricopa County AZ,AZ,1742325,1531570,.s,2013,10
4013,Maricopa County AZ,AZ,1767750,1557089,.s,2013,11
4013,Maricopa County AZ,AZ,1774241,1564370,.s,2013,12
4013,Maricopa County AZ,AZ,1732448,1524978,.s,2014,1
4013,Maricopa County AZ,AZ,1744031,1533470,.s,2014,2
4013,Maricopa County AZ,AZ,1751077,1541110,.s,2014,3
4013,Maricopa County AZ,AZ,1756366,1545887,.s,2014,4
4013,Maricopa County AZ,AZ,1750108,1545157,.s,2014,5
4013,Maricopa County AZ,AZ,1717894,1539440,.s,2014,6
4013,Maricopa County AZ,AZ,1686812,1532656,.s,2014,7
4013,Maricopa County AZ,AZ,1746872,1547318,.s,2014,8
4013,Maricopa County AZ,AZ,1757992,1548772,.s,2014,9
4013,Maricopa County AZ,AZ,1785306,1572463,.s,2014,10
4013,Maricopa County AZ,AZ,1810497,1597952,.s,2014,11
4013,Maricopa County AZ,AZ,1823103,1610630,.s,2014,12
4013,Maricopa County AZ,AZ,1783681,1577602,.s,2015,1
4013,Maricopa County AZ,AZ,1799497,1587037,.s,2015,2
4013,Maricopa County AZ,AZ,1805024,1593108,.s,2015,3
4013,Maricopa County AZ,AZ,1814282,1602835,.s,2015,4
4013,Maricopa County AZ,AZ,1812398,1602727,.s,2015,5
4013,Maricopa County AZ,AZ,1777360,1598083,.s,2015,6
4013,Maricopa County AZ,AZ,1753699,1599331,.s,2015,7
4013,Maricopa County AZ,AZ,1811232,1611127,.s,2015,8
4013,Maricopa County AZ,AZ,1825516,1615389,.s,2015,9
4013,Maricopa County AZ,AZ,1857202,1643145,.s,2015,10
4013,Maricopa County AZ,AZ,1880796,1665488,.s,2015,11
4013,Maricopa County AZ,AZ,1884247,1671644,.s,2015,12
4013,Maricopa County AZ,AZ,1842968,1638371,.s,2016,1
4013,Maricopa County AZ,AZ,1860905,1649261,.s,2016,2
4013,Maricopa County AZ,AZ,1866801,1655464,.s,2016,3
4013,Maricopa County AZ,AZ,1874858,1663555,.s,2016,4
4013,Maricopa County AZ,AZ,1868139,1659876,.s,2016,5
4013,Maricopa County AZ,AZ,1830806,1648485,.s,2016,6
4013,Maricopa County AZ,AZ,1809040,1653357,.s,2016,7
4013,Maricopa County AZ,AZ,1867466,1665900,.s,2016,8
4013,Maricopa County AZ,AZ,1887707,1675134,.s,2016,9
4013,Maricopa County AZ,AZ,1904107,1690783,.s,2016,10
4013,Maricopa County AZ,AZ,1923067,1708651,.s,2016,11
4013,Maricopa County AZ,AZ,1927570,1714152,.s,2016,12
4013,Maricopa County AZ,AZ,1893254,1686403,.s,2017,1
4013,Maricopa County AZ,AZ,1909372,1696333,.s,2017,2
4013,Maricopa County AZ,AZ,1917845,1704913,.s,2017,3
4013,Maricopa County AZ,AZ,1927571,1714531,.s,2017,4
4013,Maricopa County AZ,AZ,1923147,1712820,.s,2017,5
4013,Maricopa County AZ,AZ,1893820,1708636,.s,2017,6
4013,Maricopa County AZ,AZ,1859721,1702398,.s,2017,7
4013,Maricopa County AZ,AZ,1920230,1716953,.s,2017,8
4013,Maricopa County AZ,AZ,1939490,1725994,.s,2017,9
4013,Maricopa County AZ,AZ,1963983,1748967,.s,2017,10
4013,Maricopa County AZ,AZ,1987211,1772001,.s,2017,11
4013,Maricopa County AZ,AZ,1992822,1779318,.s,2017,12
4013,Maricopa County AZ,AZ,1958619,1751141,.s,2018,1
4013,Maricopa County AZ,AZ,1978893,1765997,.s,2018,2
4013,Maricopa County AZ,AZ,1985685,1773339,.s,2018,3
4013,Maricopa County AZ,AZ,1986176,1774288,.s,2018,4
4013,Maricopa County AZ,AZ,1984151,1772552,.s,2018,5
4013,Maricopa County AZ,AZ,1952571,1766446,.s,2018,6
4013,Maricopa County AZ,AZ,1928095,1765667,.s,2018,7
4013,Maricopa County AZ,AZ,1990856,1783402,.s,2018,8
4013,Maricopa County AZ,AZ,2005065,1790564,.s,2018,9
4013,Maricopa County AZ,AZ,2030583,1813744,.s,2018,10
4013,Maricopa County AZ,AZ,2058634,1842035,.s,2018,11
4013,Maricopa County AZ,AZ,2061680,1846056,.s,2018,12
4013,Maricopa County AZ,AZ,2029784,1816092,.s,2019,1
4013,Maricopa County AZ,AZ,2044012,1827793,.s,2019,2
4013,Maricopa County AZ,AZ,2048232,1832322,.s,2019,3
4013,Maricopa County AZ,AZ,2053479,1837403,.s,2019,4
4013,Maricopa County AZ,AZ,2050143,1834970,.s,2019,5
4013,Maricopa County AZ,AZ,2020048,1828244,.s,2019,6
4013,Maricopa County AZ,AZ,1994257,1829017,.s,2019,7
4013,Maricopa County AZ,AZ,2066181,1851523,.s,2019,8
4013,Maricopa County AZ,AZ,2073766,1856039,.s,2019,9
4013,Maricopa County AZ,AZ,2101456,1882182,.s,2019,10
4013,Maricopa County AZ,AZ,2130015,1910338,.s,2019,11
4013,Maricopa County AZ,AZ,2137229,1917968,.s,2019,12
6017,El Dorado County CA,CA,48340,38532,192,2013,1
6017,El Dorado County CA,CA,48192,38511,197,2013,2
6017,El Dorado County CA,CA,48252,38392,193,2013,3
6017,El Dorado County CA,CA,48173,38349,203,2013,4
6017,El Dorado County CA,CA,47932,38024,201,2013,5
6017,El Dorado County CA,CA,49368,39421,198,2013,6
6017,El Dorado County CA,CA,48004,39730,203,2013,7
6017,El Dorado County CA,CA,49085,40258,206,2013,8
6017,El Dorado County CA,CA,49050,39551,238,2013,9
6017,El Dorado County CA,CA,49147,39264,221,2013,10
6017,El Dorado County CA,CA,49677,39708,200,2013,11
6017,El Dorado County CA,CA,50104,40098,194,2013,12
6017,El Dorado County CA,CA,49487,39585,191,2014,1
6017,El Dorado County CA,CA,49060,39127,196,2014,2
6017,El Dorado County CA,CA,49414,39323,202,2014,3
6017,El Dorado County CA,CA,49406,39333,210,2014,4
6017,El Dorado County CA,CA,48990,38867,213,2014,5
6017,El Dorado County CA,CA,50491,40311,198,2014,6
6017,El Dorado County CA,CA,49353,40797,214,2014,7
6017,El Dorado County CA,CA,50172,41109,212,2014,8
6017,El Dorado County CA,CA,50229,40364,229,2014,9
6017,El Dorado County CA,CA,49992,39899,210,2014,10
6017,El Dorado County CA,CA,50169,39951,189,2014,11
6017,El Dorado County CA,CA,50616,40498,178,2014,12
6017,El Dorado County CA,CA,50420,40278,193,2015,1
6017,El Dorado County CA,CA,50415,40282,221,2015,2
6017,El Dorado County CA,CA,50606,40308,217,2015,3
6017,El Dorado County CA,CA,50475,40072,235,2015,4
6017,El Dorado County CA,CA,50965,40489,234,2015,5
6017,El Dorado County CA,CA,51845,41621,215,2015,6
6017,El Dorado County CA,CA,51678,42990,232,2015,7
6017,El Dorado County CA,CA,52563,43021,245,2015,8
6017,El Dorado County CA,CA,52398,42368,238,2015,9
6017,El Dorado County CA,CA,51946,41530,242,2015,10
6017,El Dorado County CA,CA,52253,41576,219,2015,11
6017,El Dorado County CA,CA,53161,42668,215,2015,12
6017,El Dorado County CA,CA,52300,41729,217,2016,1
6017,El Dorado County CA,CA,52559,42037,245,2016,2
6017,El Dorado County CA,CA,52341,41553,230,2016,3
6017,El Dorado County CA,CA,53020,42358,277,2016,4
6017,El Dorado County CA,CA,52956,42085,261,2016,5
6017,El Dorado County CA,CA,54460,43417,287,2016,6
6017,El Dorado County CA,CA,54235,45034,322,2016,7
6017,El Dorado County CA,CA,55183,45216,320,2016,8
6017,El Dorado County CA,CA,54983,44383,326,2016,9
6017,El Dorado County CA,CA,54776,43866,328,2016,10
6017,El Dorado County CA,CA,54741,43704,307,2016,11
6017,El Dorado County CA,CA,55110,44338,295,2016,12
6017,El Dorado County CA,CA,54394,43859,277,2017,1
6017,El Dorado County CA,CA,54842,44262,278,2017,2
6017,El Dorado County CA,CA,55148,44349,295,2017,3
6017,El Dorado County CA,CA,55469,44686,310,2017,4
6017,El Dorado County CA,CA,55608,44805,314,2017,5
6017,El Dorado County CA,CA,57620,46745,339,2017,6
6017,El Dorado County CA,CA,56643,47722,322,2017,7
6017,El Dorado County CA,CA,57542,47704,332,2017,8
6017,El Dorado County CA,CA,57382,46829,345,2017,9
6017,El Dorado County CA,CA,57415,46344,332,2017,10
6017,El Dorado County CA,CA,56934,45932,296,2017,11
6017,El Dorado County CA,CA,57965,46926,265,2017,12
6017,El Dorado County CA,CA,56153,45498,272,2018,1
6017,El Dorado County CA,CA,56256,45511,306,2018,2
6017,El Dorado County CA,CA,55980,45033,290,2018,3
6017,El Dorado County CA,CA,56607,45691,303,2018,4
6017,El Dorado County CA,CA,56432,45481,317,2018,5
6017,El Dorado County CA,CA,58792,47616,309,2018,6
6017,El Dorado County CA,CA,57792,48576,308,2018,7
6017,El Dorado County CA,CA,58790,48767,335,2018,8
6017,El Dorado County CA,CA,59010,48283,347,2018,9
6017,El Dorado County CA,CA,59054,47908,333,2018,10
6017,El Dorado County CA,CA,59250,48147,324,2018,11
6017,El Dorado County CA,CA,59310,48282,318,2018,12
6017,El Dorado County CA,CA,57098,46428,304,2019,1
6017,El Dorado County CA,CA,56952,46214,308,2019,2
6017,El Dorado County CA,CA,57058,46160,322,2019,3
6017,El Dorado County CA,CA,57267,46273,356,2019,4
6017,El Dorado County CA,CA,57296,46245,355,2019,5
6017,El Dorado County CA,CA,58516,47566,351,2019,6
6017,El Dorado County CA,CA,58069,48399,343,2019,7
6017,El Dorado County CA,CA,58741,48689,357,2019,8
6017,El Dorado County CA,CA,58394,47751,349,2019,9
6017,El Dorado County CA,CA,58129,47148,381,2019,10
6017,El Dorado County CA,CA,58436,47431,370,2019,11
6017,El Dorado County CA,CA,58639,47659,358,2019,12
6037,Los Angeles County CA,CA,3992994,3464419,5302,2013,1
6037,Los Angeles County CA,CA,4017761,3485412,5272,2013,2
6037,Los Angeles County CA,CA,4037176,3500012,5145,2013,3
6037,Los Angeles County CA,CA,4047831,3512226,5312,2013,4
6037,Los Angeles County CA,CA,4057957,3523248,5308,2013,5
6037,Los Angeles County CA,CA,4068796,3532845,5218,2013,6
6037,Los Angeles County CA,CA,4046443,3548106,.s,2013,7
6037,Los Angeles County CA,CA,4044493,3564685,.s,2013,8
6037,Los Angeles County CA,CA,4098603,3572288,.s,2013,9
6037,Los Angeles County CA,CA,4125818,3594180,.s,2013,10
6037,Los Angeles County CA,CA,4165043,3630316,.s,2013,11
6037,Los Angeles County CA,CA,4177944,3641197,.s,2013,12
6037,Los Angeles County CA,CA,4091547,3560810,.s,2014,1
6037,Los Angeles County CA,CA,4108868,3574687,.s,2014,2
6037,Los Angeles County CA,CA,4123471,3585084,.s,2014,3
6037,Los Angeles County CA,CA,4138417,3598146,.s,2014,4
6037,Los Angeles County CA,CA,4150181,3610224,.s,2014,5
6037,Los Angeles County CA,CA,4157147,3614329,.s,2014,6
6037,Los Angeles County CA,CA,4113234,3608365,.s,2014,7
6037,Los Angeles County CA,CA,4122822,3636120,.s,2014,8
6037,Los Angeles County CA,CA,4176444,3639589,.s,2014,9
6037,Los Angeles County CA,CA,4200385,3660172,.s,2014,10
6037,Los Angeles County CA,CA,4228954,3686043,.s,2014,11
6037,Los Angeles County CA,CA,4244204,3699212,.s,2014,12
6037,Los Angeles County CA,CA,4153148,3604154,.s,2015,1
6037,Los Angeles County CA,CA,4184813,3632506,.s,2015,2
6037,Los Angeles County CA,CA,4201535,3644311,.s,2015,3
6037,Los Angeles County CA,CA,4214460,3658222,.s,2015,4
6037,Los Angeles County CA,CA,4225791,3668862,.s,2015,5
6037,Los Angeles County CA,CA,4240495,3678366,.s,2015,6
6037,Los Angeles County CA,CA,4221534,3697453,.s,2015,7
6037,Los Angeles County CA,CA,4210221,3708559,.s,2015,8
6037,Los Angeles County CA,CA,4267917,3713818,.s,2015,9
6037,Los Angeles County CA,CA,4318536,3759884,.s,2015,10
6037,Los Angeles County CA,CA,4341915,3780594,.s,2015,11
6037,Los Angeles County CA,CA,4355391,3790341,.s,2015,12
6037,Los Angeles County CA,CA,4279199,3718990,.s,2016,1
6037,Los Angeles County CA,CA,4310672,3747184,.s,2016,2
6037,Los Angeles County CA,CA,4308390,3740046,.s,2016,3
6037,Los Angeles County CA,CA,4348664,3780489,.s,2016,4
6037,Los Angeles County CA,CA,4355394,3786548,.s,2016,5
6037,Los Angeles County CA,CA,4344391,3770311,.s,2016,6
6037,Los Angeles County CA,CA,4317020,3779332,.s,2016,7
6037,Los Angeles County CA,CA,4308127,3791074,.s,2016,8
6037,Los Angeles County CA,CA,4356777,3792535,.s,2016,9
6037,Los Angeles County CA,CA,4378570,3808881,.s,2016,10
6037,Los Angeles County CA,CA,4406325,3832091,.s,2016,11
6037,Los Angeles County CA,CA,4416052,3839082,.s,2016,12
6037,Los Angeles County CA,CA,4297021,3728125,.s,2017,1
6037,Los Angeles County CA,CA,4348856,3776258,.s,2017,2
6037,Los Angeles County CA,CA,4338301,3761265,.s,2017,3
6037,Los Angeles County CA,CA,4355854,3779962,.s,2017,4
6037,Los Angeles County CA,CA,4385400,3809282,.s,2017,5
6037,Los Angeles County CA,CA,4381413,3799858,.s,2017,6
6037,Los Angeles County CA,CA,4361413,3821686,.s,2017,7
6037,Los Angeles County CA,CA,4363035,3836422,.s,2017,8
6037,Los Angeles County CA,CA,4395095,3826558,.s,2017,9
6037,Los Angeles County CA,CA,4429315,3855563,.s,2017,10
6037,Los Angeles County CA,CA,4457618,3879459,.s,2017,11
6037,Los Angeles County CA,CA,4468712,3888555,.s,2017,12
6037,Los Angeles County CA,CA,4383555,3811411,.s,2018,1
6037,Los Angeles County CA,CA,4437480,3862829,.s,2018,2
6037,Los Angeles County CA,CA,4421783,3844570,.s,2018,3
6037,Los Angeles County CA,CA,4419929,3839457,.s,2018,4
6037,Los Angeles County CA,CA,4431580,3850378,.s,2018,5
6037,Los Angeles County CA,CA,4441467,3857317,.s,2018,6
6037,Los Angeles County CA,CA,4394308,3849667,.s,2018,7
6037,Los Angeles County CA,CA,4429226,3896049,.s,2018,8
6037,Los Angeles County CA,CA,4450433,3872837,.s,2018,9
6037,Los Angeles County CA,CA,4484785,3907769,.s,2018,10
6037,Los Angeles County CA,CA,4528403,3946032,.s,2018,11
6037,Los Angeles County CA,CA,4526194,3941801,.s,2018,12
6037,Los Angeles County CA,CA,4441945,3863801,.s,2019,1
6037,Los Angeles County CA,CA,4503959,3923395,.s,2019,2
6037,Los Angeles County CA,CA,4488329,3903664,.s,2019,3
6037,Los Angeles County CA,CA,4476946,3891194,.s,2019,4
6037,Los Angeles County CA,CA,4504394,3915746,.s,2019,5
6037,Los Angeles County CA,CA,4501170,3912840,.s,2019,6
6037,Los Angeles County CA,CA,4453145,3909735,.s,2019,7
6037,Los Angeles County CA,CA,4485820,3951451,.s,2019,8
6037,Los Angeles County CA,CA,4512698,3939974,.s,2019,9
6037,Los Angeles County CA,CA,4547597,3966987,.s,2019,10
6037,Los Angeles County CA,CA,4608275,4023123,.s,2019,11
6037,Los Angeles County CA,CA,4594584,4008972,.s,2019,12
6059,Orange County CA,CA,1417647,1275024,1182,2013,1
6059,Orange County CA,CA,1425773,1284684,1168,2013,2
6059,Orange County CA,CA,1432028,1289471,1170,2013,3
6059,Orange County CA,CA,1438851,1295989,.s,2013,4
6059,Orange County CA,CA,1444779,1302155,.s,2013,5
6059,Orange County CA,CA,1450410,1305763,.s,2013,6
6059,Orange County CA,CA,1429578,1306883,.s,2013,7
6059,Orange County CA,CA,1426188,1311494,.s,2013,8
6059,Orange County CA,CA,1440930,1308433,.s,2013,9
6059,Orange County CA,CA,1453126,1312640,1272,2013,10
6059,Orange County CA,CA,1466967,1324413,1264,2013,11
6059,Orange County CA,CA,1465326,1327412,1256,2013,12
6059,Orange County CA,CA,1445121,1301532,.s,2014,1
6059,Orange County CA,CA,1452181,1309544,.s,2014,2
6059,Orange County CA,CA,1458901,1314032,.s,2014,3
6059,Orange County CA,CA,1465735,1320946,1395,2014,4
6059,Orange County CA,CA,1474007,1329113,1395,2014,5
6059,Orange County CA,CA,1476365,1329934,1395,2014,6
6059,Orange County CA,CA,1457449,1332151,1439,2014,7
6059,Orange County CA,CA,1454439,1338969,1433,2014,8
6059,Orange County CA,CA,1472198,1338677,1403,2014,9
6059,Orange County CA,CA,1493811,1349723,.s,2014,10
6059,Orange County CA,CA,1505932,1360593,.s,2014,11
6059,Orange County CA,CA,1509910,1366967,.s,2014,12
6059,Orange County CA,CA,1490737,1343825,1440,2015,1
6059,Orange County CA,CA,1494927,1348490,1447,2015,2
6059,Orange County CA,CA,1501566,1352618,1444,2015,3
6059,Orange County CA,CA,1510222,1361480,1465,2015,4
6059,Orange County CA,CA,1517025,1368117,1490,2015,5
6059,Orange County CA,CA,1521654,1370986,1488,2015,6
6059,Orange County CA,CA,1510297,1380933,1512,2015,7
6059,Orange County CA,CA,1508137,1385933,1521,2015,8
6059,Orange County CA,CA,1524449,1384796,1523,2015,9
6059,Orange County CA,CA,1545541,1397369,1540,2015,10
6059,Orange County CA,CA,1553273,1403189,1516,2015,11
6059,Orange County CA,CA,1551455,1407113,1528,2015,12
6059,Orange County CA,CA,1536158,1385194,1545,2016,1
6059,Orange County CA,CA,1542569,1391680,1554,2016,2
6059,Orange County CA,CA,1544346,1390640,1522,2016,3
6059,Orange County CA,CA,1555669,1402384,1614,2016,4
6059,Orange County CA,CA,1558965,1405035,1632,2016,5
6059,Orange County CA,CA,1556975,1402947,1668,2016,6
6059,Orange County CA,CA,1548818,1414022,1737,2016,7
6059,Orange County CA,CA,1544416,1416543,1816,2016,8
6059,Orange County CA,CA,1564037,1419139,1756,2016,9
6059,Orange County CA,CA,1585027,1431708,1765,2016,10
6059,Orange County CA,CA,1593225,1438539,1780,2016,11
6059,Orange County CA,CA,1589304,1442124,1768,2016,12
6059,Orange County CA,CA,1563989,1410348,1750,2017,1
6059,Orange County CA,CA,1569574,1416864,1746,2017,2
