Popularity,date,Monthly Listeners,artist
90.0,2020-03-07,34155378,Rihanna
90.0,2020-03-08,34155378,Rihanna
90.0,2020-03-09,34171049,Rihanna
90.0,2020-03-10,34186246,Rihanna
89.0,2020-03-11,34204186,Rihanna
89.0,2020-03-12,34204186,Rihanna
89.0,2020-03-13,34196964,Rihanna
89.0,2020-03-14,34000833,Rihanna
89.0,2020-03-15,33937037,Rihanna
89.0,2020-03-16,33946686,Rihanna
89.0,2020-03-17,33946686,Rihanna
88.0,2020-03-18,33917359,Rihanna
88.0,2020-03-19,33932066,Rihanna
88.0,2020-03-20,33938980,Rihanna
88.0,2020-03-21,33908069,Rihanna
88.0,2020-03-22,33908069,Rihanna
88.0,2020-03-23,33899868,Rihanna
88.0,2020-03-24,33968230,Rihanna
88.0,2020-03-25,33968230,Rihanna
88.0,2020-03-26,34027161,Rihanna
88.0,2020-03-27,34046494,Rihanna
88.0,2020-03-28,34104847,Rihanna
88.0,2020-03-29,35166972,Rihanna
89.0,2020-03-30,35831191,Rihanna
89.0,2020-03-31,36391815,Rihanna
89.0,2020-04-01,36898854,Rihanna
89.0,2020-04-02,37807429,Rihanna
89.0,2020-04-03,37807429,Rihanna
89.0,2020-04-04,38221158,Rihanna
89.0,2020-04-05,39036229,Rihanna
89.0,2020-04-06,39036229,Rihanna
89.0,2020-04-07,39414348,Rihanna
89.0,2020-04-08,39754108,Rihanna
89.0,2020-04-09,40090855,Rihanna
90.0,2020-04-10,40712359,Rihanna
90.0,2020-04-11,40712359,Rihanna
90.0,2020-04-12,40999216,Rihanna
90.0,2020-04-13,41296828,Rihanna
90.0,2020-04-14,41530606,Rihanna
90.0,2020-04-15,41724481,Rihanna
90.0,2020-04-16,41946825,Rihanna
90.0,2020-04-17,42152400,Rihanna
90.0,2020-04-18,42344130,Rihanna
90.0,2020-04-19,42538239,Rihanna
90.0,2020-04-20,42718934,Rihanna
91.0,2020-04-21,42871224,Rihanna
91.0,2020-04-22,43040174,Rihanna
91.0,2020-04-23,43177587,Rihanna
91.0,2020-04-24,43349613,Rihanna
91.0,2020-04-25,43180242,Rihanna
91.0,2020-04-26,43020149,Rihanna
91.0,2020-04-27,43020149,Rihanna
91.0,2020-04-28,42867453,Rihanna
91.0,2020-04-29,42702563,Rihanna
91.0,2020-04-30,42549039,Rihanna
91.0,2020-05-01,42405530,Rihanna
91.0,2020-05-02,42261386,Rihanna
91.0,2020-05-03,42085687,Rihanna
91.0,2020-05-04,41944503,Rihanna
91.0,2020-05-05,41827510,Rihanna
91.0,2020-05-06,41687457,Rihanna
91.0,2020-05-07,41514860,Rihanna
91.0,2020-05-08,41322626,Rihanna
91.0,2020-05-09,40943388,Rihanna
91.0,2020-05-10,40804361,Rihanna
91.0,2020-05-11,40643977,Rihanna
91.0,2020-05-12,40543007,Rihanna
91.0,2020-05-13,40419576,Rihanna
91.0,2020-05-14,40294487,Rihanna
91.0,2020-05-15,40294487,Rihanna
91.0,2020-05-16,40090374,Rihanna
91.0,2020-05-17,40041433,Rihanna
91.0,2020-05-18,40041433,Rihanna
91.0,2020-05-19,40017960,Rihanna
91.0,2020-05-20,39974398,Rihanna
91.0,2020-05-21,39974398,Rihanna
91.0,2020-05-22,39991602,Rihanna
91.0,2020-05-23,39991602,Rihanna
91.0,2020-05-24,39995074,Rihanna
91.0,2020-05-25,39989414,Rihanna
91.0,2020-05-26,40026994,Rihanna
91.0,2020-05-27,40026994,Rihanna
91.0,2020-05-28,40016918,Rihanna
91.0,2020-05-29,40008845,Rihanna
91.0,2020-05-30,40008845,Rihanna
91.0,2020-05-31,40006665,Rihanna
91.0,2020-06-01,40028511,Rihanna
91.0,2020-06-02,40028260,Rihanna
91.0,2020-06-03,40028260,Rihanna
91.0,2020-06-04,40019378,Rihanna
91.0,2020-06-05,40011703,Rihanna
91.0,2020-06-06,39972459,Rihanna
91.0,2020-06-07,39956673,Rihanna
91.0,2020-06-08,39956673,Rihanna
91.0,2020-06-09,39998698,Rihanna
91.0,2020-06-10,39998698,Rihanna
91.0,2020-06-11,39997976,Rihanna
91.0,2020-06-12,40024969,Rihanna
91.0,2020-06-13,40028490,Rihanna
91.0,2020-06-14,40015790,Rihanna
91.0,2020-06-15,39974443,Rihanna
91.0,2020-06-16,39964321,Rihanna
91.0,2020-06-17,39931364,Rihanna
91.0,2020-06-18,39931364,Rihanna
91.0,2020-06-19,39851794,Rihanna
91.0,2020-06-20,39799092,Rihanna
91.0,2020-06-21,39799092,Rihanna
91.0,2020-06-22,39826621,Rihanna
91.0,2020-06-23,39780454,Rihanna
91.0,2020-06-24,39741866,Rihanna
91.0,2020-06-25,39758710,Rihanna
91.0,2020-06-26,39768188,Rihanna
92.0,2020-06-27,39757130,Rihanna
92.0,2020-06-28,39688423,Rihanna
92.0,2020-06-29,39688423,Rihanna
92.0,2020-06-30,39620096,Rihanna
92.0,2020-07-01,39581956,Rihanna
92.0,2020-07-02,39575885,Rihanna
92.0,2020-07-03,39575790,Rihanna
92.0,2020-07-04,39650641,Rihanna
92.0,2020-07-05,39650641,Rihanna
92.0,2020-07-06,39657884,Rihanna
92.0,2020-07-07,39631535,Rihanna
92.0,2020-07-08,39597677,Rihanna
92.0,2020-07-09,39466028,Rihanna
92.0,2020-07-10,39406534,Rihanna
92.0,2020-07-11,39349839,Rihanna
92.0,2020-07-12,39349839,Rihanna
92.0,2020-07-13,39307833,Rihanna
92.0,2020-07-14,39309982,Rihanna
92.0,2020-07-15,39300905,Rihanna
91.0,2020-07-16,39317698,Rihanna
91.0,2020-07-17,39317698,Rihanna
91.0,2020-07-18,39326092,Rihanna
91.0,2020-07-19,39326092,Rihanna
90.0,2020-07-20,39342688,Rihanna
90.0,2020-07-21,39352096,Rihanna
90.0,2020-07-22,39372312,Rihanna
90.0,2020-07-23,39372312,Rihanna
90.0,2020-07-24,39358612,Rihanna
90.0,2020-07-25,39358612,Rihanna
90.0,2020-07-26,39346916,Rihanna
90.0,2020-07-27,39337096,Rihanna
90.0,2020-07-28,39337096,Rihanna
90.0,2020-07-29,39343971,Rihanna
90.0,2020-07-30,39364564,Rihanna
90.0,2020-07-31,39354559,Rihanna
90.0,2020-08-01,39333533,Rihanna
90.0,2020-08-02,39322681,Rihanna
90.0,2020-08-03,39328069,Rihanna
90.0,2020-08-04,39307456,Rihanna
90.0,2020-08-05,39332858,Rihanna
90.0,2020-08-06,39332858,Rihanna
90.0,2020-08-07,39342833,Rihanna
90.0,2020-08-08,39380146,Rihanna
90.0,2020-08-09,39422103,Rihanna
90.0,2020-08-10,39422103,Rihanna
90.0,2020-08-11,39421279,Rihanna
90.0,2020-08-12,39422912,Rihanna
90.0,2020-08-13,39415367,Rihanna
90.0,2020-08-14,39397813,Rihanna
90.0,2020-08-15,39391600,Rihanna
90.0,2020-08-16,39386560,Rihanna
90.0,2020-08-17,39353468,Rihanna
90.0,2020-08-18,39329282,Rihanna
90.0,2020-08-19,39309763,Rihanna
90.0,2020-08-20,39300554,Rihanna
90.0,2020-08-21,39265409,Rihanna
90.0,2020-08-22,39278918,Rihanna
90.0,2020-08-23,39267546,Rihanna
90.0,2020-08-24,39314978,Rihanna
90.0,2020-08-25,39335373,Rihanna
90.0,2020-08-26,39331611,Rihanna
90.0,2020-08-27,39321965,Rihanna
90.0,2020-08-28,39325882,Rihanna
90.0,2020-08-29,39315394,Rihanna
90.0,2020-08-30,39314642,Rihanna
90.0,2020-08-31,39320586,Rihanna
90.0,2020-09-01,39317104,Rihanna
90.0,2020-09-02,39314422,Rihanna
90.0,2020-09-03,39309382,Rihanna
90.0,2020-09-04,39284311,Rihanna
90.0,2020-09-05,39259592,Rihanna
90.0,2020-09-06,39242100,Rihanna
90.0,2020-09-07,39227255,Rihanna
90.0,2020-09-08,39227255,Rihanna
90.0,2020-09-09,39247752,Rihanna
91.0,2020-09-10,39213612,Rihanna
91.0,2020-09-11,39174787,Rihanna
91.0,2020-09-12,39150127,Rihanna
91.0,2020-09-13,39136685,Rihanna
91.0,2020-09-14,39127414,Rihanna
91.0,2020-09-15,39121723,Rihanna
91.0,2020-09-16,39088427,Rihanna
91.0,2020-09-17,39077941,Rihanna
91.0,2020-09-18,39044749,Rihanna
91.0,2020-09-19,39040365,Rihanna
91.0,2020-09-20,39052463,Rihanna
91.0,2020-09-21,39045390,Rihanna
91.0,2020-09-22,38986026,Rihanna
91.0,2020-09-23,38968635,Rihanna
91.0,2020-09-24,38968635,Rihanna
91.0,2020-09-25,38962642,Rihanna
91.0,2020-09-26,38975337,Rihanna
91.0,2020-09-27,38975337,Rihanna
91.0,2020-09-28,38976233,Rihanna
91.0,2020-09-29,38976233,Rihanna
91.0,2020-09-30,38994536,Rihanna
91.0,2020-10-01,39037173,Rihanna
91.0,2020-10-02,39118287,Rihanna
91.0,2020-10-03,39153726,Rihanna
91.0,2020-10-04,39210184,Rihanna
91.0,2020-10-05,39243961,Rihanna
91.0,2020-10-06,39244575,Rihanna
91.0,2020-10-07,39284905,Rihanna
91.0,2020-10-08,39422476,Rihanna
91.0,2020-10-09,39516342,Rihanna
91.0,2020-10-10,39598145,Rihanna
91.0,2020-10-11,39698738,Rihanna
91.0,2020-10-12,39947272,Rihanna
91.0,2020-10-13,40143178,Rihanna
91.0,2020-10-14,40143178,Rihanna
91.0,2020-10-15,40185062,Rihanna
91.0,2020-10-16,40217125,Rihanna
91.0,2020-10-17,40239668,Rihanna
91.0,2020-10-18,40272644,Rihanna
91.0,2020-10-19,40305960,Rihanna
91.0,2020-10-20,40345236,Rihanna
91.0,2020-10-21,40400723,Rihanna
91.0,2020-10-22,40460411,Rihanna
91.0,2020-10-23,40501219,Rihanna
91.0,2020-10-24,40565969,Rihanna
91.0,2020-10-25,40615135,Rihanna
91.0,2020-10-26,40647253,Rihanna
91.0,2020-10-27,40672158,Rihanna
91.0,2020-10-28,40695168,Rihanna
91.0,2020-10-29,40704920,Rihanna
91.0,2020-10-30,40704920,Rihanna
92.0,2020-10-31,40754326,Rihanna
92.0,2020-11-01,41112841,Rihanna
92.0,2020-11-02,41112841,Rihanna
92.0,2020-11-03,41212075,Rihanna
92.0,2020-11-04,41113455,Rihanna
92.0,2020-11-05,41030532,Rihanna
92.0,2020-11-06,41030532,Rihanna
92.0,2020-11-07,40974124,Rihanna
92.0,2020-11-08,40757348,Rihanna
92.0,2020-11-09,40757348,Rihanna
92.0,2020-11-10,40678029,Rihanna
92.0,2020-11-11,40646889,Rihanna
92.0,2020-11-12,40661357,Rihanna
92.0,2020-11-13,40720980,Rihanna
92.0,2020-11-14,40720980,Rihanna
92.0,2020-11-15,40735832,Rihanna
92.0,2020-11-16,40762215,Rihanna
92.0,2020-11-17,40767060,Rihanna
92.0,2020-11-18,40781259,Rihanna
92.0,2020-11-19,40794266,Rihanna
92.0,2020-11-20,40801099,Rihanna
92.0,2020-11-21,40788575,Rihanna
92.0,2020-11-22,40796873,Rihanna
92.0,2020-11-23,40796936,Rihanna
92.0,2020-11-24,40805405,Rihanna
92.0,2020-11-25,40798948,Rihanna
92.0,2020-11-26,40803012,Rihanna
92.0,2020-11-27,40802177,Rihanna
92.0,2020-11-28,40773291,Rihanna
92.0,2020-11-29,40644437,Rihanna
91.0,2020-11-30,40248261,Rihanna
91.0,2020-12-01,40105037,Rihanna
91.0,2020-12-02,40122081,Rihanna
90.0,2020-12-03,40124909,Rihanna
90.0,2020-12-04,40212128,Rihanna
90.0,2020-12-05,40283929,Rihanna
90.0,2020-12-06,40295784,Rihanna
90.0,2020-12-07,40266214,Rihanna
90.0,2020-12-08,40245450,Rihanna
90.0,2020-12-09,40246614,Rihanna
